run_id,sequence_accession,score,percent_identity,n_reads
DRR071072,NC_002208.1,1,100,4
DRR076261,NC_002208.1,1,100,1
DRR100299,NC_002208.1,2,78,1
DRR151812,NC_002208.1,1,100,1
DRR151813,NC_002208.1,1,100,1
DRR151816,NC_002208.1,1,100,2
DRR151817,NC_002208.1,1,100,2
DRR151819,NC_002208.1,1,100,2
DRR151822,NC_002208.1,1,100,1
DRR186417,NC_002208.1,1,100,1
ERR1749787,NC_002208.1,11,93,14
ERR1749789,NC_002208.1,12,92,28
DRR014255,NC_002208.1,1,94,1
ERR035548,NC_002208.1,43,88,233
ERR2089006,NC_002208.1,1,100,2
ERR2017875,NC_002208.1,1,94,2
ERR2017909,NC_002208.1,1,97,1
ERR2017912,NC_002208.1,1,97,1
ERR2143758,NC_002208.1,10,93,20
ERR2143761,NC_002208.1,5,84,3
ERR2143762,NC_002208.1,11,91,12
ERR2143763,NC_002208.1,4,93,4
ERR2143764,NC_002208.1,39,91,78
ERR2143765,NC_002208.1,5,94,8
ERR2143767,NC_002208.1,92,91,273
ERR2143768,NC_002208.1,5,92,4
ERR2143771,NC_002208.1,61,92,165
ERR2143772,NC_002208.1,73,92,360
ERR2143776,NC_002208.1,7,83,6
ERR2143774,NC_002208.1,3,90,2
ERR2143775,NC_002208.1,76,91,278
ERR2143777,NC_002208.1,3,92,2
ERR2143779,NC_002208.1,100,91,3349
ERR1110295,NC_002208.1,1,100,1
ERR2143780,NC_002208.1,4,88,4
ERR2143781,NC_002208.1,3,88,4
ERR2143782,NC_002208.1,29,90,57
ERR2143783,NC_002208.1,35,90,60
ERR2143784,NC_002208.1,3,88,2
ERR2143785,NC_002208.1,3,90,2
ERR2143786,NC_002208.1,27,87,45
ERR2143787,NC_002208.1,1,90,2
ERR2143788,NC_002208.1,4,92,3
ERR2143790,NC_002208.1,14,89,16
ERR2143792,NC_002208.1,23,91,44
ERR2143793,NC_002208.1,15,90,18
ERR2143796,NC_002208.1,9,92,12
ERR2143797,NC_002208.1,1,90,2
ERR1711658,NC_002208.1,1,100,1
ERR2596809,NC_002208.1,2,78,1
ERR2235036,NC_002208.1,2,93,2
ERR2382542,NC_002208.1,2,77,1
ERR1719236,NC_002208.1,1,100,1
ERR2451334,NC_002208.1,1,97,1
ERR2539146,NC_002208.1,2,87,1
ERR1663195,NC_002208.1,1,96,1
ERR1719281,NC_002208.1,1,100,1
ERR2591774,NC_002208.1,1,100,1
ERR2953231,NC_002208.1,1,100,3
ERR2953234,NC_002208.1,1,100,1
ERR2539078,NC_002208.1,1,88,1
ERR1719321,NC_002208.1,1,97,1
ERR2588385,NC_002208.1,1,100,1
ERR3333609,NC_002208.1,27,87,59
ERR3256969,NC_002208.1,1,100,2
ERR315802,NC_002208.1,1,100,1
ERR3180326,NC_002208.1,8,93,16
ERR3955925,NC_002208.1,47,93,1222
ERR3180354,NC_002208.1,1,91,2
ERR1301342,NC_002208.1,5,91,8
ERR3180366,NC_002208.1,1,92,2
ERR315820,NC_002208.1,1,100,1
ERR3180368,NC_002208.1,1,90,2
ERR3180369,NC_002208.1,2,94,4
ERR3180376,NC_002208.1,5,92,8
ERR1726656,NC_002208.1,1,100,1
ERR3180412,NC_002208.1,9,91,14
ERR3180440,NC_002208.1,4,90,4
ERR3316250,NC_002208.1,1,97,1
ERR3180454,NC_002208.1,1,94,2
ERR3180462,NC_002208.1,4,90,5
ERR3180481,NC_002208.1,1,96,2
ERR1301392,NC_002208.1,1,91,6
