run_id,sequence_accession,score,percent_identity,n_reads
ERR135915,NC_004218.1,1,100,1
ERR1137984,NC_004218.1,1,100,1
ERR1711888,NC_004218.1,1,100,2
ERR2737759,NC_004218.1,2,84,1
ERR2737760,NC_004218.1,2,85,1
ERR3498977,NC_004218.1,1,100,4
ERR3499050,NC_004218.1,1,100,1
ERR3499108,NC_004218.1,4,100,9
ERR3179229,NC_004218.1,2,84,1
ERR3639902,NC_004218.1,1,100,1
ERR3179324,NC_004218.1,2,85,1
ERR969462,NC_004218.1,1,98,2
ERR969489,NC_004218.1,1,99,4
ERR969490,NC_004218.1,1,98,1
ERR737757,NC_004218.1,1,94,1
ERR969495,NC_004218.1,1,100,2
SRR1045010,NC_004218.1,1,90,1
ERR969496,NC_004218.1,1,100,1
ERR969498,NC_004218.1,6,99,7
SRR10504849,NC_004218.1,3,86,2
ERR969508,NC_004218.1,1,97,1
ERR864062,NC_004218.1,1,100,1
SRR10008504,NC_004218.1,1,96,1
SRR10008505,NC_004218.1,1,96,2
SRR077868,NC_004218.1,1,100,1
SRR10805146,NC_004218.1,1,100,2
SRR11107298,NC_004218.1,1,100,1
SRR10805155,NC_004218.1,1,100,1
SRR10894942,NC_004218.1,1,100,1
SRR10916627,NC_004218.1,1,100,2
SRR10401521,NC_004218.1,1,100,1
SRR10916628,NC_004218.1,1,100,1
SRR10916630,NC_004218.1,1,100,1
SRR032354,NC_004218.1,1,96,1
SRR10319924,NC_004218.1,1,96,1
SRR1140763,NC_004218.1,2,80,1
ERR1137448,NC_004218.1,1,97,1
SRR10518927,NC_004218.1,1,100,1
SRR10518971,NC_004218.1,1,97,1
SRR10319955,NC_004218.1,1,100,1
SRR10319956,NC_004218.1,1,100,1
SRR11742303,NC_004218.1,1,100,1
SRR11928513,NC_004218.1,51,91,489
SRR11048158,NC_004218.1,1,100,1
SRR11729340,NC_004218.1,1,100,7
SRR11048161,NC_004218.1,1,100,1
SRR11048162,NC_004218.1,1,100,1
SRR11776561,NC_004218.1,1,96,1
SRR11048165,NC_004218.1,2,100,2
SRR11048167,NC_004218.1,2,100,2
SRR11048168,NC_004218.1,1,100,1
SRR11048173,NC_004218.1,1,100,1
SRR1565904,NC_004218.1,1,100,1
SRR1210439,NC_004218.1,1,97,1
SRR1210440,NC_004218.1,1,97,1
SRR10668885,NC_004218.1,1,100,2
SRR10668887,NC_004218.1,1,100,1
SRR10668888,NC_004218.1,1,100,1
SRR10668889,NC_004218.1,1,100,2
SRR10668890,NC_004218.1,1,100,1
SRR10668891,NC_004218.1,1,100,1
SRR11561886,NC_004218.1,1,100,1
SRR10668896,NC_004218.1,1,100,2
SRR10668897,NC_004218.1,1,100,1
SRR10668898,NC_004218.1,1,100,1
