run_id,sequence_accession,score,percent_identity,n_reads
DRR049387,NC_011503.2,35,87,916
DRR140160,NC_011503.2,100,86,1902
DRR140168,NC_011503.2,2,86,2
DRR013806,NC_011503.2,1,89,2
DRR092920,NC_011503.2,2,83,1
DRR079290,NC_011503.2,2,87,1
ERR1352908,NC_011503.2,4,90,8
ERR1352910,NC_011503.2,2,85,2
ERR1036312,NC_011503.2,3,87,2
ERR1301593,NC_011503.2,6,85,10
ERR1356693,NC_011503.2,4,89,8
ERR1755232,NC_011503.2,2,100,2
ERR1302620,NC_011503.2,1,91,4
ERR1356695,NC_011503.2,2,95,2
ERR1794059,NC_011503.2,1,88,1
ERR1301604,NC_011503.2,100,85,696
ERR1356697,NC_011503.2,13,88,14
ERR1356699,NC_011503.2,3,88,6
ERR1300951,NC_011503.2,2,78,2
ERR1301610,NC_011503.2,73,84,218
ERR1300952,NC_011503.2,84,86,5843
ERR1300953,NC_011503.2,3,84,6
ERR1300954,NC_011503.2,80,84,2316
ERR1300955,NC_011503.2,98,84,7526
ERR1356701,NC_011503.2,1,89,2
ERR1300956,NC_011503.2,1,95,2
ERR1300957,NC_011503.2,75,88,17431
ERR1300959,NC_011503.2,2,78,2
ERR1301616,NC_011503.2,8,85,8
ERR1356705,NC_011503.2,2,81,1
ERR1300963,NC_011503.2,87,85,7673
ERR1300964,NC_011503.2,1,89,4
ERR1301623,NC_011503.2,2,76,1
ERR1300966,NC_011503.2,1,88,2
ERR1356709,NC_011503.2,1,92,2
ERR1300968,NC_011503.2,22,88,190
ERR1301627,NC_011503.2,1,92,2
ERR1301629,NC_011503.2,4,80,3
ERR1301630,NC_011503.2,1,92,1
ERR1300971,NC_011503.2,3,86,3
ERR1301633,NC_011503.2,2,81,2
ERR1300973,NC_011503.2,50,85,1514
ERR1300974,NC_011503.2,5,84,6
ERR1300975,NC_011503.2,3,84,2
ERR1300976,NC_011503.2,99,84,14122
ERR1301637,NC_011503.2,4,79,2
ERR1300977,NC_011503.2,69,88,10477
ERR1300978,NC_011503.2,78,85,6074
ERR1301638,NC_011503.2,3,88,4
ERR1300980,NC_011503.2,62,87,4551
ERR1301640,NC_011503.2,1,92,1
ERR1301643,NC_011503.2,2,84,4
ERR1300983,NC_011503.2,88,85,10519
ERR1300984,NC_011503.2,70,87,10356
ERR1301645,NC_011503.2,1,92,2
ERR1300986,NC_011503.2,1,89,4
ERR1300987,NC_011503.2,69,87,6250
ERR1301649,NC_011503.2,87,84,5249
ERR1300991,NC_011503.2,2,78,1
ERR1300993,NC_011503.2,1,92,2
ERR1352932,NC_011503.2,1,94,2
ERR1301654,NC_011503.2,1,92,2
ERR1301657,NC_011503.2,4,79,2
ERR2034749,NC_011503.2,84,81,1042
ERR1301658,NC_011503.2,4,80,2
ERR2034751,NC_011503.2,100,84,23857
ERR1301660,NC_011503.2,2,82,2
ERR1301661,NC_011503.2,15,85,55
ERR1300994,NC_011503.2,2,76,1
ERR1300995,NC_011503.2,4,81,2
ERR1300996,NC_011503.2,4,79,2
ERR1300998,NC_011503.2,3,92,9
ERR1301663,NC_011503.2,1,92,2
ERR1301000,NC_011503.2,1,92,2
ERR1301001,NC_011503.2,3,85,4
ERR1301002,NC_011503.2,6,80,4
ERR1301664,NC_011503.2,1,92,2
ERR1301665,NC_011503.2,2,82,1
ERR1301003,NC_011503.2,57,88,6273
ERR1301666,NC_011503.2,2,81,2
ERR1301005,NC_011503.2,66,87,8120
ERR1301671,NC_011503.2,6,81,4
ERR1356731,NC_011503.2,1,90,2
ERR1301006,NC_011503.2,3,88,6
