run_id,sequence_accession,score,percent_identity,n_reads
DRR151819,NC_004217.1,1,100,1
DRR102528,NC_004217.1,1,100,1
ERR1802073,NC_004217.1,1,100,3
ERR1802074,NC_004217.1,1,100,3
ERR2109470,NC_004217.1,1,96,1
ERR1855943,NC_004217.1,1,97,1
DRR084270,NC_004217.1,1,96,1
ERR2178842,NC_004217.1,1,91,1
ERR1137937,NC_004217.1,1,98,1
ERR2191543,NC_004217.1,2,83,1
ERR1110294,NC_004217.1,1,96,1
ERR1110296,NC_004217.1,2,99,2
ERR1110297,NC_004217.1,2,99,2
ERR1137961,NC_004217.1,1,100,1
ERR1110311,NC_004217.1,2,100,2
ERR1137974,NC_004217.1,1,98,1
ERR1110316,NC_004217.1,4,99,4
ERR1110317,NC_004217.1,4,99,4
ERR1137984,NC_004217.1,1,98,1
ERR1993127,NC_004217.1,1,100,1
ERR2539085,NC_004217.1,2,87,1
ERR1726618,NC_004217.1,1,100,2
ERR1726625,NC_004217.1,1,100,1
DRR109507,NC_004217.1,1,100,1
ERR2897663,NC_004217.1,2,82,1
ERR519452,NC_004217.1,1,100,1
ERR538178,NC_004217.1,1,97,1
ERR688004,NC_004217.1,1,97,1
ERR2868416,NC_004217.1,1,97,1
ERR762461,NC_004217.1,1,89,1
ERR1726720,NC_004217.1,1,100,2
ERR969462,NC_004217.1,8,100,8
ERR969489,NC_004217.1,7,99,10
ERR969490,NC_004217.1,4,100,4
ERR321547,NC_004217.1,1,94,1
ERR969491,NC_004217.1,1,100,1
ERR969496,NC_004217.1,2,99,2
ERR969497,NC_004217.1,1,100,1
ERR969498,NC_004217.1,10,100,20
ERR969508,NC_004217.1,4,99,4
ERR864071,NC_004217.1,1,100,2
SRR032141,NC_004217.1,1,100,1
SRR032145,NC_004217.1,1,100,1
SRR032146,NC_004217.1,1,100,1
SRR032147,NC_004217.1,1,100,3
SRR032148,NC_004217.1,1,100,3
SRR032150,NC_004217.1,1,100,1
SRR1048284,NC_004217.1,1,97,1
ERR1726778,NC_004217.1,1,97,1
ERR527143,NC_004217.1,2,84,1
SRR1043667,NC_004217.1,1,94,1
SRR10802425,NC_004217.1,1,89,1
SRR10603340,NC_004217.1,1,91,1
SRR10603341,NC_004217.1,1,94,1
SRR10971347,NC_004217.1,1,100,1
SRR1047486,NC_004217.1,1,96,1
SRR10269923,NC_004217.1,1,96,1
SRR1047498,NC_004217.1,1,90,1
SRR1047500,NC_004217.1,1,96,1
SRR11113476,NC_004217.1,1,100,2
SRR1049784,NC_004217.1,1,96,1
SRR10902554,NC_004217.1,1,96,1
SRR10668808,NC_004217.1,1,100,1
SRR11113485,NC_004217.1,1,100,1
SRR11276882,NC_004217.1,1,100,1
SRR11276884,NC_004217.1,1,100,1
DRR006596,NC_004217.1,2,83,1
SRR10545124,NC_004217.1,1,100,3
ERR1726852,NC_004217.1,1,100,3
SRR10545131,NC_004217.1,1,100,1
SRR11491846,NC_004217.1,1,97,1
ERR1726867,NC_004217.1,1,100,1
SRR11393298,NC_004217.1,1,100,1
SRR11742292,NC_004217.1,1,98,7
SRR11491927,NC_004217.1,2,78,1
SRR11742294,NC_004217.1,1,100,1
SRR10574094,NC_004217.1,1,97,1
SRR116844,NC_004217.1,1,100,1
SRR10319961,NC_004217.1,1,100,1
SRR11742299,NC_004217.1,1,100,3
SRR11587794,NC_004217.1,1,100,1
SRR11928513,NC_004217.1,87,87,596
SRR11587796,NC_004217.1,1,100,1
SRR11587800,NC_004217.1,1,100,1
SRR11048159,NC_004217.1,1,100,2
SRR11048160,NC_004217.1,1,100,2
SRR11048161,NC_004217.1,1,100,1
SRR11048165,NC_004217.1,1,100,1
SRR11048170,NC_004217.1,1,100,1
SRR11048172,NC_004217.1,1,100,2
ERR599110,NC_004217.1,1,100,1
SRR11554718,NC_004217.1,1,100,1
SRR1410036,NC_004217.1,1,100,3
SRR1410037,NC_004217.1,1,100,1
SRR1146083,NC_004217.1,1,94,1
SRR11790220,NC_004217.1,1,94,1
SRR1184537,NC_004217.1,1,89,1
ERR1137568,NC_004217.1,3,100,3
SRR062384,NC_004217.1,1,100,1
SRR1551127,NC_004217.1,1,93,1
SRR11561924,NC_004217.1,1,100,2
SRR11561925,NC_004217.1,1,100,4
SRR1266968,NC_004217.1,2,82,1
SRR1613947,NC_004217.1,1,100,1
SRR10668927,NC_004217.1,1,100,2
SRR1294999,NC_004217.1,1,100,4
SRR2039561,NC_004217.1,2,86,1
SRR10668931,NC_004217.1,1,100,3
SRR11197480,NC_004217.1,2,87,1
SRR1295233,NC_004217.1,1,96,1
SRR2029384,NC_004217.1,5,85,15
SRR2029386,NC_004217.1,5,87,3
SRR1978711,NC_004217.1,2,87,1
SRR3030740,NC_004217.1,1,93,1
SRR3239672,NC_004217.1,1,100,1
ERR1136750,NC_004217.1,4,99,4
ERR1136752,NC_004217.1,7,100,18
ERR1136753,NC_004217.1,2,100,4
ERR1136754,NC_004217.1,8,100,16
SRR2043992,NC_004217.1,1,96,1
SRR116839,NC_004217.1,1,100,1
ERR1136755,NC_004217.1,4,99,10
ERR1136756,NC_004217.1,15,100,56
SRR3400834,NC_004217.1,5,84,4
SRR3400839,NC_004217.1,1,92,1
SRR3401072,NC_004217.1,70,85,7555
SRR2751013,NC_004217.1,1,93,1
SRR2889680,NC_004217.1,1,93,1
SRR2415218,NC_004217.1,2,81,1
SRR3055553,NC_004217.1,1,96,1
SRR309119,NC_004217.1,1,91,1
SRR346619,NC_004217.1,1,96,1
SRR1622976,NC_004217.1,1,96,1
SRR1541115,NC_004217.1,1,100,1
SRR1541118,NC_004217.1,1,100,3
SRR1541120,NC_004217.1,1,100,1
SRR1944656,NC_004217.1,2,84,1
SRR1541121,NC_004217.1,1,100,2
SRR398636,NC_004217.1,1,91,1
SRR3382717,NC_004217.1,1,97,1
SRR494772,NC_004217.1,2,85,1
SRR5195144,NC_004217.1,7,83,5
SRR5184730,NC_004217.1,1,100,1
SRR4690449,NC_004217.1,1,100,1
SRR5197737,NC_004217.1,2,84,1
SRR5195148,NC_004217.1,5,86,4
SRR372643,NC_004217.1,1,100,1
SRR507693,NC_004217.1,1,94,1
SRR537609,NC_004217.1,1,100,1
SRR066752,NC_004217.1,1,100,3
SRR066753,NC_004217.1,1,100,2
SRR5567135,NC_004217.1,1,94,1
SRR5342765,NC_004217.1,1,100,1
SRR488286,NC_004217.1,1,100,1
SRR5195109,NC_004217.1,5,83,4
SRR504803,NC_004217.1,1,100,1
