run_id,sequence_accession,score,percent_identity,n_reads
ERR1352904,NC_007573.1,2,96,2
ERR1278105,NC_007573.1,1,100,1
ERR1356693,NC_007573.1,3,92,6
ERR1356695,NC_007573.1,5,95,4
ERR1356697,NC_007573.1,3,97,4
ERR1356701,NC_007573.1,3,92,6
ERR1302663,NC_007573.1,2,86,2
ERR1356721,NC_007573.1,2,95,2
ERR1356735,NC_007573.1,2,94,4
ERR1356743,NC_007573.1,2,94,2
ERR2088987,NC_007573.1,1,93,2
ERR1960626,NC_007573.1,2,96,2
ERR2200675,NC_007573.1,1,100,1
ERR1726535,NC_007573.1,1,96,1
ERR1302764,NC_007573.1,5,85,4
ERR1302785,NC_007573.1,5,87,6
ERR1302786,NC_007573.1,2,85,2
ERR1712147,NC_007573.1,1,100,2
ERR1302824,NC_007573.1,6,85,6
ERR2596909,NC_007573.1,2,85,1
ERR1302853,NC_007573.1,6,85,9
ERR1302913,NC_007573.1,3,87,4
ERR2587450,NC_007573.1,2,82,1
ERR3289154,NC_007573.1,1,100,1
ERR2809042,NC_007573.1,1,95,1
ERR2001266,NC_007573.1,6,81,7
ERR2809045,NC_007573.1,5,95,5
ERR2001270,NC_007573.1,6,80,6
ERR2809048,NC_007573.1,4,95,3
ERR2809051,NC_007573.1,2,96,2
ERR2809057,NC_007573.1,7,96,11
ERR2809062,NC_007573.1,11,94,13
ERR2809070,NC_007573.1,1,95,2
ERR2809071,NC_007573.1,8,94,12
ERR2809073,NC_007573.1,2,95,2
ERR2809083,NC_007573.1,11,94,19
ERR2809089,NC_007573.1,2,96,2
ERR2809093,NC_007573.1,2,96,3
ERR2809099,NC_007573.1,3,92,2
ERR2809101,NC_007573.1,4,94,3
ERR2809102,NC_007573.1,9,94,18
ERR2809108,NC_007573.1,1,98,2
ERR2809109,NC_007573.1,3,95,4
ERR2809115,NC_007573.1,4,94,4
ERR2809117,NC_007573.1,1,94,1
ERR2809118,NC_007573.1,4,95,3
ERR2809122,NC_007573.1,5,95,5
ERR2809126,NC_007573.1,9,95,13
ERR2815189,NC_007573.1,2,94,3
ERR2815199,NC_007573.1,1,96,1
ERR2815201,NC_007573.1,2,96,2
ERR2815207,NC_007573.1,2,97,2
ERR2815211,NC_007573.1,2,95,2
ERR2815214,NC_007573.1,5,93,6
ERR2815243,NC_007573.1,6,94,10
ERR1302437,NC_007573.1,1,90,1
ERR2815246,NC_007573.1,9,93,8
ERR2815250,NC_007573.1,2,94,3
ERR2815254,NC_007573.1,7,94,10
