run_id,sequence_accession,score,percent_identity,n_reads
DRR035702,NC_007546.1,1,94,1
DRR092920,NC_007546.1,1,93,1
ERR1022637,NC_007546.1,1,94,1
DRR068951,NC_007546.1,1,97,1
DRR031383,NC_007546.1,1,91,1
ERR1097476,NC_007546.1,43,85,113
ERR1025353,NC_007546.1,1,100,3
ERR1025354,NC_007546.1,1,100,3
ERR1361048,NC_007546.1,1,97,1
DRR093579,NC_007546.1,2,86,1
DRR013947,NC_007546.1,1,93,1
ERR1363360,NC_007546.1,2,87,1
ERR1352904,NC_007546.1,3,97,4
ERR1352906,NC_007546.1,5,96,16
ERR1352908,NC_007546.1,1,95,2
ERR1352910,NC_007546.1,6,95,6
DRR001365,NC_007546.1,2,79,1
ERR1356693,NC_007546.1,3,96,12
ERR1356695,NC_007546.1,4,96,4
ERR1356697,NC_007546.1,7,94,18
DRR134465,NC_007546.1,1,96,1
ERR1356699,NC_007546.1,2,96,6
ERR1356701,NC_007546.1,2,95,6
ERR1356705,NC_007546.1,2,98,2
ERR1252578,NC_007546.1,2,86,1
ERR1302663,NC_007546.1,19,85,32
ERR1356721,NC_007546.1,2,96,2
ERR1855277,NC_007546.1,1,97,2
ERR1356735,NC_007546.1,3,97,4
ERR1356737,NC_007546.1,2,97,2
ERR1352938,NC_007546.1,1,96,2
ERR1356739,NC_007546.1,3,93,2
ERR1356753,NC_007546.1,2,98,2
ERR1960624,NC_007546.1,2,95,6
ERR2029782,NC_007546.1,1,95,1
ERR2281804,NC_007546.1,1,100,1
ERR1824423,NC_007546.1,1,88,2
ERR1302763,NC_007546.1,8,85,10
ERR1302764,NC_007546.1,6,88,10
ERR1302766,NC_007546.1,2,85,2
ERR1302767,NC_007546.1,3,85,2
ERR2356970,NC_007546.1,1,94,1
ERR1110296,NC_007546.1,1,100,1
ERR1302785,NC_007546.1,28,86,46
ERR1302786,NC_007546.1,8,85,10
ERR2077078,NC_007546.1,1,89,2
ERR2077087,NC_007546.1,2,87,2
ERR2077090,NC_007546.1,1,89,2
ERR1302788,NC_007546.1,13,86,20
ERR2204053,NC_007546.1,1,91,2
ERR1302789,NC_007546.1,3,86,4
ERR1302794,NC_007546.1,2,84,2
ERR1302795,NC_007546.1,2,86,2
ERR2179420,NC_007546.1,20,87,27
ERR2632532,NC_007546.1,1,99,4
ERR1712163,NC_007546.1,1,97,2
ERR1302824,NC_007546.1,18,85,21
ERR1302825,NC_007546.1,3,86,4
ERR2660553,NC_007546.1,2,93,2
ERR1301173,NC_007546.1,2,77,1
ERR2136179,NC_007546.1,1,96,1
ERR1137989,NC_007546.1,1,98,1
ERR1302852,NC_007546.1,3,85,4
ERR1302853,NC_007546.1,5,85,6
ERR2822747,NC_007546.1,5,98,18
ERR1302855,NC_007546.1,2,84,2
ERR1302874,NC_007546.1,40,86,82
ERR1302875,NC_007546.1,1,90,2
ERR1302877,NC_007546.1,16,86,30
ERR1302878,NC_007546.1,8,86,8
ERR3063014,NC_007546.1,25,94,7036
ERR1302894,NC_007546.1,2,83,2
ERR3063031,NC_007546.1,2,97,2
ERR1302897,NC_007546.1,1,88,2
ERR3063037,NC_007546.1,2,94,2
ERR3063042,NC_007546.1,2,95,2
ERR1302913,NC_007546.1,20,85,26
ERR1302914,NC_007546.1,5,85,4
ERR3047587,NC_007546.1,5,98,18
ERR2206763,NC_007546.1,1,100,2
ERR2897259,NC_007546.1,1,88,1
ERR3178191,NC_007546.1,3,85,4
ERR3357552,NC_007546.1,1,100,1
ERR3178198,NC_007546.1,2,85,2
ERR3178203,NC_007546.1,2,83,1
ERR2718568,NC_007546.1,3,85,4
ERR2718569,NC_007546.1,2,85,2
ERR3564156,NC_007546.1,25,94,7036
ERR3564170,NC_007546.1,2,94,2
ERR3564176,NC_007546.1,2,97,2
ERR2809042,NC_007546.1,6,96,5
ERR3098029,NC_007546.1,4,99,16
ERR3564183,NC_007546.1,2,95,2
ERR2718596,NC_007546.1,2,87,1
ERR2001266,NC_007546.1,28,86,54
ERR2809045,NC_007546.1,19,97,29
ERR2001270,NC_007546.1,20,86,55
ERR2809048,NC_007546.1,11,97,15
ERR3170085,NC_007546.1,2,96,2
ERR4037762,NC_007546.1,1,92,1
ERR2809049,NC_007546.1,8,95,14
ERR3170091,NC_007546.1,1,96,1
ERR3170095,NC_007546.1,1,100,1
ERR380878,NC_007546.1,1,97,1
ERR2809051,NC_007546.1,22,96,47
ERR3170097,NC_007546.1,1,98,1
ERR3170098,NC_007546.1,1,98,1
ERR2809052,NC_007546.1,1,91,1
ERR2809053,NC_007546.1,1,94,1
ERR2809055,NC_007546.1,1,98,1
ERR2896637,NC_007546.1,2,82,1
ERR2809057,NC_007546.1,38,96,114
