run_id,sequence_accession,score,percent_identity,n_reads
DRR049637,NC_007548.1,1,94,1
DRR049646,NC_007548.1,1,94,1
DRR049656,NC_007548.1,1,94,1
ERR1025352,NC_007548.1,1,100,1
DRR031676,NC_007548.1,1,93,1
DRR031698,NC_007548.1,1,89,1
DRR129854,NC_007548.1,1,94,1
ERR1147601,NC_007548.1,1,97,1
ERR1679396,NC_007548.1,1,100,2
DRR032116,NC_007548.1,1,96,1
ERR1706676,NC_007548.1,1,100,1
ERR1656139,NC_007548.1,2,85,1
ERR2109476,NC_007548.1,1,96,2
ERR1823945,NC_007548.1,1,100,1
ERR1472931,NC_007548.1,2,75,1
ERR1472934,NC_007548.1,1,100,2
ERR1988217,NC_007548.1,1,100,1
ERR039795,NC_007548.1,1,100,1
ERR1726533,NC_007548.1,1,97,1
ERR2074805,NC_007548.1,2,79,1
ERR1301100,NC_007548.1,2,79,1
ERR1302769,NC_007548.1,2,81,2
ERR1302771,NC_007548.1,1,92,1
ERR1302772,NC_007548.1,2,80,1
ERR2019360,NC_007548.1,1,97,1
DRR029950,NC_007548.1,1,96,1
ERR2204059,NC_007548.1,2,80,1
ERR2204060,NC_007548.1,2,80,1
ERR2204062,NC_007548.1,2,80,1
DRR029952,NC_007548.1,1,96,2
ERR2179420,NC_007548.1,2,81,1
ERR1302817,NC_007548.1,2,84,2
DRR029957,NC_007548.1,2,83,1
DRR029960,NC_007548.1,1,100,1
ERR2752146,NC_007548.1,1,97,1
ERR2379377,NC_007548.1,1,97,1
ERR2019388,NC_007548.1,1,92,1
ERR2276417,NC_007548.1,1,100,1
ERR2944184,NC_007548.1,2,87,1
ERR2001077,NC_007548.1,1,88,1
ERR1302859,NC_007548.1,4,81,2
ERR1302860,NC_007548.1,1,92,2
ERR2899689,NC_007548.1,2,77,1
ERR2762131,NC_007548.1,1,94,1
ERR2756796,NC_007548.1,12,84,17
ERR2737649,NC_007548.1,2,82,1
ERR2737650,NC_007548.1,2,86,1
ERR3082340,NC_007548.1,1,97,1
ERR266384,NC_007548.1,1,97,1
ERR1302906,NC_007548.1,3,85,2
ERR1712243,NC_007548.1,1,100,2
ERR236978,NC_007548.1,1,94,1
ERR2737739,NC_007548.1,2,84,2
ERR2737741,NC_007548.1,1,88,5
ERR2765029,NC_007548.1,1,100,1
ERR2737743,NC_007548.1,4,77,3
ERR2896372,NC_007548.1,1,94,1
ERR2898377,NC_007548.1,2,76,1
ERR3473120,NC_007548.1,1,94,1
ERR2897347,NC_007548.1,2,76,1
ERR2898461,NC_007548.1,1,91,1
ERR3179202,NC_007548.1,2,84,2
ERR3625061,NC_007548.1,1,95,1
ERR3625072,NC_007548.1,1,94,1
ERR3650302,NC_007548.1,1,100,1
ERR2897670,NC_007548.1,2,82,1
ERR4027520,NC_007548.1,1,100,1
ERR355997,NC_007548.1,1,97,1
ERR2001622,NC_007548.1,2,84,1
ERR2001694,NC_007548.1,2,83,2
ERR2897045,NC_007548.1,1,88,2
ERR574578,NC_007548.1,1,100,1
ERR1712030,NC_007548.1,1,100,1
ERR868333,NC_007548.1,1,100,1
ERR559253,NC_007548.1,1,100,1
ERR3180645,NC_007548.1,1,88,2
