run_id,sequence_accession,score,percent_identity,n_reads
DRR100295,NC_001547.1,2,85,1
ERR1074143,NC_001547.1,1,100,7
ERR1074144,NC_001547.1,1,100,7
ERR1074145,NC_001547.1,1,100,4
DRR100299,NC_001547.1,2,85,1
DRR039902,NC_001547.1,1,97,1
DRR050678,NC_001547.1,2,81,1
DRR039914,NC_001547.1,1,96,1
DRR200605,NC_001547.1,1,97,1
DRR048303,NC_001547.1,1,91,1
DRR151815,NC_001547.1,1,100,1
DRR118938,NC_001547.1,1,100,1
DRR051486,NC_001547.1,1,100,1
ERR1315270,NC_001547.1,1,91,1
ERR1297789,NC_001547.1,1,100,1
DRR051487,NC_001547.1,1,100,5
DRR051489,NC_001547.1,1,100,4
DRR051490,NC_001547.1,1,100,5
DRR131698,NC_001547.1,1,100,1
DRR051491,NC_001547.1,1,100,2
DRR053767,NC_001547.1,1,100,1
DRR051497,NC_001547.1,1,100,1
DRR019417,NC_001547.1,1,91,1
DRR102301,NC_001547.1,1,92,1
DRR051503,NC_001547.1,1,100,1
DRR093576,NC_001547.1,1,93,1
ERR1078718,NC_001547.1,1,100,1
DRR132114,NC_001547.1,1,91,1
DRR187036,NC_001547.1,1,100,1
ERR1094786,NC_001547.1,2,82,1
ERR1078721,NC_001547.1,1,100,1
DRR089595,NC_001547.1,1,97,2
DRR001038,NC_001547.1,1,89,1
DRR031746,NC_001547.1,1,100,2
DRR031749,NC_001547.1,1,100,1
DRR031750,NC_001547.1,1,100,2
DRR031751,NC_001547.1,1,100,1
ERR1475503,NC_001547.1,1,100,1
ERR1149396,NC_001547.1,1,91,1
DRR053809,NC_001547.1,1,91,1
ERR1156955,NC_001547.1,1,100,1
ERR1156993,NC_001547.1,1,100,1
ERR1156995,NC_001547.1,1,100,1
ERR1156997,NC_001547.1,1,100,3
ERR1097005,NC_001547.1,1,89,1
ERR1794854,NC_001547.1,1,91,1
DRR029102,NC_001547.1,2,78,1
ERR1560093,NC_001547.1,1,96,1
ERR1396981,NC_001547.1,1,90,1
ERR1752077,NC_001547.1,1,88,1
ERR1655148,NC_001547.1,1,94,1
ERR1692463,NC_001547.1,1,89,1
ERR1894030,NC_001547.1,5,76,2
ERR1616749,NC_001547.1,1,94,1
ERR034191,NC_001547.1,5,95,9
ERR1663036,NC_001547.1,2,80,1
DRR023309,NC_001547.1,1,93,1
ERR1414225,NC_001547.1,1,100,2
ERR1096021,NC_001547.1,1,88,1
ERR1779382,NC_001547.1,1,91,1
DRR172082,NC_001547.1,1,100,1
ERR2113748,NC_001547.1,1,100,1
ERR2214617,NC_001547.1,1,94,1
ERR162215,NC_001547.1,1,97,1
ERR162217,NC_001547.1,1,96,1
DRR023754,NC_001547.1,1,91,1
DRR056761,NC_001547.1,1,91,1
ERR2349593,NC_001547.1,1,100,1
ERR162239,NC_001547.1,1,97,1
ERR257769,NC_001547.1,2,84,1
ERR2155290,NC_001547.1,1,91,1
ERR1818800,NC_001547.1,1,90,1
ERR2204045,NC_001547.1,1,88,1
ERR209285,NC_001547.1,1,100,1
ERR2678559,NC_001547.1,1,91,1
ERR2528913,NC_001547.1,1,95,1
ERR2528914,NC_001547.1,4,100,6
ERR2528915,NC_001547.1,5,100,10
ERR2019364,NC_001547.1,1,100,1
ERR2560189,NC_001547.1,2,87,1
ERR2135938,NC_001547.1,1,92,1
ERR2539153,NC_001547.1,1,90,1
ERR202902,NC_001547.1,1,97,1
ERR202906,NC_001547.1,1,100,1
ERR1726567,NC_001547.1,1,100,1
DRR029959,NC_001547.1,1,100,1
ERR2882470,NC_001547.1,1,94,1
ERR2379383,NC_001547.1,1,88,1
ERR2231342,NC_001547.1,1,100,1
ERR2822749,NC_001547.1,1,99,1
ERR2822751,NC_001547.1,2,98,3
ERR2822752,NC_001547.1,1,100,1
ERR2822754,NC_001547.1,1,99,1
DRR030338,NC_001547.1,1,100,1
DRR030340,NC_001547.1,1,100,1
DRR030341,NC_001547.1,1,100,1
DRR030344,NC_001547.1,1,100,2
ERR2731367,NC_001547.1,2,100,8
DRR030348,NC_001547.1,1,100,1
ERR2619098,NC_001547.1,1,94,1
ERR2743639,NC_001547.1,1,94,1
ERR2953241,NC_001547.1,1,100,2
DRR030350,NC_001547.1,1,100,1
ERR2953242,NC_001547.1,1,100,2
DRR030352,NC_001547.1,1,100,2
DRR030354,NC_001547.1,1,100,1
ERR2899759,NC_001547.1,2,84,1
ERR1719319,NC_001547.1,4,100,10
ERR2953245,NC_001547.1,1,100,2
ERR1712227,NC_001547.1,1,96,1
ERR1663323,NC_001547.1,2,84,1
ERR2539090,NC_001547.1,2,83,1
ERR3089062,NC_001547.1,1,100,1
ERR2899919,NC_001547.1,2,83,1
ERR3089064,NC_001547.1,1,100,3
ERR3089065,NC_001547.1,1,100,2
ERR3025183,NC_001547.1,2,85,1
ERR1663334,NC_001547.1,2,84,1
DRR002599,NC_001547.1,1,91,1
ERR2898119,NC_001547.1,1,88,1
ERR2898124,NC_001547.1,2,87,1
ERR2898129,NC_001547.1,2,85,1
ERR2897126,NC_001547.1,2,79,1
DRR002626,NC_001547.1,1,93,1
ERR2897168,NC_001547.1,2,80,1
ERR3353760,NC_001547.1,1,100,1
ERR2897192,NC_001547.1,2,84,1
ERR1540906,NC_001547.1,1,94,1
ERR2898290,NC_001547.1,1,89,1
ERR2588519,NC_001547.1,2,82,1
ERR1719378,NC_001547.1,1,100,1
DRR017562,NC_001547.1,1,88,1
ERR2898366,NC_001547.1,2,87,1
DRR110289,NC_001547.1,1,100,1
ERR2896378,NC_001547.1,2,85,1
ERR346564,NC_001547.1,2,85,1
ERR1297645,NC_001547.1,1,100,1
ERR361364,NC_001547.1,2,82,1
ERR1711915,NC_001547.1,1,100,1
