run_id,sequence_accession,score,percent_identity,n_reads
ERR1313172,NC_002206.1,1,100,1
ERR1313176,NC_002206.1,1,100,1
ERR1313179,NC_002206.1,1,100,1
ERR1315781,NC_002206.1,1,100,1
ERR1315782,NC_002206.1,1,100,1
ERR1315783,NC_002206.1,1,100,1
ERR1315785,NC_002206.1,1,100,1
ERR1315788,NC_002206.1,1,100,1
ERR1315789,NC_002206.1,1,100,1
ERR1122667,NC_002206.1,1,100,1
ERR1512901,NC_002206.1,1,100,1
ERR1475506,NC_002206.1,1,89,1
ERR1475649,NC_002206.1,1,91,1
ERR1594691,NC_002206.1,1,91,1
ERR1735726,NC_002206.1,4,92,5
DRR013971,NC_002206.1,1,93,1
DRR121730,NC_002206.1,1,89,1
ERR146944,NC_002206.1,1,97,1
ERR146953,NC_002206.1,1,100,1
ERR146955,NC_002206.1,1,100,1
DRR023193,NC_002206.1,1,96,1
ERR1749787,NC_002206.1,2,94,2
ERR1749789,NC_002206.1,10,89,14
ERR1706702,NC_002206.1,1,100,1
ERR035547,NC_002206.1,3,85,2
ERR035548,NC_002206.1,21,88,53
ERR1725803,NC_002206.1,2,99,2
ERR2455616,NC_002206.1,1,100,2
ERR2143761,NC_002206.1,1,91,2
ERR2143763,NC_002206.1,4,92,6
ERR2143762,NC_002206.1,7,90,11
ERR2143764,NC_002206.1,12,91,19
ERR2143767,NC_002206.1,41,91,96
ERR2143771,NC_002206.1,19,92,42
ERR2143772,NC_002206.1,22,91,46
ERR2143775,NC_002206.1,43,90,170
ERR2143776,NC_002206.1,2,81,2
ERR2143777,NC_002206.1,2,85,1
ERR2143778,NC_002206.1,2,80,2
ERR2143779,NC_002206.1,100,91,2777
ERR2143780,NC_002206.1,3,91,2
ERR2143781,NC_002206.1,3,91,2
ERR2143782,NC_002206.1,23,90,29
ERR2143783,NC_002206.1,19,91,36
ERR2143786,NC_002206.1,19,88,24
ERR2143787,NC_002206.1,2,87,1
ERR2143790,NC_002206.1,3,92,2
ERR2143791,NC_002206.1,3,92,2
ERR2143792,NC_002206.1,13,91,30
ERR2234649,NC_002206.1,2,93,2
ERR2143793,NC_002206.1,10,90,16
ERR2143797,NC_002206.1,5,86,5
ERR2701079,NC_002206.1,1,100,2
ERR2378107,NC_002206.1,1,100,1
ERR2701243,NC_002206.1,1,100,2
ERR2838608,NC_002206.1,1,97,1
ERR2459454,NC_002206.1,1,100,2
ERR2701535,NC_002206.1,1,100,4
ERR2702084,NC_002206.1,1,100,1
ERR2702208,NC_002206.1,1,100,2
ERR2702217,NC_002206.1,1,100,2
ERR2701733,NC_002206.1,1,100,2
ERR2764677,NC_002206.1,1,100,1
ERR2764671,NC_002206.1,1,100,1
ERR2701849,NC_002206.1,1,100,4
ERR2701904,NC_002206.1,1,100,2
ERR2702068,NC_002206.1,1,100,2
ERR2540450,NC_002206.1,1,97,1
ERR2540455,NC_002206.1,1,95,2
ERR1726585,NC_002206.1,1,94,1
ERR2540456,NC_002206.1,1,97,1
ERR2540458,NC_002206.1,1,97,1
ERR2540459,NC_002206.1,1,97,2
ERR2700811,NC_002206.1,1,100,2
ERR2700923,NC_002206.1,1,100,1
ERR2700983,NC_002206.1,1,99,4
ERR2955735,NC_002206.1,1,100,1
ERR1197825,NC_002206.1,1,100,1
ERR1197832,NC_002206.1,1,100,1
ERR2955736,NC_002206.1,1,100,2
ERR2953449,NC_002206.1,1,100,1
ERR2953450,NC_002206.1,1,100,2
ERR3003547,NC_002206.1,8,98,112
ERR3003574,NC_002206.1,2,99,2
ERR3333609,NC_002206.1,38,85,58
ERR3092222,NC_002206.1,4,100,8
ERR3092242,NC_002206.1,1,100,2
ERR340693,NC_002206.1,1,100,1
ERR340716,NC_002206.1,1,91,1
ERR1711916,NC_002206.1,1,100,2
ERR3180326,NC_002206.1,10,92,16
ERR3180354,NC_002206.1,3,91,2
ERR3180368,NC_002206.1,4,91,6
ERR3180369,NC_002206.1,4,92,8
ERR3180376,NC_002206.1,5,91,10
DRR003389,NC_002206.1,1,100,1
ERR3180412,NC_002206.1,12,92,23
ERR3180440,NC_002206.1,1,95,2
ERR3180455,NC_002206.1,5,92,8
ERR3180454,NC_002206.1,4,93,4
ERR3180462,NC_002206.1,8,92,16
ERR3180481,NC_002206.1,3,92,4
ERR3180504,NC_002206.1,8,91,12
ERR716821,NC_002206.1,1,89,1
ERR3180564,NC_002206.1,3,91,4
ERR3180565,NC_002206.1,1,90,2
ERR580746,NC_002206.1,1,97,1
ERR697901,NC_002206.1,1,91,1
ERR580846,NC_002206.1,1,97,1
ERR3180588,NC_002206.1,5,93,6
SRR10018062,NC_002206.1,1,100,1
ERR968064,NC_002206.1,1,100,1
ERR968075,NC_002206.1,1,89,1
ERR968113,NC_002206.1,1,91,1
ERR522222,NC_002206.1,1,97,1
SRR10051029,NC_002206.1,1,100,3
SRR10051031,NC_002206.1,1,100,1
SRR10078324,NC_002206.1,1,97,1
SRR10325914,NC_002206.1,1,100,1
ERR2815194,NC_002206.1,1,91,1
ERR969494,NC_002206.1,1,100,1
ERR969496,NC_002206.1,2,100,2
ERR969498,NC_002206.1,6,100,10
SRR072202,NC_002206.1,1,96,1
SRR1038300,NC_002206.1,2,82,1
SRR10416987,NC_002206.1,1,100,5
ERR969507,NC_002206.1,2,100,2
ERR969508,NC_002206.1,1,100,2
SRR10306177,NC_002206.1,3,91,2
SRR10306176,NC_002206.1,3,92,2
SRR1017154,NC_002206.1,1,100,1
ERR2815210,NC_002206.1,1,90,1
SRR019205,NC_002206.1,1,100,1
SRR10366023,NC_002206.1,1,100,1
SRR10237756,NC_002206.1,1,100,2
SRR10221900,NC_002206.1,2,81,1
SRR10777574,NC_002206.1,1,100,2
SRR10777575,NC_002206.1,1,100,1
SRR10778445,NC_002206.1,1,100,2
SRR10778500,NC_002206.1,1,97,1
SRR10777639,NC_002206.1,1,100,1
SRR10788577,NC_002206.1,1,99,7
SRR10798515,NC_002206.1,1,100,1
SRR10788463,NC_002206.1,1,94,1
SRR10782452,NC_002206.1,1,100,1
SRR10782531,NC_002206.1,1,99,3
SRR10782584,NC_002206.1,1,99,3
SRR10796434,NC_002206.1,1,100,3
SRR10777707,NC_002206.1,1,100,1
SRR10795489,NC_002206.1,1,100,1
SRR10780421,NC_002206.1,1,100,1
SRR10780486,NC_002206.1,1,99,5
SRR10778692,NC_002206.1,1,100,2
SRR10778693,NC_002206.1,1,100,1
SRR10783443,NC_002206.1,1,97,2
SRR10796527,NC_002206.1,1,100,1
SRR10796528,NC_002206.1,1,96,2
SRR10778751,NC_002206.1,1,98,1
SRR10778753,NC_002206.1,1,100,1
SRR10777772,NC_002206.1,1,100,1
SRR10783507,NC_002206.1,1,97,4
SRR10783508,NC_002206.1,1,97,1
SRR10795586,NC_002206.1,1,100,3
SRR10796592,NC_002206.1,1,97,2
SRR10787495,NC_002206.1,1,100,3
SRR10783556,NC_002206.1,1,100,1
SRR10780661,NC_002206.1,1,96,2
SRR10784559,NC_002206.1,4,99,20
SRR10784560,NC_002206.1,1,97,3
SRR10785449,NC_002206.1,1,100,1
SRR10778806,NC_002206.1,1,97,2
SRR10781407,NC_002206.1,1,100,3
SRR10782660,NC_002206.1,1,100,1
SRR10780763,NC_002206.1,1,100,2
SRR10785515,NC_002206.1,1,100,2
SRR10795642,NC_002206.1,1,100,1
SRR10796643,NC_002206.1,1,100,1
SRR10789475,NC_002206.1,1,100,1
SRR10796689,NC_002206.1,1,100,1
SRR10781469,NC_002206.1,1,100,2
SRR10781470,NC_002206.1,1,100,2
SRR10778931,NC_002206.1,1,100,1
SRR10778932,NC_002206.1,1,96,4
SRR10796742,NC_002206.1,1,100,2
SRR10779744,NC_002206.1,1,100,4
SRR10780821,NC_002206.1,1,97,1
SRR10777924,NC_002206.1,1,97,1
SRR10789601,NC_002206.1,1,100,1
SRR10789602,NC_002206.1,1,99,4
SRR10792458,NC_002206.1,1,100,2
SRR10792523,NC_002206.1,1,98,5
SRR10079437,NC_002206.1,1,100,1
SRR10790588,NC_002206.1,1,100,1
SRR10785609,NC_002206.1,1,100,7
SRR10788863,NC_002206.1,1,100,3
SRR10780888,NC_002206.1,1,100,3
SRR10795790,NC_002206.1,1,100,1
SRR10783757,NC_002206.1,1,100,2
SRR10789660,NC_002206.1,1,96,3
SRR10789661,NC_002206.1,1,100,1
SRR10778992,NC_002206.1,1,100,2
SRR10787615,NC_002206.1,1,100,1
SRR10784678,NC_002206.1,1,100,2
SRR10793608,NC_002206.1,1,98,2
SRR10793609,NC_002206.1,1,100,6
SRR10788934,NC_002206.1,1,100,1
SRR10785674,NC_002206.1,1,100,2
SRR10793654,NC_002206.1,1,99,2
SRR10779057,NC_002206.1,1,99,2
SRR10789727,NC_002206.1,1,100,3
SRR10779850,NC_002206.1,1,97,2
SRR10779851,NC_002206.1,1,98,3
SRR10782776,NC_002206.1,4,99,15
SRR10786435,NC_002206.1,1,100,2
SRR10786436,NC_002206.1,1,100,2
SRR10777989,NC_002206.1,4,99,9
SRR10777990,NC_002206.1,1,100,1
SRR10793715,NC_002206.1,1,100,1
SRR10793716,NC_002206.1,4,99,27
SRR10786505,NC_002206.1,1,97,1
SRR10786507,NC_002206.1,1,99,4
SRR10796939,NC_002206.1,1,98,4
SRR10786571,NC_002206.1,1,100,7
SRR10785756,NC_002206.1,1,100,2
SRR10787672,NC_002206.1,1,95,1
SRR10787673,NC_002206.1,1,100,2
SRR10790646,NC_002206.1,1,100,1
SRR10795862,NC_002206.1,1,100,2
SRR10783855,NC_002206.1,1,100,1
SRR10784742,NC_002206.1,1,100,1
SRR10784743,NC_002206.1,1,100,4
SRR10788995,NC_002206.1,1,99,3
SRR10781023,NC_002206.1,1,100,1
SRR10791532,NC_002206.1,1,100,1
SRR10792693,NC_002206.1,1,100,2
SRR10795918,NC_002206.1,1,97,1
SRR10789051,NC_002206.1,1,100,2
SRR10789052,NC_002206.1,1,100,1
SRR10793804,NC_002206.1,1,100,1
SRR10791595,NC_002206.1,1,100,1
