run_id,sequence_accession,score,percent_identity,n_reads
DRR075373,NC_005301.3,1,100,1
DRR075385,NC_005301.3,1,100,1
DRR125075,NC_005301.3,1,94,1
DRR151814,NC_005301.3,1,96,1
DRR147442,NC_005301.3,1,96,1
DRR089178,NC_005301.3,1,100,1
ERR1248861,NC_005301.3,1,100,1
DRR078588,NC_005301.3,1,100,1
ERR1000772,NC_005301.3,1,100,1
DRR221342,NC_005301.3,1,100,2
DRR013858,NC_005301.3,2,96,2
DRR186413,NC_005301.3,1,100,1
DRR089572,NC_005301.3,1,100,1
DRR075494,NC_005301.3,1,96,1
DRR089578,NC_005301.3,1,100,1
ERR1106823,NC_005301.3,1,97,1
ERR1106831,NC_005301.3,1,97,1
DRR093574,NC_005301.3,1,93,1
DRR019445,NC_005301.3,1,91,1
DRR093576,NC_005301.3,3,91,2
ERR1107903,NC_005301.3,1,100,1
DRR031700,NC_005301.3,1,94,1
DRR031701,NC_005301.3,1,93,1
DRR053801,NC_005301.3,1,100,1
ERR1521847,NC_005301.3,1,89,1
ERR1096965,NC_005301.3,1,97,1
ERR030889,NC_005301.3,1,91,1
ERR1437548,NC_005301.3,1,97,1
DRR087708,NC_005301.3,1,100,1
ERR1682081,NC_005301.3,1,100,1
ERR1190997,NC_005301.3,1,100,1
ERR1663042,NC_005301.3,1,91,1
ERR1191018,NC_005301.3,1,100,1
ERR2433117,NC_005301.3,100,98,2509
ERR2433130,NC_005301.3,100,98,4419
DRR014701,NC_005301.3,1,96,1
DRR023781,NC_005301.3,1,100,1
ERR162240,NC_005301.3,1,100,1
ERR2144814,NC_005301.3,1,100,1
ERR2144825,NC_005301.3,1,100,1
ERR2135914,NC_005301.3,1,100,1
ERR2238483,NC_005301.3,1,100,1
ERR2587664,NC_005301.3,1,91,1
ERR1712175,NC_005301.3,1,97,1
ERR209150,NC_005301.3,1,100,1
ERR2503178,NC_005301.3,1,100,1
ERR1193583,NC_005301.3,1,100,4
ERR2953231,NC_005301.3,1,100,1
ERR2727671,NC_005301.3,1,100,1
ERR1663291,NC_005301.3,1,93,1
ERR266357,NC_005301.3,1,97,1
ERR1726594,NC_005301.3,1,100,1
ERR2953244,NC_005301.3,1,100,1
ERR2953246,NC_005301.3,1,100,1
ERR2955735,NC_005301.3,1,100,1
ERR2587398,NC_005301.3,2,83,1
ERR1993148,NC_005301.3,1,100,1
ERR2955738,NC_005301.3,1,100,2
ERR1726608,NC_005301.3,1,97,2
ERR1993176,NC_005301.3,1,90,1
ERR2619819,NC_005301.3,1,100,2
ERR2619820,NC_005301.3,1,100,4
ERR1726619,NC_005301.3,1,97,2
ERR2619821,NC_005301.3,1,100,2
ERR2619831,NC_005301.3,1,100,2
ERR2619834,NC_005301.3,1,100,7
ERR2619836,NC_005301.3,1,100,3
ERR2619837,NC_005301.3,1,100,4
ERR2619838,NC_005301.3,1,100,2
ERR2619841,NC_005301.3,1,100,1
ERR2619844,NC_005301.3,1,100,4
ERR2619847,NC_005301.3,4,100,8
ERR340756,NC_005301.3,1,100,1
ERR3197577,NC_005301.3,1,93,1
ERR3499108,NC_005301.3,1,96,1
ERR2709809,NC_005301.3,1,97,1
ERR2897658,NC_005301.3,1,89,1
ERR3928728,NC_005301.3,1,100,1
ERR3650329,NC_005301.3,1,100,1
ERR368944,NC_005301.3,2,83,1
ERR356000,NC_005301.3,2,81,1
ERR532566,NC_005301.3,2,78,2
ERR411609,NC_005301.3,1,97,1
ERR1711989,NC_005301.3,1,97,3
SRR10042182,NC_005301.3,1,97,1
SRR10018064,NC_005301.3,1,100,2
ERR3863720,NC_005301.3,1,100,2
SRR10056158,NC_005301.3,1,100,1
SRR10018070,NC_005301.3,1,100,1
ERR3863748,NC_005301.3,1,100,2
ERR844298,NC_005301.3,1,96,1
ERR844301,NC_005301.3,2,100,2
ERR3863804,NC_005301.3,1,100,1
ERR3863808,NC_005301.3,1,100,1
SRR10042665,NC_005301.3,2,82,1
ERR844304,NC_005301.3,1,100,1
SRR042267,NC_005301.3,1,96,1
SRR042268,NC_005301.3,1,96,1
SRR042269,NC_005301.3,4,96,12
SRR042270,NC_005301.3,4,96,9
SRR042271,NC_005301.3,4,96,16
SRR042272,NC_005301.3,4,96,9
ERR3863831,NC_005301.3,1,100,1
ERR844306,NC_005301.3,1,100,1
ERR844317,NC_005301.3,1,100,1
SRR10253003,NC_005301.3,1,88,2
SRR1045020,NC_005301.3,1,96,1
ERR588857,NC_005301.3,1,100,1
ERR790036,NC_005301.3,1,91,1
SRR10348725,NC_005301.3,1,100,1
SRR10353961,NC_005301.3,1,100,4
SRR048957,NC_005301.3,1,96,1
SRR1015340,NC_005301.3,1,100,1
SRR10123694,NC_005301.3,1,100,1
SRR10123697,NC_005301.3,1,100,1
SRR10386588,NC_005301.3,1,100,1
SRR1039214,NC_005301.3,1,96,1
ERR589271,NC_005301.3,2,85,1
ERR668356,NC_005301.3,1,91,1
SRR10123706,NC_005301.3,1,100,1
SRR10123712,NC_005301.3,1,100,1
SRR10123725,NC_005301.3,1,100,1
SRR1013386,NC_005301.3,2,80,1
SRR10139720,NC_005301.3,1,100,1
SRR10123731,NC_005301.3,1,100,1
ERR1726765,NC_005301.3,1,97,3
SRR10340993,NC_005301.3,1,100,7
SRR10097589,NC_005301.3,1,100,1
ERR2598258,NC_005301.3,1,89,1
SRR10846546,NC_005301.3,1,100,1
SRR10148859,NC_005301.3,1,94,1
SRR10721206,NC_005301.3,2,100,2
