run_id,sequence_accession,score,percent_identity,n_reads
DRR094892,NC_004718.3,1,97,1
DRR152672,NC_004718.3,1,88,1
DRR053757,NC_004718.3,1,96,1
ERR117360,NC_004718.3,1,97,1
ERR1407234,NC_004718.3,1,100,1
ERR1407240,NC_004718.3,2,100,3
ERR1512905,NC_004718.3,1,100,1
ERR1407246,NC_004718.3,1,98,1
ERR1407250,NC_004718.3,1,100,1
ERR1679394,NC_004718.3,1,100,1
ERR1041996,NC_004718.3,1,96,3
ERR1041999,NC_004718.3,1,100,1
ERR1042000,NC_004718.3,1,100,1
ERR1042001,NC_004718.3,1,100,1
ERR1042003,NC_004718.3,1,97,1
ERR1368704,NC_004718.3,1,99,2
ERR1096988,NC_004718.3,2,84,1
ERR1125089,NC_004718.3,2,82,1
ERR1095188,NC_004718.3,1,90,1
DRR083386,NC_004718.3,1,94,1
ERR1301613,NC_004718.3,1,100,2
ERR1377157,NC_004718.3,2,83,1
ERR1301614,NC_004718.3,1,100,1
ERR1095696,NC_004718.3,2,84,1
ERR1692470,NC_004718.3,1,100,1
ERR1191016,NC_004718.3,1,97,1
ERR1815666,NC_004718.3,1,100,4
ERR1815667,NC_004718.3,2,100,2
ERR1712097,NC_004718.3,1,88,2
ERR1893256,NC_004718.3,2,87,1
ERR1041785,NC_004718.3,1,98,1
ERR1041787,NC_004718.3,1,98,2
ERR2539137,NC_004718.3,2,78,1
ERR2400292,NC_004718.3,1,97,1
ERR1041902,NC_004718.3,1,95,1
ERR2539187,NC_004718.3,1,91,1
ERR1719329,NC_004718.3,1,90,1
DRR016709,NC_004718.3,2,85,1
ERR2929086,NC_004718.3,1,100,1
DRR016715,NC_004718.3,2,83,1
ERR188224,NC_004718.3,2,86,1
ERR315625,NC_004718.3,2,79,1
ERR3473100,NC_004718.3,2,87,1
ERR3379154,NC_004718.3,2,85,1
ERR351360,NC_004718.3,1,97,1
ERR3642469,NC_004718.3,2,85,1
ERR3585519,NC_004718.3,2,87,1
ERR3585529,NC_004718.3,2,84,1
