run_id,sequence_accession,score,percent_identity,n_reads
DRR092896,NC_001544.1,1,100,1
ERR1044112,NC_001544.1,1,100,1
DRR111620,NC_001544.1,1,100,1
DRR129301,NC_001544.1,1,90,1
DRR013858,NC_001544.1,1,96,1
DRR031698,NC_001544.1,1,100,1
DRR132210,NC_001544.1,1,100,1
ERR1389088,NC_001544.1,1,90,1
ERR1389093,NC_001544.1,1,90,2
ERR1389096,NC_001544.1,1,90,1
ERR1389100,NC_001544.1,1,90,2
ERR1389136,NC_001544.1,1,90,1
ERR1389145,NC_001544.1,1,90,1
ERR1389173,NC_001544.1,1,90,1
ERR1389188,NC_001544.1,1,90,1
ERR1893837,NC_001544.1,4,76,2
ERR1893846,NC_001544.1,2,81,2
ERR1893867,NC_001544.1,2,78,2
ERR1893868,NC_001544.1,4,78,2
ERR1893882,NC_001544.1,4,77,2
ERR1893887,NC_001544.1,2,76,2
ERR1893921,NC_001544.1,2,77,2
ERR1893935,NC_001544.1,2,77,2
ERR1893962,NC_001544.1,1,99,2
ERR1894006,NC_001544.1,2,78,2
ERR1894050,NC_001544.1,2,78,2
ERR1894053,NC_001544.1,2,80,2
ERR1894082,NC_001544.1,4,77,4
ERR1389198,NC_001544.1,1,90,1
ERR1823112,NC_001544.1,1,100,4
DRR133546,NC_001544.1,1,100,1
ERR1389201,NC_001544.1,1,90,1
ERR1823156,NC_001544.1,1,100,2
ERR1823164,NC_001544.1,1,100,6
ERR1389205,NC_001544.1,1,90,1
ERR1389206,NC_001544.1,1,90,1
DRR001461,NC_001544.1,1,97,1
ERR1389209,NC_001544.1,1,90,1
ERR1389211,NC_001544.1,1,90,1
ERR1389214,NC_001544.1,1,90,2
ERR1389216,NC_001544.1,1,90,3
ERR1389218,NC_001544.1,1,90,1
ERR1389219,NC_001544.1,1,90,1
ERR1389220,NC_001544.1,1,90,1
ERR1389223,NC_001544.1,1,90,3
ERR1389227,NC_001544.1,1,90,1
ERR1389229,NC_001544.1,1,90,2
ERR1389230,NC_001544.1,1,90,4
ERR1638879,NC_001544.1,1,90,1
ERR1827515,NC_001544.1,1,90,3
ERR1389232,NC_001544.1,1,90,1
ERR1389239,NC_001544.1,1,90,2
ERR1638887,NC_001544.1,1,90,1
ERR1638888,NC_001544.1,1,90,2
ERR1389243,NC_001544.1,1,90,2
DRR014319,NC_001544.1,1,90,1
ERR1389247,NC_001544.1,1,90,6
ERR1719156,NC_001544.1,1,93,2
ERR1389254,NC_001544.1,1,90,2
ERR1389255,NC_001544.1,1,90,1
ERR1719160,NC_001544.1,1,92,1
ERR1719161,NC_001544.1,1,92,1
DRR132659,NC_001544.1,1,100,1
ERR1815668,NC_001544.1,1,100,1
ERR1815669,NC_001544.1,1,100,1
ERR1719207,NC_001544.1,1,93,3
ERR1719213,NC_001544.1,1,92,4
ERR1719214,NC_001544.1,1,92,1
ERR1719217,NC_001544.1,1,92,1
ERR210359,NC_001544.1,1,96,1
ERR1712139,NC_001544.1,1,100,1
ERR2377852,NC_001544.1,5,90,25
ERR2216234,NC_001544.1,1,90,1
ERR1044076,NC_001544.1,1,95,1
ERR1044087,NC_001544.1,1,92,1
ERR1044092,NC_001544.1,1,100,1
ERR232361,NC_001544.1,1,100,1
ERR2019393,NC_001544.1,1,100,1
ERR2949954,NC_001544.1,1,100,1
DRR030353,NC_001544.1,1,100,1
ERR2576392,NC_001544.1,2,76,1
ERR1719316,NC_001544.1,1,92,2
ERR2539080,NC_001544.1,2,83,1
ERR1719324,NC_001544.1,1,92,1
ERR2686283,NC_001544.1,1,89,1
ERR1719333,NC_001544.1,1,92,1
ERR2955746,NC_001544.1,1,100,2
ERR2539112,NC_001544.1,2,77,1
ERR315625,NC_001544.1,1,89,1
DRR002627,NC_001544.1,1,96,1
ERR2576503,NC_001544.1,1,94,1
ERR3357552,NC_001544.1,1,100,1
ERR3432989,NC_001544.1,1,90,1
ERR3432990,NC_001544.1,1,90,1
ERR2588577,NC_001544.1,1,94,1
ERR3498974,NC_001544.1,1,96,2
DRR017569,NC_001544.1,1,96,1
ERR3499051,NC_001544.1,1,96,1
ERR4029743,NC_001544.1,1,100,2
ERR3525312,NC_001544.1,1,100,1
ERR4026989,NC_001544.1,1,97,1
ERR4026991,NC_001544.1,1,97,1
ERR4026995,NC_001544.1,9,98,59
ERR4026993,NC_001544.1,3,89,2
