run_id,sequence_accession,score,percent_identity,n_reads
DRR071079,NC_001356.1,1,100,1
DRR046819,NC_001356.1,1,100,1
DRR059689,NC_001356.1,1,100,2
DRR196838,NC_001356.1,1,100,1
ERR1088920,NC_001356.1,2,98,2
DRR191041,NC_001356.1,1,100,2
DRR075387,NC_001356.1,1,100,1
DRR047247,NC_001356.1,1,100,2
DRR013818,NC_001356.1,1,93,1
DRR068848,NC_001356.1,1,100,1
ERR1248831,NC_001356.1,1,97,1
ERR1260462,NC_001356.1,2,99,2
DRR152632,NC_001356.1,1,100,1
DRR093256,NC_001356.1,1,100,1
DRR093258,NC_001356.1,1,100,1
DRR223562,NC_001356.1,1,100,2
ERR1332589,NC_001356.1,2,84,5
ERR1332590,NC_001356.1,2,82,2
ERR1332591,NC_001356.1,4,82,5
DRR126328,NC_001356.1,2,82,1
DRR061876,NC_001356.1,1,97,1
ERR1332594,NC_001356.1,4,82,7
ERR1332595,NC_001356.1,5,83,10
ERR1250826,NC_001356.1,1,100,1
ERR1198110,NC_001356.1,1,90,1
ERR1332596,NC_001356.1,2,82,1
ERR1227658,NC_001356.1,1,100,1
DRR031680,NC_001356.1,1,88,1
ERR1332599,NC_001356.1,4,92,4
ERR1332602,NC_001356.1,2,82,2
ERR1332603,NC_001356.1,2,82,1
ERR1025441,NC_001356.1,1,100,1
ERR1025442,NC_001356.1,5,100,16
ERR1332605,NC_001356.1,2,81,2
ERR1307080,NC_001356.1,1,100,2
ERR1307092,NC_001356.1,1,100,4
ERR1108199,NC_001356.1,1,100,1
ERR1512904,NC_001356.1,1,97,1
ERR1363370,NC_001356.1,2,87,1
ERR1410214,NC_001356.1,1,100,1
ERR1203475,NC_001356.1,1,94,1
ERR1328553,NC_001356.1,1,91,1
ERR1539262,NC_001356.1,1,97,1
ERR1551391,NC_001356.1,1,100,1
DRR028662,NC_001356.1,1,97,2
ERR1413357,NC_001356.1,1,100,1
DRR001359,NC_001356.1,1,95,1
ERR1433120,NC_001356.1,2,100,3
DRR087273,NC_001356.1,1,100,1
ERR1389120,NC_001356.1,1,97,1
ERR1518659,NC_001356.1,1,100,1
ERR1612256,NC_001356.1,16,98,24
ERR1223304,NC_001356.1,1,100,2
ERR1767351,NC_001356.1,1,97,1
ERR1223306,NC_001356.1,2,100,2
ERR1223308,NC_001356.1,1,100,6
ERR1767355,NC_001356.1,1,97,1
ERR1300959,NC_001356.1,1,99,2
ERR1767358,NC_001356.1,1,97,3
ERR1612259,NC_001356.1,7,93,6
DRR168315,NC_001356.1,1,97,1
ERR1526986,NC_001356.1,1,100,3
ERR1737197,NC_001356.1,2,100,3
ERR1041496,NC_001356.1,1,100,1
ERR1753623,NC_001356.1,1,97,1
ERR1526991,NC_001356.1,4,100,11
ERR1680284,NC_001356.1,1,92,1
ERR1753628,NC_001356.1,1,97,1
ERR1588788,NC_001356.1,1,100,2
ERR1588789,NC_001356.1,5,100,111
ERR1588803,NC_001356.1,1,100,4
ERR1588839,NC_001356.1,2,100,5
ERR1588837,NC_001356.1,1,100,1
ERR1450554,NC_001356.1,1,100,1
ERR1974282,NC_001356.1,2,100,2
ERR1974295,NC_001356.1,1,100,1
ERR1588846,NC_001356.1,1,100,1
ERR1588851,NC_001356.1,1,100,1
ERR1588857,NC_001356.1,1,100,4
ERR1588858,NC_001356.1,1,100,2
ERR1588859,NC_001356.1,1,100,1
ERR1588885,NC_001356.1,8,100,26
ERR1588882,NC_001356.1,2,100,7
ERR1952217,NC_001356.1,2,97,2
ERR1588887,NC_001356.1,5,100,50
ERR1588890,NC_001356.1,1,100,2
ERR1588896,NC_001356.1,4,100,10
ERR1588897,NC_001356.1,1,100,1
ERR1588921,NC_001356.1,1,100,2
ERR1950145,NC_001356.1,1,100,1
ERR2173709,NC_001356.1,1,97,1
ERR2165619,NC_001356.1,1,97,1
ERR2165632,NC_001356.1,1,98,2
ERR2165244,NC_001356.1,2,84,6
ERR1588952,NC_001356.1,4,100,28
ERR1588954,NC_001356.1,5,100,27
ERR1588970,NC_001356.1,1,100,4
ERR1301034,NC_001356.1,1,99,2
ERR1588973,NC_001356.1,1,100,6
ERR1588984,NC_001356.1,1,100,2
ERR1588989,NC_001356.1,1,100,2
ERR1813650,NC_001356.1,2,100,2
DRR084193,NC_001356.1,1,100,1
ERR2130682,NC_001356.1,1,100,1
ERR1589002,NC_001356.1,1,100,7
ERR1633173,NC_001356.1,1,97,1
ERR2045108,NC_001356.1,1,89,1
ERR1589014,NC_001356.1,1,100,2
ERR1640196,NC_001356.1,1,100,2
ERR1578180,NC_001356.1,1,100,2
ERR1578181,NC_001356.1,2,100,2
ERR1578618,NC_001356.1,4,95,4
ERR1988076,NC_001356.1,1,100,1
ERR1356762,NC_001356.1,2,100,2
ERR198984,NC_001356.1,1,96,1
ERR2305020,NC_001356.1,4,100,8
ERR1137937,NC_001356.1,1,95,1
ERR1725803,NC_001356.1,1,98,2
ERR1988210,NC_001356.1,1,100,1
ERR198829,NC_001356.1,8,86,19
ERR1137943,NC_001356.1,1,95,1
ERR188427,NC_001356.1,1,100,2
ERR1663144,NC_001356.1,1,93,1
ERR2179115,NC_001356.1,1,100,4
ERR1110294,NC_001356.1,1,95,1
ERR1712127,NC_001356.1,1,99,2
ERR1971044,NC_001356.1,3,84,4
ERR2014385,NC_001356.1,2,87,1
ERR1758808,NC_001356.1,1,100,2
ERR1110296,NC_001356.1,1,93,2
ERR1137951,NC_001356.1,1,100,1
ERR1725938,NC_001356.1,3,90,2
DRR001889,NC_001356.1,1,100,1
DRR001890,NC_001356.1,2,84,1
ERR1110297,NC_001356.1,1,100,2
ERR246507,NC_001356.1,1,94,1
ERR1856366,NC_001356.1,1,97,2
ERR1712139,NC_001356.1,1,100,2
ERR1137961,NC_001356.1,1,98,3
ERR2437219,NC_001356.1,1,100,1
ERR2512012,NC_001356.1,1,89,1
ERR2512013,NC_001356.1,1,89,2
ERR1193293,NC_001356.1,10,100,26
ERR1137972,NC_001356.1,1,100,1
ERR2607371,NC_001356.1,3,90,2
ERR1137974,NC_001356.1,1,100,1
ERR1137976,NC_001356.1,1,100,1
ERR2607373,NC_001356.1,3,99,4
ERR1110317,NC_001356.1,1,96,2
ERR2699807,NC_001356.1,1,98,2
ERR1137982,NC_001356.1,1,100,2
ERR1137984,NC_001356.1,4,99,10
ERR1137985,NC_001356.1,1,100,1
ERR2882506,NC_001356.1,2,100,4
ERR2653344,NC_001356.1,1,98,2
ERR2699811,NC_001356.1,1,95,1
ERR2852732,NC_001356.1,1,100,2
ERR1194636,NC_001356.1,1,100,2
ERR2181577,NC_001356.1,1,100,1
ERR2699813,NC_001356.1,3,100,4
ERR216322,NC_001356.1,1,100,1
ERR1137993,NC_001356.1,1,100,1
ERR2537872,NC_001356.1,1,91,1
ERR2298131,NC_001356.1,9,99,54
ERR2756743,NC_001356.1,1,100,1
ERR2244530,NC_001356.1,4,98,6
ERR1719308,NC_001356.1,1,100,1
ERR311427,NC_001356.1,1,100,1
ERR2019413,NC_001356.1,2,80,1
ERR2019416,NC_001356.1,1,95,1
ERR2953244,NC_001356.1,1,100,1
ERR2019420,NC_001356.1,1,97,1
ERR2019429,NC_001356.1,1,96,1
ERR2592252,NC_001356.1,1,94,2
ERR3252903,NC_001356.1,1,100,2
ERR3252905,NC_001356.1,1,100,1
ERR2592255,NC_001356.1,6,97,6
ERR1431649,NC_001356.1,2,83,2
ERR2278857,NC_001356.1,1,100,2
ERR1993173,NC_001356.1,1,100,1
ERR236976,NC_001356.1,2,84,1
ERR2865434,NC_001356.1,1,100,1
ERR338896,NC_001356.1,1,100,2
ERR338902,NC_001356.1,2,100,5
ERR2929083,NC_001356.1,1,98,2
ERR1713331,NC_001356.1,3,99,4
