run_id,sequence_accession,score,percent_identity,n_reads
DRR039896,NC_003417.1,1,96,1
DRR060387,NC_003417.1,1,93,1
DRR191197,NC_003417.1,1,94,1
DRR191199,NC_003417.1,1,94,1
DRR191200,NC_003417.1,1,94,1
DRR191203,NC_003417.1,1,94,1
DRR191204,NC_003417.1,1,94,2
DRR191207,NC_003417.1,1,96,1
ERR1313175,NC_003417.1,1,94,1
DRR013853,NC_003417.1,1,93,1
ERR1096344,NC_003417.1,1,100,1
DRR121120,NC_003417.1,1,94,3
DRR031703,NC_003417.1,1,96,1
ERR1512981,NC_003417.1,1,94,1
ERR1096845,NC_003417.1,1,100,1
ERR1535446,NC_003417.1,1,93,1
ERR1146429,NC_003417.1,1,94,1
ERR1137832,NC_003417.1,1,100,1
ERR1141843,NC_003417.1,1,92,1
DRR022977,NC_003417.1,1,88,1
ERR1248439,NC_003417.1,1,100,1
ERR1248461,NC_003417.1,1,100,3
ERR1774035,NC_003417.1,1,97,1
ERR1248464,NC_003417.1,1,100,1
ERR1248467,NC_003417.1,1,100,2
ERR1248468,NC_003417.1,1,100,4
ERR1097203,NC_003417.1,1,97,1
ERR1248472,NC_003417.1,1,100,2
ERR1248473,NC_003417.1,1,100,1
ERR1248475,NC_003417.1,1,100,1
ERR1095779,NC_003417.1,1,100,1
ERR1097271,NC_003417.1,1,100,1
ERR1753642,NC_003417.1,1,94,1
ERR1191018,NC_003417.1,1,96,1
ERR2200585,NC_003417.1,1,100,1
ERR2200586,NC_003417.1,1,100,1
ERR1709726,NC_003417.1,1,97,1
ERR2200599,NC_003417.1,1,100,1
ERR2200601,NC_003417.1,1,100,1
ERR1815667,NC_003417.1,1,95,1
ERR1815668,NC_003417.1,1,97,1
ERR1815669,NC_003417.1,2,98,7
ERR2041055,NC_003417.1,2,76,1
DRR001702,NC_003417.1,1,100,1
DRR173352,NC_003417.1,2,86,1
ERR1357152,NC_003417.1,1,100,1
SRR6029033,NC_003417.1,1,96,2
ERR1719219,NC_003417.1,1,91,2
ERR2431959,NC_003417.1,1,100,1
ERR1719234,NC_003417.1,1,90,1
ERR2838477,NC_003417.1,1,100,2
ERR2675602,NC_003417.1,1,100,2
ERR1193298,NC_003417.1,2,83,1
ERR2104426,NC_003417.1,1,93,1
ERR2275789,NC_003417.1,1,100,1
ERR2275792,NC_003417.1,1,100,1
ERR2275796,NC_003417.1,1,100,3
ERR2275800,NC_003417.1,1,100,1
ERR2275805,NC_003417.1,1,100,2
ERR2275808,NC_003417.1,1,100,1
ERR2275809,NC_003417.1,1,100,2
ERR2275815,NC_003417.1,1,100,2
ERR1712178,NC_003417.1,1,94,1
ERR2275816,NC_003417.1,1,100,1
ERR2276412,NC_003417.1,1,94,2
ERR2485984,NC_003417.1,1,93,1
ERR2767292,NC_003417.1,1,97,1
ERR2953235,NC_003417.1,1,100,4
ERR2953237,NC_003417.1,1,100,1
ERR2953238,NC_003417.1,1,100,3
ERR2949969,NC_003417.1,1,100,1
ERR1993147,NC_003417.1,1,100,1
ERR2576467,NC_003417.1,2,83,1
ERR1726626,NC_003417.1,1,100,1
ERR315803,NC_003417.1,2,85,1
ERR2898462,NC_003417.1,1,91,1
ERR1719408,NC_003417.1,1,100,1
ERR1719417,NC_003417.1,1,96,2
ERR4026993,NC_003417.1,2,85,2
ERR4026995,NC_003417.1,3,85,3
ERR4026997,NC_003417.1,2,87,2
ERR4026999,NC_003417.1,1,89,2
ERR2709817,NC_003417.1,1,100,3
ERR4027518,NC_003417.1,1,100,2
ERR3500189,NC_003417.1,1,100,1
ERR1726667,NC_003417.1,1,97,1
DRR017593,NC_003417.1,1,96,1
ERR4065049,NC_003417.1,1,100,2
ERR4065050,NC_003417.1,1,100,1
ERR4065056,NC_003417.1,1,100,1
ERR4065060,NC_003417.1,1,100,1
ERR3561754,NC_003417.1,1,100,1
ERR3928748,NC_003417.1,1,100,1
ERR3501087,NC_003417.1,1,100,2
ERR3639902,NC_003417.1,1,100,1
ERR4056854,NC_003417.1,1,100,1
ERR2868429,NC_003417.1,1,100,1
SRR10018149,NC_003417.1,1,100,1
SRR10015836,NC_003417.1,1,89,1
ERR3863772,NC_003417.1,1,100,1
ERR435959,NC_003417.1,1,97,1
SRR1016916,NC_003417.1,1,88,1
ERR844301,NC_003417.1,1,100,1
SRR10095965,NC_003417.1,1,100,3
ERR3957902,NC_003417.1,1,97,1
ERR3863885,NC_003417.1,1,100,2
SRR10004465,NC_003417.1,1,96,1
SRR014851,NC_003417.1,1,100,1
SRR1027578,NC_003417.1,1,94,2
SRR10096841,NC_003417.1,1,100,1
ERR597330,NC_003417.1,1,100,1
SRR1003017,NC_003417.1,1,94,1
ERR597335,NC_003417.1,1,100,1
SRR10340950,NC_003417.1,1,100,7
SRR10348724,NC_003417.1,1,100,1
ERR597344,NC_003417.1,1,100,1
SRR10353961,NC_003417.1,1,100,2
SRR10348725,NC_003417.1,1,100,1
SRR1030067,NC_003417.1,1,97,1
ERR597349,NC_003417.1,1,100,1
SRR10348726,NC_003417.1,1,100,1
SRR1019733,NC_003417.1,1,100,1
SRR10359921,NC_003417.1,2,81,1
SRR10173597,NC_003417.1,100,89,540537
SRR10173574,NC_003417.1,100,89,803062
SRR10173575,NC_003417.1,100,89,496524
SRR10173576,NC_003417.1,100,89,1448309
SRR10173577,NC_003417.1,100,89,4230899
SRR10465524,NC_003417.1,1,97,1
SRR10173578,NC_003417.1,100,89,923235
SRR10173579,NC_003417.1,100,89,746072
SRR10173580,NC_003417.1,100,89,347079
SRR10173581,NC_003417.1,100,89,366721
SRR10173582,NC_003417.1,100,89,429286
SRR10173586,NC_003417.1,100,89,826117
SRR10173583,NC_003417.1,100,89,251630
SRR10173584,NC_003417.1,100,89,256731
SRR10173585,NC_003417.1,100,89,353832
SRR10173587,NC_003417.1,100,89,303355
SRR10173588,NC_003417.1,100,89,2155342
SRR10173589,NC_003417.1,100,89,1079260
SRR10173590,NC_003417.1,100,90,672578
SRR10173591,NC_003417.1,100,89,764843
SRR10173592,NC_003417.1,100,89,640288
SRR10173593,NC_003417.1,100,89,765556
SRR10173596,NC_003417.1,100,89,443385
SRR10173594,NC_003417.1,100,89,414688
SRR10173595,NC_003417.1,100,89,466930
ERR753926,NC_003417.1,1,97,1
SRR10721195,NC_003417.1,1,100,5
SRR10721206,NC_003417.1,1,100,2
SRR10198615,NC_003417.1,1,94,1
SRR10198627,NC_003417.1,1,94,1
SRR10079423,NC_003417.1,1,94,1
SRR10027187,NC_003417.1,1,100,1
SRR10062905,NC_003417.1,1,100,2
SRR10062906,NC_003417.1,1,100,1
SRR10062907,NC_003417.1,1,100,2
SRR10062908,NC_003417.1,1,100,1
SRR10062910,NC_003417.1,1,100,2
SRR10062913,NC_003417.1,1,100,1
SRR10062921,NC_003417.1,1,100,1
SRR10027192,NC_003417.1,1,100,1
ERR597475,NC_003417.1,1,100,1
SRR10007973,NC_003417.1,1,100,1
ERR597477,NC_003417.1,1,100,1
ERR597479,NC_003417.1,1,100,1
ERR597480,NC_003417.1,1,100,1
SRR10027207,NC_003417.1,1,100,1
SRR1047464,NC_003417.1,2,86,1
SRR10607433,NC_003417.1,6,87,8
SRR1030105,NC_003417.1,1,94,1
SRR10545398,NC_003417.1,1,100,1
SRR10805147,NC_003417.1,1,100,1
SRR10231264,NC_003417.1,2,85,1
SRR10850843,NC_003417.1,2,96,2
SRR10908079,NC_003417.1,1,92,1
SRR10850844,NC_003417.1,1,94,2
SRR10850845,NC_003417.1,1,94,6
SRR10850846,NC_003417.1,1,94,5
SRR10401503,NC_003417.1,1,100,1
SRR10509761,NC_003417.1,1,100,2
SRR10916599,NC_003417.1,1,100,2
SRR10850847,NC_003417.1,1,94,2
SRR10850848,NC_003417.1,2,95,4
SRR11113473,NC_003417.1,1,100,1
SRR10842913,NC_003417.1,1,100,1
SRR10850849,NC_003417.1,1,94,7
SRR1015647,NC_003417.1,1,91,1
SRR10850850,NC_003417.1,1,94,3
SRR10338082,NC_003417.1,1,100,7
SRR10401518,NC_003417.1,1,100,1
SRR032344,NC_003417.1,1,100,1
ERR868398,NC_003417.1,1,97,1
SRR031851,NC_003417.1,1,100,1
SRR1039863,NC_003417.1,1,100,1
SRR1039864,NC_003417.1,1,100,2
SRR1039866,NC_003417.1,1,100,3
SRR1039867,NC_003417.1,1,100,3
SRR1039870,NC_003417.1,1,100,4
SRR11357063,NC_003417.1,1,100,1
SRR1039872,NC_003417.1,1,100,3
SRR11362918,NC_003417.1,1,100,4
SRR11318019,NC_003417.1,1,100,1
SRR10870780,NC_003417.1,1,100,1
SRR11357079,NC_003417.1,1,100,1
SRR062047,NC_003417.1,2,84,1
SRR10319918,NC_003417.1,1,100,1
SRR1104128,NC_003417.1,2,87,1
SRR11229344,NC_003417.1,1,97,1
SRR11229345,NC_003417.1,1,94,2
SRR11166139,NC_003417.1,2,82,1
SRR11312029,NC_003417.1,1,100,1
SRR11312030,NC_003417.1,1,100,1
SRR11408797,NC_003417.1,1,94,1
SRR10163764,NC_003417.1,1,97,1
SRR10974769,NC_003417.1,1,100,1
SRR11229376,NC_003417.1,1,97,1
SRR10983472,NC_003417.1,1,96,1
SRR059323,NC_003417.1,2,87,1
SRR10545156,NC_003417.1,1,100,1
SRR1058012,NC_003417.1,1,100,1
SRR11312046,NC_003417.1,1,100,1
SRR10545160,NC_003417.1,1,100,1
SRR11088625,NC_003417.1,1,100,2
SRR1058015,NC_003417.1,1,96,1
SRR10668837,NC_003417.1,1,100,1
SRR10319948,NC_003417.1,1,96,1
SRR1178067,NC_003417.1,1,94,1
SRR10668838,NC_003417.1,1,100,1
SRR10668839,NC_003417.1,1,100,1
SRR10319950,NC_003417.1,1,96,1
SRR10668841,NC_003417.1,1,100,1
SRR10668844,NC_003417.1,1,100,1
SRR10523184,NC_003417.1,1,96,1
SRR10319956,NC_003417.1,2,100,2
SRR10036024,NC_003417.1,1,100,1
SRR10668845,NC_003417.1,1,100,1
SRR10668846,NC_003417.1,1,100,2
SRR11393321,NC_003417.1,1,100,1
SRR10485873,NC_003417.1,1,100,1
SRR034793,NC_003417.1,1,100,1
SRR11742298,NC_003417.1,1,100,2
SRR11517411,NC_003417.1,1,100,1
SRR10668850,NC_003417.1,1,100,2
SRR10545208,NC_003417.1,2,100,3
SRR10545209,NC_003417.1,1,100,1
SRR10545211,NC_003417.1,2,100,2
SRR10545212,NC_003417.1,1,100,1
SRR10545213,NC_003417.1,1,100,1
SRR10545214,NC_003417.1,2,100,6
SRR10545215,NC_003417.1,2,100,5
SRR10668854,NC_003417.1,1,100,1
SRR10668855,NC_003417.1,1,100,1
SRR11794984,NC_003417.1,1,96,1
SRR10668856,NC_003417.1,1,100,2
SRR10868426,NC_003417.1,1,100,2
SRR10668857,NC_003417.1,1,100,2
SRR11410003,NC_003417.1,1,100,1
SRR10668858,NC_003417.1,1,100,1
SRR1188104,NC_003417.1,1,97,1
SRR10668860,NC_003417.1,1,100,1
SRR10668862,NC_003417.1,1,100,2
ERR1726898,NC_003417.1,1,97,1
SRR10668863,NC_003417.1,1,100,2
SRR10868436,NC_003417.1,1,100,1
SRR11356346,NC_003417.1,42,84,144
SRR11356347,NC_003417.1,38,84,191
SRR11356348,NC_003417.1,25,82,111
SRR11356349,NC_003417.1,27,89,58
SRR11356350,NC_003417.1,60,90,248
SRR11356351,NC_003417.1,49,90,290
SRR11356352,NC_003417.1,7,83,11
SRR11356353,NC_003417.1,14,83,29
SRR11356354,NC_003417.1,18,90,28
SRR11356355,NC_003417.1,99,90,1158
SRR10668867,NC_003417.1,1,100,1
SRR11356356,NC_003417.1,48,89,170
SRR11356358,NC_003417.1,2,81,2
SRR11356360,NC_003417.1,6,80,7
SRR11356362,NC_003417.1,2,85,1
SRR11215707,NC_003417.1,1,100,1
SRR11356364,NC_003417.1,26,82,108
SRR11356366,NC_003417.1,46,89,125
SRR11356367,NC_003417.1,2,81,2
SRR11356368,NC_003417.1,8,80,9
SRR11587819,NC_003417.1,1,100,1
SRR11356373,NC_003417.1,4,82,4
SRR11356375,NC_003417.1,26,82,104
SRR11356380,NC_003417.1,11,89,26
SRR11356381,NC_003417.1,58,89,289
SRR11614695,NC_003417.1,2,100,2
SRR11356382,NC_003417.1,4,83,9
SRR11356383,NC_003417.1,14,79,18
SRR11356384,NC_003417.1,14,80,25
SRR11048177,NC_003417.1,1,100,1
SRR11356385,NC_003417.1,9,82,9
SRR11356386,NC_003417.1,26,81,70
SRR11356387,NC_003417.1,24,82,47
SRR11356388,NC_003417.1,20,82,28
SRR11356389,NC_003417.1,25,83,384
SRR11356390,NC_003417.1,37,84,368
SRR11356391,NC_003417.1,18,83,321
SRR11356392,NC_003417.1,13,82,227
SRR11356393,NC_003417.1,14,82,184
SRR11356394,NC_003417.1,31,83,252
SRR11356395,NC_003417.1,17,83,170
SRR11356396,NC_003417.1,32,83,346
SRR11356397,NC_003417.1,29,82,116
