run_id,sequence_accession,score,percent_identity,n_reads
DRR027326,NC_005224.1,1,93,1
ERR1096595,NC_005224.1,1,94,1
DRR022393,NC_005224.1,1,94,1
ERR1855016,NC_005224.1,1,100,1
ERR3517623,NC_005224.1,1,94,1
ERR2896433,NC_005224.1,1,91,1
ERR3772648,NC_005224.1,1,95,2
ERR1726671,NC_005224.1,1,100,1
SRR10095965,NC_005224.1,1,100,2
ERR845313,NC_005224.1,1,98,1
SRR10401466,NC_005224.1,1,100,1
SRR10401480,NC_005224.1,1,97,1
SRR077867,NC_005224.1,1,97,1
SRR077868,NC_005224.1,1,97,2
ERR2603825,NC_005224.1,1,89,1
SRR11091062,NC_005224.1,1,97,1
SRR11091068,NC_005224.1,1,97,1
SRR10509639,NC_005224.1,1,100,1
SRR10401507,NC_005224.1,1,100,1
SRR10842913,NC_005224.1,1,100,1
SRR11357080,NC_005224.1,1,100,1
SRR10401545,NC_005224.1,1,97,1
SRR059165,NC_005224.1,2,81,1
SRR10208169,NC_005224.1,1,100,1
SRR11841000,NC_005224.1,1,89,4
SRR10401575,NC_005224.1,1,97,5
SRR11537845,NC_005224.1,1,97,1
SRR10985097,NC_005224.1,1,100,1
SRR10985177,NC_005224.1,1,100,1
SRR10401627,NC_005224.1,1,100,2
SRR11393422,NC_005224.1,1,100,1
SRR11393433,NC_005224.1,1,100,1
SRR11393439,NC_005224.1,1,100,1
SRR1509500,NC_005224.1,1,100,1
SRR1652462,NC_005224.1,1,96,1
SRR1551129,NC_005224.1,1,93,1
SRR2042530,NC_005224.1,1,100,1
SRR10668922,NC_005224.1,1,100,1
SRR2042551,NC_005224.1,1,100,1
SRR10668924,NC_005224.1,1,100,1
SRR037214,NC_005224.1,1,100,1
SRR10668925,NC_005224.1,1,100,1
SRR10668926,NC_005224.1,1,100,1
SRR10668929,NC_005224.1,1,100,1
SRR2177926,NC_005224.1,2,82,1
SRR1977604,NC_005224.1,2,83,1
SRR1502176,NC_005224.1,1,96,1
SRR1644105,NC_005224.1,1,97,1
SRR3460342,NC_005224.1,1,100,1
SRR349930,NC_005224.1,1,97,1
SRR2983161,NC_005224.1,1,92,1
SRR2989834,NC_005224.1,1,94,1
SRR1512125,NC_005224.1,1,96,1
SRR1660782,NC_005224.1,1,100,1
SRR3665761,NC_005224.1,1,89,1
SRR408574,NC_005224.1,1,100,1
SRR3476466,NC_005224.1,1,100,1
SRR040043,NC_005224.1,1,93,1
SRR391920,NC_005224.1,2,83,1
SRR2933022,NC_005224.1,1,96,1
SRR4457479,NC_005224.1,1,94,1
SRR2433074,NC_005224.1,1,100,1
SRR4248978,NC_005224.1,1,100,2
SRR1945371,NC_005224.1,1,96,1
SRR445813,NC_005224.1,1,100,1
SRR5073472,NC_005224.1,2,83,1
SRR3317162,NC_005224.1,2,87,1
SRR372625,NC_005224.1,1,100,3
SRR3317480,NC_005224.1,1,100,1
SRR5219178,NC_005224.1,2,78,1
SRR3474023,NC_005224.1,1,97,1
SRR5415516,NC_005224.1,1,90,1
SRR4188752,NC_005224.1,1,97,1
SRR5219807,NC_005224.1,1,100,2
SRR490025,NC_005224.1,1,100,1
SRR515111,NC_005224.1,1,100,1
SRR4044735,NC_005224.1,1,89,1
SRR5320329,NC_005224.1,1,100,1
SRR5448150,NC_005224.1,1,100,1
SRR5197013,NC_005224.1,1,100,1
SRR5444882,NC_005224.1,1,94,1
SRR580376,NC_005224.1,1,100,1
SRR5164439,NC_005224.1,1,96,1
SRR5860500,NC_005224.1,1,100,1
SRR5713928,NC_005224.1,1,97,1
SRR4027382,NC_005224.1,1,97,1
SRR6075033,NC_005224.1,1,92,1
SRR5421837,NC_005224.1,2,84,1
SRR5490180,NC_005224.1,1,90,1
SRR6255525,NC_005224.1,1,100,1
SRR616190,NC_005224.1,1,92,1
SRR5490261,NC_005224.1,2,82,1
SRR6439758,NC_005224.1,1,93,1
SRR6439766,NC_005224.1,1,92,1
SRR520243,NC_005224.1,1,96,1
SRR6649933,NC_005224.1,1,100,2
SRR5929512,NC_005224.1,1,100,1
SRR643777,NC_005224.1,1,100,1
SRR7072801,NC_005224.1,2,86,1
SRR6327124,NC_005224.1,1,100,1
SRR6502977,NC_005224.1,1,98,1
SRR6469081,NC_005224.1,1,100,4
SRR7641322,NC_005224.1,1,100,1
SRR7857191,NC_005224.1,1,100,2
SRR7442390,NC_005224.1,1,100,1
SRR788091,NC_005224.1,1,96,1
SRR7879505,NC_005224.1,1,100,1
SRR7866561,NC_005224.1,1,96,1
SRR8485293,NC_005224.1,1,94,1
SRR8114299,NC_005224.1,1,100,1
SRR8521658,NC_005224.1,1,96,1
SRR7827508,NC_005224.1,1,100,2
SRR8668674,NC_005224.1,1,100,4
SRR8746317,NC_005224.1,1,100,1
SRR8958146,NC_005224.1,1,100,2
SRR7827671,NC_005224.1,1,100,2
SRR837840,NC_005224.1,1,100,1
SRR7827818,NC_005224.1,1,100,1
SRR7827918,NC_005224.1,1,100,2
SRR7827962,NC_005224.1,1,100,2
SRR8614569,NC_005224.1,1,100,1
SRR9005456,NC_005224.1,1,100,1
SRR954988,NC_005224.1,1,100,1
SRR8614388,NC_005224.1,1,91,1
SRR8816177,NC_005224.1,1,96,1
SRR9291372,NC_005224.1,1,100,1
