run_id,sequence_accession,score,percent_identity,n_reads
DRR100337,NC_004294.1,2,86,1
DRR100340,NC_004294.1,2,82,1
DRR075375,NC_004294.1,1,100,7
DRR075373,NC_004294.1,4,100,24
DRR075376,NC_004294.1,4,100,17
DRR075374,NC_004294.1,4,100,17
DRR075377,NC_004294.1,4,100,10
DRR075378,NC_004294.1,4,99,23
DRR100348,NC_004294.1,2,82,1
DRR075379,NC_004294.1,4,100,24
DRR100351,NC_004294.1,1,96,1
DRR075380,NC_004294.1,4,100,11
DRR086514,NC_004294.1,1,100,1
DRR086515,NC_004294.1,1,100,4
DRR086516,NC_004294.1,4,100,10
DRR075381,NC_004294.1,4,100,15
DRR086517,NC_004294.1,1,100,6
DRR075382,NC_004294.1,4,100,8
DRR086518,NC_004294.1,1,100,7
DRR086519,NC_004294.1,1,99,5
DRR075383,NC_004294.1,1,100,5
DRR075384,NC_004294.1,1,100,2
DRR086520,NC_004294.1,1,100,4
DRR075385,NC_004294.1,1,100,7
DRR086521,NC_004294.1,4,100,10
DRR075386,NC_004294.1,1,100,5
DRR075387,NC_004294.1,4,100,18
DRR075388,NC_004294.1,4,100,8
DRR075389,NC_004294.1,4,100,18
DRR075390,NC_004294.1,4,100,11
DRR075391,NC_004294.1,4,100,10
ERR1101629,NC_004294.1,3,86,3
ERR1101630,NC_004294.1,6,86,4
ERR1101631,NC_004294.1,15,87,28
ERR1101632,NC_004294.1,1,88,1
DRR075392,NC_004294.1,4,100,10
DRR075393,NC_004294.1,4,100,11
DRR075394,NC_004294.1,4,100,11
DRR191195,NC_004294.1,1,100,1
DRR075395,NC_004294.1,1,100,6
DRR111616,NC_004294.1,1,100,7
ERR1101638,NC_004294.1,12,88,15
ERR1101639,NC_004294.1,16,88,30
ERR1101640,NC_004294.1,13,89,18
DRR111617,NC_004294.1,1,100,6
DRR111618,NC_004294.1,4,100,12
DRR191200,NC_004294.1,1,100,1
DRR111619,NC_004294.1,1,100,5
DRR191204,NC_004294.1,1,100,1
DRR075460,NC_004294.1,1,100,1
DRR075462,NC_004294.1,4,100,20
DRR075463,NC_004294.1,1,100,7
DRR075464,NC_004294.1,1,100,1
DRR075465,NC_004294.1,1,100,4
DRR075470,NC_004294.1,4,100,24
DRR075471,NC_004294.1,4,100,15
DRR028834,NC_004294.1,1,100,7
DRR075472,NC_004294.1,1,100,4
DRR075473,NC_004294.1,1,100,4
DRR028835,NC_004294.1,1,100,5
DRR075474,NC_004294.1,1,100,1
DRR075475,NC_004294.1,1,100,1
DRR028836,NC_004294.1,1,100,6
DRR075479,NC_004294.1,1,100,2
DRR028837,NC_004294.1,1,100,5
DRR028838,NC_004294.1,1,100,1
DRR028839,NC_004294.1,4,100,16
DRR075486,NC_004294.1,1,100,2
DRR028840,NC_004294.1,1,100,5
DRR028841,NC_004294.1,4,100,20
DRR027565,NC_004294.1,1,100,1
DRR028842,NC_004294.1,1,100,6
DRR031453,NC_004294.1,1,100,1
DRR028843,NC_004294.1,1,100,1
DRR028844,NC_004294.1,1,100,3
DRR027567,NC_004294.1,1,100,1
DRR027568,NC_004294.1,1,100,1
DRR028845,NC_004294.1,1,100,2
DRR075497,NC_004294.1,1,100,1
ERR1250823,NC_004294.1,1,100,1
DRR028846,NC_004294.1,1,100,1
DRR028850,NC_004294.1,1,100,3
ERR1250828,NC_004294.1,1,100,2
DRR028851,NC_004294.1,1,100,2
DRR093574,NC_004294.1,1,93,1
DRR031689,NC_004294.1,1,100,7
DRR028852,NC_004294.1,1,100,3
DRR031690,NC_004294.1,1,100,5
DRR031691,NC_004294.1,1,100,4
DRR028854,NC_004294.1,1,100,4
DRR031692,NC_004294.1,1,100,3
DRR028855,NC_004294.1,1,100,2
