run_id,sequence_accession,score,percent_identity,n_reads
DRR140168,NC_002058.3,2,83,1
ERR1100203,NC_002058.3,1,96,2
ERR1022503,NC_002058.3,2,84,5
ERR1022509,NC_002058.3,12,94,21
ERR1022512,NC_002058.3,8,86,1206
DRR089172,NC_002058.3,1,100,1
DRR089174,NC_002058.3,1,100,1
DRR089180,NC_002058.3,1,97,1
DRR089182,NC_002058.3,1,100,1
DRR205182,NC_002058.3,23,99,322
DRR225865,NC_002058.3,2,97,2
DRR000769,NC_002058.3,1,97,1
ERR1373385,NC_002058.3,1,92,1
SRR1272462,NC_002058.3,1,100,1
DRR028854,NC_002058.3,1,96,1
SRR3321201,NC_002058.3,4,97,8
ERR1373447,NC_002058.3,1,92,1
DRR031698,NC_002058.3,1,100,1
SRR3321271,NC_002058.3,4,99,9
ERR1373562,NC_002058.3,1,92,1
ERR1373587,NC_002058.3,1,92,2
ERR1373607,NC_002058.3,1,89,1
ERR1373623,NC_002058.3,1,92,1
ERR1373632,NC_002058.3,1,92,1
ERR1395836,NC_002058.3,1,92,1
ERR1395840,NC_002058.3,1,92,1
ERR1373647,NC_002058.3,1,92,1
ERR1373649,NC_002058.3,1,92,1
ERR1373664,NC_002058.3,1,92,1
ERR1373672,NC_002058.3,1,92,1
ERR1373673,NC_002058.3,1,93,1
ERR1395860,NC_002058.3,1,92,1
DRR092258,NC_002058.3,1,100,6
DRR092263,NC_002058.3,2,100,4
ERR1395913,NC_002058.3,1,92,1
ERR1395914,NC_002058.3,1,92,2
ERR1395915,NC_002058.3,1,92,1
ERR1395917,NC_002058.3,1,92,1
ERR1395921,NC_002058.3,1,92,1
ERR1373694,NC_002058.3,1,92,1
ERR1373696,NC_002058.3,1,92,1
ERR1395926,NC_002058.3,1,93,1
ERR1395928,NC_002058.3,1,92,2
ERR1373714,NC_002058.3,1,92,3
ERR1373717,NC_002058.3,1,92,1
DRR092266,NC_002058.3,2,100,2
DRR021484,NC_002058.3,1,97,1
ERR1373735,NC_002058.3,1,92,1
ERR1373754,NC_002058.3,1,90,1
ERR1373759,NC_002058.3,1,93,1
ERR1373762,NC_002058.3,1,93,1
ERR1395933,NC_002058.3,1,92,2
ERR1395937,NC_002058.3,1,92,1
ERR026450,NC_002058.3,1,100,1
ERR1395948,NC_002058.3,1,92,1
ERR1395949,NC_002058.3,1,92,1
ERR1395952,NC_002058.3,1,92,1
ERR1373777,NC_002058.3,1,92,1
ERR1407532,NC_002058.3,1,92,3
ERR1352908,NC_002058.3,1,94,2
DRR028983,NC_002058.3,1,97,1
ERR1396842,NC_002058.3,1,92,3
ERR1396851,NC_002058.3,1,92,1
ERR1396844,NC_002058.3,1,92,1
ERR1396854,NC_002058.3,1,92,1
ERR1396860,NC_002058.3,1,92,2
ERR1331676,NC_002058.3,2,86,1
ERR1396863,NC_002058.3,1,92,1
ERR1396865,NC_002058.3,1,93,1
ERR1301595,NC_002058.3,7,84,306
ERR1846287,NC_002058.3,1,100,2
ERR1846289,NC_002058.3,2,86,1
ERR1302622,NC_002058.3,1,89,2
ERR1755306,NC_002058.3,1,99,2
ERR1416105,NC_002058.3,1,92,1
ERR1416121,NC_002058.3,1,92,1
ERR1416124,NC_002058.3,1,92,1
ERR1416126,NC_002058.3,1,92,2
ERR1416127,NC_002058.3,1,93,2
ERR1416135,NC_002058.3,1,91,1
ERR1416132,NC_002058.3,1,93,1
ERR1416144,NC_002058.3,1,91,1
ERR1416150,NC_002058.3,1,92,1
ERR1853488,NC_002058.3,4,98,26
ERR1853489,NC_002058.3,4,97,518
ERR1853490,NC_002058.3,4,98,347
ERR1853491,NC_002058.3,1,98,7
ERR1853492,NC_002058.3,1,96,4
ERR1853493,NC_002058.3,4,97,82
ERR1853494,NC_002058.3,4,98,190
ERR1853496,NC_002058.3,1,100,6
ERR1853497,NC_002058.3,4,98,172
ERR1853498,NC_002058.3,4,99,20
ERR1853499,NC_002058.3,4,98,40
ERR1853500,NC_002058.3,5,96,66
ERR1853504,NC_002058.3,4,98,8
ERR1853505,NC_002058.3,4,98,16
ERR1853501,NC_002058.3,4,99,50
ERR1853502,NC_002058.3,4,97,134
ERR1853503,NC_002058.3,4,98,113
ERR1631688,NC_002058.3,1,100,1
