run_id,sequence_accession,score,percent_identity,n_reads
DRR065664,NC_007605.1,2,82,1
DRR118301,NC_007605.1,1,92,1
DRR118302,NC_007605.1,1,97,1
DRR118303,NC_007605.1,1,94,2
DRR066261,NC_007605.1,1,95,4
DRR066262,NC_007605.1,5,93,11
DRR066264,NC_007605.1,2,86,1
DRR066266,NC_007605.1,1,97,1
DRR118339,NC_007605.1,1,98,1
DRR066557,NC_007605.1,1,97,1
DRR066571,NC_007605.1,1,94,1
DRR035700,NC_007605.1,5,99,17
DRR074068,NC_007605.1,2,78,1
DRR062872,NC_007605.1,1,100,2
DRR062873,NC_007605.1,2,99,3
DRR066658,NC_007605.1,1,89,1
DRR066878,NC_007605.1,1,97,2
DRR066879,NC_007605.1,1,100,1
DRR062881,NC_007605.1,100,99,6252187
DRR066882,NC_007605.1,1,97,1
DRR062882,NC_007605.1,1,99,4
DRR062883,NC_007605.1,2,99,2
DRR062884,NC_007605.1,1,96,2
DRR035986,NC_007605.1,1,100,1
DRR072337,NC_007605.1,1,89,1
DRR062886,NC_007605.1,1,99,1
DRR076234,NC_007605.1,1,91,1
DRR072886,NC_007605.1,1,96,1
DRR059011,NC_007605.1,1,97,1
DRR059014,NC_007605.1,1,97,4
DRR139792,NC_007605.1,1,89,1
DRR076238,NC_007605.1,1,92,1
DRR059015,NC_007605.1,1,97,2
DRR059016,NC_007605.1,1,96,7
DRR059017,NC_007605.1,1,97,1
DRR062895,NC_007605.1,1,94,1
DRR059019,NC_007605.1,1,97,1
DRR059020,NC_007605.1,1,97,4
DRR059021,NC_007605.1,1,97,2
DRR035996,NC_007605.1,2,87,1
DRR059022,NC_007605.1,2,96,5
DRR059023,NC_007605.1,1,96,6
DRR110802,NC_007605.1,1,91,2
DRR059034,NC_007605.1,1,100,1
DRR110804,NC_007605.1,1,91,1
DRR049389,NC_007605.1,1,100,1
DRR049391,NC_007605.1,1,100,1
DRR049554,NC_007605.1,6,94,118
DRR049555,NC_007605.1,5,95,236
DRR049556,NC_007605.1,5,95,272
DRR046631,NC_007605.1,6,99,16
DRR110805,NC_007605.1,1,91,2
