run_id,sequence_accession,score,percent_identity,n_reads
DRR098288,NC_002017.1,1,100,1
DRR089309,NC_002017.1,100,99,4284974
DRR089310,NC_002017.1,100,99,7924982
DRR089312,NC_002017.1,100,99,2184669
DRR089311,NC_002017.1,100,99,2799904
DRR089313,NC_002017.1,100,99,4158404
DRR089314,NC_002017.1,100,99,9252579
DRR089315,NC_002017.1,100,99,2792785
DRR089316,NC_002017.1,100,99,2637484
DRR089317,NC_002017.1,100,99,4084194
DRR089318,NC_002017.1,100,99,8842052
DRR089319,NC_002017.1,100,99,1667751
DRR089320,NC_002017.1,100,99,2431108
DRR089322,NC_002017.1,100,99,8333848
DRR089321,NC_002017.1,100,99,3933562
DRR089323,NC_002017.1,100,99,3061297
DRR089324,NC_002017.1,100,99,2874893
DRR089325,NC_002017.1,100,99,4324859
DRR089326,NC_002017.1,100,99,8991322
DRR089327,NC_002017.1,100,99,2767796
DRR089328,NC_002017.1,100,99,2575734
DRR089329,NC_002017.1,100,99,3392050
DRR089330,NC_002017.1,100,99,9584532
DRR089331,NC_002017.1,100,99,2525225
DRR089332,NC_002017.1,100,99,2546281
DRR089333,NC_002017.1,100,99,3645659
DRR129260,NC_002017.1,6,98,7
DRR089334,NC_002017.1,100,99,7717077
DRR089335,NC_002017.1,100,99,2679664
DRR089336,NC_002017.1,100,99,2705037
DRR089337,NC_002017.1,100,99,3646724
DRR205181,NC_002017.1,100,99,10168354
DRR205180,NC_002017.1,100,99,11778002
DRR205182,NC_002017.1,100,98,9245490
DRR089338,NC_002017.1,100,99,7917168
DRR205184,NC_002017.1,100,98,233572
DRR089339,NC_002017.1,100,99,2437698
DRR205185,NC_002017.1,100,98,136341
DRR089340,NC_002017.1,100,99,2600708
DRR205186,NC_002017.1,100,99,226106
DRR205187,NC_002017.1,100,99,183042
DRR205188,NC_002017.1,100,99,220366
DRR205189,NC_002017.1,100,98,113548
DRR205190,NC_002017.1,100,98,95769
DRR205192,NC_002017.1,100,98,241127
DRR205191,NC_002017.1,100,98,113057
DRR205193,NC_002017.1,100,98,182428
DRR205194,NC_002017.1,100,98,153834
DRR205195,NC_002017.1,100,99,118741
DRR205196,NC_002017.1,100,99,42113
DRR205197,NC_002017.1,100,99,16546
DRR205198,NC_002017.1,100,98,8639
DRR205199,NC_002017.1,100,98,15596
DRR205200,NC_002017.1,100,98,3764
DRR205201,NC_002017.1,100,98,4951
DRR205202,NC_002017.1,100,98,226526
DRR205203,NC_002017.1,100,98,138245
DRR089562,NC_002017.1,1,100,1
DRR205204,NC_002017.1,100,98,108804
DRR205205,NC_002017.1,100,98,137446
DRR205206,NC_002017.1,100,98,126185
DRR205207,NC_002017.1,100,98,50361
DRR148601,NC_002017.1,4,99,4
DRR148602,NC_002017.1,5,99,5
DRR148603,NC_002017.1,5,100,7
DRR148604,NC_002017.1,1,98,1
DRR148605,NC_002017.1,2,100,2
DRR148607,NC_002017.1,99,99,6951
DRR148608,NC_002017.1,100,99,8223
DRR148609,NC_002017.1,99,99,8224
DRR148610,NC_002017.1,99,99,7007
DRR148611,NC_002017.1,99,99,7659
DRR148612,NC_002017.1,99,99,6974
ERR1337803,NC_002017.1,6,90,4
DRR175000,NC_002017.1,2,93,2
DRR187594,NC_002017.1,2,83,1
ERR1251891,NC_002017.1,6,97,6
ERR1251892,NC_002017.1,11,94,12
ERR1251900,NC_002017.1,13,94,12
ERR1251901,NC_002017.1,5,95,4
ERR1251909,NC_002017.1,13,96,14
ERR1251910,NC_002017.1,2,93,2
ERR1251919,NC_002017.1,2,97,2
ERR1140768,NC_002017.1,2,98,2
ERR1140771,NC_002017.1,3,88,2
DRR092258,NC_002017.1,100,98,10619
DRR092259,NC_002017.1,100,98,14748
DRR092260,NC_002017.1,100,95,4973
DRR092261,NC_002017.1,100,97,21814
DRR092262,NC_002017.1,100,97,12273
DRR092263,NC_002017.1,100,98,16794
DRR092264,NC_002017.1,100,95,1819
ERR1354020,NC_002017.1,13,86,21
ERR1354021,NC_002017.1,3,83,11
DRR092266,NC_002017.1,100,96,21833
DRR092267,NC_002017.1,100,99,29320945
