run_id,sequence_accession,score,percent_identity,n_reads
DRR084310,NC_002645.1,1,100,3
DRR084313,NC_002645.1,1,100,1
DRR084315,NC_002645.1,1,100,2
DRR084318,NC_002645.1,1,100,3
DRR084319,NC_002645.1,1,100,3
DRR084321,NC_002645.1,1,100,2
DRR089179,NC_002645.1,1,100,1
DRR095048,NC_002645.1,1,93,1
DRR013858,NC_002645.1,1,100,1
DRR019411,NC_002645.1,1,94,1
DRR031590,NC_002645.1,1,94,1
DRR075498,NC_002645.1,1,96,1
DRR019412,NC_002645.1,1,94,1
DRR019413,NC_002645.1,1,94,2
ERR1297800,NC_002645.1,1,100,1
DRR019414,NC_002645.1,1,94,2
DRR019415,NC_002645.1,1,94,1
DRR019416,NC_002645.1,1,94,2
DRR019417,NC_002645.1,1,94,1
ERR1136770,NC_002645.1,1,100,1
ERR1137779,NC_002645.1,1,100,1
DRR127517,NC_002645.1,4,100,8
ERR1096492,NC_002645.1,1,91,1
ERR1137783,NC_002645.1,1,100,1
DRR093577,NC_002645.1,1,96,1
ERR1198198,NC_002645.1,1,88,1
ERR1137789,NC_002645.1,1,100,1
DRR031699,NC_002645.1,1,96,1
DRR031701,NC_002645.1,1,90,1
ERR1110334,NC_002645.1,1,100,1
ERR1110335,NC_002645.1,1,100,1
DRR053789,NC_002645.1,1,96,1
ERR1018183,NC_002645.1,1,94,1
DRR109667,NC_002645.1,1,94,1
ERR1190926,NC_002645.1,1,100,3
ERR1136798,NC_002645.1,4,100,9
ERR1297843,NC_002645.1,1,100,3
ERR1137811,NC_002645.1,4,100,9
ERR1593756,NC_002645.1,1,93,1
ERR1137812,NC_002645.1,1,100,1
ERR1137817,NC_002645.1,1,100,2
ERR030856,NC_002645.1,2,85,1
ERR1137819,NC_002645.1,1,100,1
ERR1136806,NC_002645.1,1,100,4
DRR108724,NC_002645.1,1,94,1
ERR1427374,NC_002645.1,1,100,2
DRR087001,NC_002645.1,1,100,1
DRR131898,NC_002645.1,1,100,1
ERR1136815,NC_002645.1,1,100,4
