run_id,sequence_accession,score,percent_identity,n_reads
DRR140159,NC_002076.2,7,84,4
DRR140160,NC_002076.2,5,91,5
DRR140161,NC_002076.2,24,89,26
DRR140162,NC_002076.2,27,92,187
DRR036945,NC_002076.2,1,88,1
DRR140163,NC_002076.2,4,93,11
DRR140164,NC_002076.2,100,91,12947
DRR140165,NC_002076.2,100,91,17069
DRR140166,NC_002076.2,41,90,757
DRR140167,NC_002076.2,4,90,10
DRR100293,NC_002076.2,2,87,4
DRR140168,NC_002076.2,5,90,5
DRR100294,NC_002076.2,2,86,4
DRR039892,NC_002076.2,1,88,1
DRR059686,NC_002076.2,1,91,1
DRR140170,NC_002076.2,38,91,126
DRR046819,NC_002076.2,2,82,1
DRR100295,NC_002076.2,1,91,3
DRR100296,NC_002076.2,2,83,1
DRR140171,NC_002076.2,35,90,285
DRR100299,NC_002076.2,2,83,1
DRR140172,NC_002076.2,8,91,14
DRR140173,NC_002076.2,100,88,1567
DRR140174,NC_002076.2,44,90,1326
DRR140175,NC_002076.2,12,91,29
DRR140176,NC_002076.2,35,85,102
DRR140177,NC_002076.2,21,88,766
DRR140178,NC_002076.2,3,91,2
DRR039901,NC_002076.2,1,91,1
DRR075377,NC_002076.2,1,93,1
DRR059997,NC_002076.2,1,91,1
DRR086516,NC_002076.2,1,90,1
DRR088843,NC_002076.2,1,97,1
DRR171757,NC_002076.2,1,100,2
DRR047015,NC_002076.2,1,100,1
DRR077250,NC_002076.2,1,94,1
DRR151600,NC_002076.2,1,100,1
DRR039915,NC_002076.2,1,90,1
DRR068834,NC_002076.2,1,100,1
DRR068837,NC_002076.2,1,100,1
DRR068842,NC_002076.2,1,100,1
ERR1022514,NC_002076.2,2,95,2
DRR106678,NC_002076.2,1,94,1
DRR028839,NC_002076.2,1,100,1
ERR1142040,NC_002076.2,29,91,204
DRR129311,NC_002076.2,1,92,1
ERR1332588,NC_002076.2,2,96,5
ERR1332587,NC_002076.2,1,98,1
DRR027565,NC_002076.2,1,91,1
ERR1332590,NC_002076.2,5,92,8
