run_id,sequence_accession,score,percent_identity,n_reads
ERR1110295,NC_004202.1,1,100,1
ERR1817363,NC_004202.1,2,80,1
ERR1137963,NC_004202.1,1,100,1
ERR1110311,NC_004202.1,2,98,2
ERR1137982,NC_004202.1,1,100,1
ERR1137985,NC_004202.1,1,100,1
SRR10016131,NC_004202.1,1,100,1
ERR969489,NC_004202.1,1,100,1
ERR969498,NC_004202.1,1,100,2
ERR969508,NC_004202.1,1,100,1
SRR1058013,NC_004202.1,1,96,1
SRR1058025,NC_004202.1,1,96,1
SRR11393346,NC_004202.1,1,100,1
SRR11928513,NC_004202.1,36,89,88
SRR11393359,NC_004202.1,1,100,1
SRR10914848,NC_004202.1,1,100,1
SRR1146164,NC_004202.1,2,86,1
SRR10668913,NC_004202.1,1,100,1
SRR1523076,NC_004202.1,1,96,1
SRR2029384,NC_004202.1,9,98,55
SRR2029386,NC_004202.1,8,98,20
SRR2029387,NC_004202.1,2,100,2
ERR1136751,NC_004202.1,2,99,2
ERR1136752,NC_004202.1,2,99,2
SRR3400834,NC_004202.1,5,97,14
SRR3400838,NC_004202.1,8,98,28
SRR3400839,NC_004202.1,2,99,6
SRR3401072,NC_004202.1,14,97,52453
SRR3202569,NC_004202.1,2,76,1
SRR3407353,NC_004202.1,1,100,1
SRR500878,NC_004202.1,2,82,1
SRR5195144,NC_004202.1,4,87,3
SRR488273,NC_004202.1,1,100,1
SRR5439170,NC_004202.1,1,100,1
SRR5084331,NC_004202.1,1,97,1
SRR5195115,NC_004202.1,3,89,4
SRR5664344,NC_004202.1,1,100,1
SRR4081731,NC_004202.1,1,100,1
SRR8126378,NC_004202.1,1,100,1
SRR8126379,NC_004202.1,1,100,2
SRR8126380,NC_004202.1,1,100,1
SRR8126381,NC_004202.1,1,100,7
SRR7827217,NC_004202.1,1,100,1
SRR8753757,NC_004202.1,1,100,1
SRR9169733,NC_004202.1,2,85,1
SRR9827820,NC_004202.1,1,100,2
SRR9827821,NC_004202.1,1,100,1
SRR9916618,NC_004202.1,1,100,1
SRR9916619,NC_004202.1,1,100,1
SRR9130179,NC_004202.1,1,100,1
SRR9130182,NC_004202.1,1,100,1
SRR9141219,NC_004202.1,1,100,2
