run_id,sequence_accession,score,percent_identity,n_reads
DRR062892,NC_011504.2,1,97,1
DRR049387,NC_011504.2,20,87,60
DRR140160,NC_011504.2,100,89,2741
DRR140162,NC_011504.2,4,91,3
DRR140171,NC_011504.2,3,86,2
DRR140173,NC_011504.2,2,86,1
ERR1097474,NC_011504.2,52,83,387
DRR079289,NC_011504.2,20,89,19
DRR079290,NC_011504.2,6,89,5
ERR1198915,NC_011504.2,3,90,6
ERR1352906,NC_011504.2,3,89,2
ERR1301593,NC_011504.2,3,85,2
ERR1356693,NC_011504.2,6,88,7
ERR1301604,NC_011504.2,56,83,315
ERR1356697,NC_011504.2,5,85,6
ERR1352920,NC_011504.2,2,98,2
ERR1300950,NC_011504.2,3,88,4
ERR1356699,NC_011504.2,2,86,2
ERR1300951,NC_011504.2,3,86,2
ERR1301610,NC_011504.2,23,82,69
ERR1300952,NC_011504.2,100,85,17295
ERR1300953,NC_011504.2,10,89,20
ERR1300954,NC_011504.2,40,87,172
ERR1300955,NC_011504.2,100,85,7588
ERR1356701,NC_011504.2,3,89,4
ERR1300957,NC_011504.2,100,89,85880
ERR1300959,NC_011504.2,6,86,16
ERR1301616,NC_011504.2,5,82,12
ERR1756647,NC_011504.2,1,90,1
ERR1300961,NC_011504.2,1,89,2
ERR1300962,NC_011504.2,5,87,4
ERR1300963,NC_011504.2,100,88,76866
ERR1300965,NC_011504.2,2,87,2
ERR1301621,NC_011504.2,9,88,8
ERR1301623,NC_011504.2,8,87,6
ERR1300966,NC_011504.2,1,88,4
ERR1301624,NC_011504.2,2,86,2
ERR1301625,NC_011504.2,6,86,4
ERR1356709,NC_011504.2,1,89,1
ERR1300968,NC_011504.2,100,90,1267
ERR1300969,NC_011504.2,12,87,12
ERR1301627,NC_011504.2,1,93,1
ERR1301628,NC_011504.2,6,89,6
ERR1301629,NC_011504.2,20,85,17
ERR1301630,NC_011504.2,3,88,2
ERR1300970,NC_011504.2,5,84,3
ERR1300971,NC_011504.2,3,83,2
ERR1301632,NC_011504.2,1,91,2
ERR1300972,NC_011504.2,4,88,4
ERR1301633,NC_011504.2,5,84,3
ERR1300973,NC_011504.2,90,86,970
ERR1301634,NC_011504.2,1,90,2
ERR1301635,NC_011504.2,3,88,2
ERR1300974,NC_011504.2,3,90,2
ERR1301636,NC_011504.2,2,87,2
ERR1300975,NC_011504.2,1,90,2
ERR1300976,NC_011504.2,100,86,7906
ERR1301637,NC_011504.2,1,88,2
ERR1300977,NC_011504.2,100,89,14098
ERR1301638,NC_011504.2,8,87,6
ERR1300978,NC_011504.2,100,86,26477
ERR1301639,NC_011504.2,4,88,4
ERR1300980,NC_011504.2,100,89,18176
ERR1356717,NC_011504.2,1,90,4
ERR1300981,NC_011504.2,3,84,4
ERR1300982,NC_011504.2,3,85,5
ERR1301640,NC_011504.2,1,90,2
DRR090547,NC_011504.2,1,90,2
ERR1301642,NC_011504.2,4,90,4
ERR1301643,NC_011504.2,4,79,2
DRR090557,NC_011504.2,3,86,6
ERR1300983,NC_011504.2,100,89,44179
ERR1300984,NC_011504.2,100,89,23760
ERR1300985,NC_011504.2,3,85,4
ERR1301646,NC_011504.2,3,90,2
ERR1301647,NC_011504.2,5,86,6
ERR1300987,NC_011504.2,100,89,42639
ERR1301648,NC_011504.2,9,88,8
DRR090566,NC_011504.2,1,89,6
ERR1301649,NC_011504.2,100,88,2633
DRR090567,NC_011504.2,11,89,782
ERR1301650,NC_011504.2,3,89,2
ERR1300990,NC_011504.2,3,88,2
ERR1300991,NC_011504.2,2,93,4
ERR1300992,NC_011504.2,9,86,6
ERR1301651,NC_011504.2,1,94,2
ERR1300993,NC_011504.2,17,84,18
ERR1301652,NC_011504.2,3,90,4
ERR1301653,NC_011504.2,5,87,3
ERR1301654,NC_011504.2,9,89,8
ERR1301655,NC_011504.2,10,85,6
ERR1300994,NC_011504.2,6,88,4
ERR2034749,NC_011504.2,100,89,2169
ERR1301658,NC_011504.2,3,88,2
ERR2034751,NC_011504.2,100,87,14132
ERR1301659,NC_011504.2,1,100,1
ERR1301660,NC_011504.2,1,91,2
ERR1301661,NC_011504.2,100,89,328
ERR1301663,NC_011504.2,7,82,5
ERR1300995,NC_011504.2,3,89,2
ERR1300996,NC_011504.2,6,86,9
ERR1300997,NC_011504.2,3,91,4
ERR1300998,NC_011504.2,15,90,29
ERR1827399,NC_011504.2,2,94,2
ERR1300999,NC_011504.2,4,90,4
ERR1301000,NC_011504.2,1,89,2
ERR1301001,NC_011504.2,7,88,10
ERR1301664,NC_011504.2,3,86,3
ERR1301002,NC_011504.2,9,87,12
ERR1301665,NC_011504.2,9,88,12
ERR1301003,NC_011504.2,100,90,41352
ERR1301666,NC_011504.2,3,86,2
ERR1301667,NC_011504.2,9,86,8
ERR1301004,NC_011504.2,6,88,6
ERR1301668,NC_011504.2,5,86,4
ERR1301005,NC_011504.2,100,88,12663
ERR1301669,NC_011504.2,2,85,2
ERR1301670,NC_011504.2,8,87,7
ERR1301671,NC_011504.2,3,87,2
ERR1301673,NC_011504.2,6,90,4
ERR1301006,NC_011504.2,1,90,2
ERR1749801,NC_011504.2,21,85,92
ERR1749802,NC_011504.2,23,85,146
ERR1301674,NC_011504.2,8,89,8
ERR1301675,NC_011504.2,100,89,44563
ERR1301007,NC_011504.2,4,88,6
