run_id,sequence_accession,score,percent_identity,n_reads
DRR065494,NC_001560.1,1,98,1
DRR118327,NC_001560.1,2,100,2
DRR118332,NC_001560.1,1,100,1
DRR118336,NC_001560.1,1,100,1
DRR118339,NC_001560.1,2,100,5
DRR118342,NC_001560.1,1,99,3
DRR088570,NC_001560.1,4,100,7
DRR088572,NC_001560.1,5,99,16
DRR050173,NC_001560.1,1,100,1
DRR050175,NC_001560.1,1,100,1
DRR088581,NC_001560.1,1,100,2
DRR046914,NC_001560.1,1,98,1
DRR099206,NC_001560.1,1,100,2
DRR198818,NC_001560.1,4,100,7
DRR198825,NC_001560.1,3,100,5
DRR146951,NC_001560.1,3,83,2
DRR048281,NC_001560.1,1,100,3
DRR040003,NC_001560.1,1,100,1
DRR184360,NC_001560.1,9,100,3784
DRR184361,NC_001560.1,8,100,375
ERR1308088,NC_001560.1,8,100,42
DRR111625,NC_001560.1,1,100,1
DRR152631,NC_001560.1,1,100,1
DRR152804,NC_001560.1,1,100,1
DRR078846,NC_001560.1,1,100,1
DRR078847,NC_001560.1,2,100,2
DRR109561,NC_001560.1,1,100,1
DRR078850,NC_001560.1,1,100,1
DRR028838,NC_001560.1,1,100,1
ERR1273705,NC_001560.1,3,100,14
ERR1273706,NC_001560.1,4,100,12
ERR1273709,NC_001560.1,4,99,8
ERR1273710,NC_001560.1,2,100,2
DRR228424,NC_001560.1,1,100,2
DRR082372,NC_001560.1,1,100,1
ERR1273711,NC_001560.1,5,100,11
ERR1273712,NC_001560.1,2,100,2
ERR1250821,NC_001560.1,1,99,2
ERR1273713,NC_001560.1,4,100,18
ERR1250824,NC_001560.1,1,100,2
DRR101607,NC_001560.1,1,100,1
DRR177151,NC_001560.1,1,100,1
DRR186626,NC_001560.1,2,100,3
DRR186627,NC_001560.1,1,100,1
DRR186629,NC_001560.1,1,100,1
DRR109616,NC_001560.1,1,100,1
DRR186648,NC_001560.1,1,100,1
ERR1250837,NC_001560.1,2,100,6
DRR163386,NC_001560.1,1,95,1
ERR1250838,NC_001560.1,3,99,6
ERR1250839,NC_001560.1,4,99,10
DRR187036,NC_001560.1,1,96,1
ERR1173538,NC_001560.1,14,100,55
ERR1173539,NC_001560.1,3,100,5
ERR1250840,NC_001560.1,3,100,3
ERR1173540,NC_001560.1,1,99,1
DRR028862,NC_001560.1,6,100,14
DRR028863,NC_001560.1,3,100,10
ERR1173541,NC_001560.1,1,100,1
ERR1173542,NC_001560.1,2,99,3
ERR1173543,NC_001560.1,3,100,5
DRR028864,NC_001560.1,4,100,15
ERR1173544,NC_001560.1,2,100,4
ERR1338004,NC_001560.1,1,100,1
DRR028865,NC_001560.1,4,99,14
ERR1307094,NC_001560.1,1,93,1
ERR1338008,NC_001560.1,1,100,1
ERR1147434,NC_001560.1,1,98,1
ERR1338016,NC_001560.1,1,100,2
DRR045548,NC_001560.1,1,99,1
DRR045552,NC_001560.1,3,100,5
DRR045553,NC_001560.1,2,100,7
DRR045556,NC_001560.1,1,99,1
ERR1149389,NC_001560.1,1,100,1
ERR1514156,NC_001560.1,3,99,12
ERR1514157,NC_001560.1,4,100,6
ERR1514158,NC_001560.1,3,99,7
ERR1514159,NC_001560.1,4,99,10
ERR1514160,NC_001560.1,3,100,6
DRR108705,NC_001560.1,1,100,1
DRR021564,NC_001560.1,1,100,1
ERR1514161,NC_001560.1,3,100,8
