run_id,sequence_accession,score,percent_identity,n_reads
DRR075378,NC_007555.1,1,100,1
DRR096991,NC_007555.1,1,100,2
DRR094959,NC_007555.1,4,100,216
DRR097269,NC_007555.1,1,100,1
DRR053755,NC_007555.1,1,100,1
ERR1161592,NC_007555.1,1,100,1
DRR053775,NC_007555.1,1,100,1
DRR177778,NC_007555.1,1,100,1
ERR1108168,NC_007555.1,1,88,1
DRR094172,NC_007555.1,1,100,2
ERR1125023,NC_007555.1,1,88,1
ERR1852742,NC_007555.1,1,94,1
ERR1397020,NC_007555.1,1,100,1
ERR1473209,NC_007555.1,1,94,1
ERR188368,NC_007555.1,1,100,1
ERR2185381,NC_007555.1,1,94,1
ERR188385,NC_007555.1,1,100,1
ERR2281884,NC_007555.1,1,100,1
ERR2281885,NC_007555.1,1,100,1
ERR2281893,NC_007555.1,1,100,3
ERR188443,NC_007555.1,1,100,1
ERR1302772,NC_007555.1,1,91,1
ERR1742257,NC_007555.1,1,97,1
DRR029950,NC_007555.1,1,96,1
ERR188475,NC_007555.1,1,100,1
ERR2135905,NC_007555.1,1,100,1
ERR2585397,NC_007555.1,1,100,1
ERR2585426,NC_007555.1,1,100,1
ERR2585522,NC_007555.1,1,100,1
ERR2231554,NC_007555.1,1,97,1
ERR1302858,NC_007555.1,1,91,2
ERR1302860,NC_007555.1,1,93,2
ERR1475217,NC_007555.1,1,100,1
ERR2743669,NC_007555.1,1,100,1
ERR1663300,NC_007555.1,1,100,1
ERR1475229,NC_007555.1,1,100,1
ERR1475232,NC_007555.1,1,100,1
ERR266379,NC_007555.1,1,94,1
ERR2539100,NC_007555.1,2,78,1
DRR030765,NC_007555.1,1,100,1
ERR2588454,NC_007555.1,1,94,1
ERR2898281,NC_007555.1,1,92,1
ERR3473125,NC_007555.1,1,100,1
ERR188309,NC_007555.1,1,100,1
ERR3585500,NC_007555.1,1,100,3
ERR3585501,NC_007555.1,1,100,1
ERR3585492,NC_007555.1,1,100,1
ERR3585493,NC_007555.1,1,100,1
ERR3585496,NC_007555.1,1,100,2
ERR3585497,NC_007555.1,1,100,2
ERR3642462,NC_007555.1,1,100,1
ERR364332,NC_007555.1,1,93,1
ERR2603016,NC_007555.1,1,100,1
ERR2603027,NC_007555.1,1,100,1
ERR2899368,NC_007555.1,2,82,1
ERR2870196,NC_007555.1,1,100,1
ERR537987,NC_007555.1,1,100,1
ERR2899527,NC_007555.1,2,82,1
ERR3201415,NC_007555.1,1,89,1
ERR1135367,NC_007555.1,1,97,1
DRR006378,NC_007555.1,1,96,1
ERR3863719,NC_007555.1,1,100,1
ERR321529,NC_007555.1,2,85,1
SRR10180915,NC_007555.1,1,94,1
ERR436057,NC_007555.1,1,97,1
SRR10080376,NC_007555.1,1,97,1
SRR10129808,NC_007555.1,1,100,1
ERR789399,NC_007555.1,1,100,1
SRR10172944,NC_007555.1,1,100,1
SRR10355439,NC_007555.1,1,100,1
ERR3465288,NC_007555.1,1,100,1
SRR10138226,NC_007555.1,1,100,1
ERR3465289,NC_007555.1,1,100,1
ERR3465290,NC_007555.1,1,100,1
ERR3465294,NC_007555.1,1,100,1
ERR3465295,NC_007555.1,1,100,1
SRR10181089,NC_007555.1,1,100,1
ERR668364,NC_007555.1,1,100,1
SRR10020959,NC_007555.1,1,97,1
ERR923274,NC_007555.1,5,76,2
SRR10465531,NC_007555.1,1,100,1
SRR10401326,NC_007555.1,1,100,1
SRR10079364,NC_007555.1,1,100,1
SRR10186451,NC_007555.1,1,100,1
SRR10676875,NC_007555.1,2,77,1
SRR10401394,NC_007555.1,1,100,1
SRR10186461,NC_007555.1,1,94,1
SRR101410,NC_007555.1,1,100,1
SRR10186484,NC_007555.1,1,97,1
SRR10401453,NC_007555.1,1,100,1
SRR10186485,NC_007555.1,1,100,1
SRR10186492,NC_007555.1,1,100,1
SRR10784618,NC_007555.1,1,94,1
SRR10113129,NC_007555.1,1,100,1
SRR1042844,NC_007555.1,1,100,1
ERR1302442,NC_007555.1,1,92,3
SRR10186535,NC_007555.1,1,100,1
SRR10759489,NC_007555.1,1,100,3
SRR1055506,NC_007555.1,1,100,1
SRR1055507,NC_007555.1,1,100,1
SRR1055510,NC_007555.1,1,100,1
SRR10533642,NC_007555.1,1,100,2
SRR10186550,NC_007555.1,1,100,1
SRR10521985,NC_007555.1,2,82,1
SRR10414474,NC_007555.1,1,97,1
SRR10009410,NC_007555.1,1,100,1
SRR10009415,NC_007555.1,1,100,1
SRR10009423,NC_007555.1,1,100,1
SRR10545417,NC_007555.1,1,100,1
SRR10443636,NC_007555.1,1,100,1
SRR11091402,NC_007555.1,1,100,1
ERR2603868,NC_007555.1,2,83,1
ERR1726823,NC_007555.1,1,100,2
SRR10156667,NC_007555.1,1,100,1
SRR10571676,NC_007555.1,1,100,1
SRR10156673,NC_007555.1,1,100,2
SRR10584792,NC_007555.1,1,100,1
ERR1302522,NC_007555.1,2,85,5
SRR10156680,NC_007555.1,1,100,1
SRR11096990,NC_007555.1,1,97,1
SRR11282006,NC_007555.1,1,94,1
SRR11036021,NC_007555.1,1,100,1
SRR10211567,NC_007555.1,1,100,1
ERR527206,NC_007555.1,1,94,1
SRR10211571,NC_007555.1,1,97,1
SRR10972806,NC_007555.1,1,88,1
SRR11197615,NC_007555.1,1,100,1
SRR10972807,NC_007555.1,2,85,4
SRR11319898,NC_007555.1,2,80,1
SRR10401540,NC_007555.1,1,100,1
ERR590799,NC_007555.1,1,88,1
SRR059172,NC_007555.1,1,92,1
SRR10324762,NC_007555.1,1,100,1
SRR10339177,NC_007555.1,1,100,1
SRR1058022,NC_007555.1,1,98,2
SRR1058026,NC_007555.1,1,100,1
SRR11560076,NC_007555.1,1,97,1
SRR1158258,NC_007555.1,2,80,1
