run_id,sequence_accession,score,percent_identity,n_reads
ERR3445480,NC_005777.1,1,100,1
ERR3445481,NC_005777.1,1,100,1
ERR3245357,NC_005777.1,1,100,1
ERR3245392,NC_005777.1,1,100,1
ERR3245403,NC_005777.1,1,100,2
ERR1719431,NC_005777.1,1,100,1
ERR1726757,NC_005777.1,1,100,1
SRR10545342,NC_005777.1,1,100,2
SRR10545343,NC_005777.1,1,100,1
SRR10545344,NC_005777.1,1,100,1
SRR10545345,NC_005777.1,1,100,3
SRR10545346,NC_005777.1,1,100,1
SRR10545349,NC_005777.1,1,100,1
SRR031702,NC_005777.1,1,100,1
SRR11402952,NC_005777.1,1,100,1
SRR096874,NC_005777.1,1,100,1
SRR096882,NC_005777.1,1,100,1
SRR10668835,NC_005777.1,1,100,1
SRR10319958,NC_005777.1,1,100,1
SRR1140987,NC_005777.1,1,100,1
SRR11393409,NC_005777.1,1,100,1
SRR11393410,NC_005777.1,1,100,1
SRR1509505,NC_005777.1,1,93,1
SRR1512230,NC_005777.1,1,96,1
SRR11875269,NC_005777.1,1,94,1
SRR3115314,NC_005777.1,80,99,467
SRR1842720,NC_005777.1,1,90,1
SRR3225423,NC_005777.1,1,91,1
SRR1746780,NC_005777.1,1,90,1
SRR351499,NC_005777.1,1,89,1
SRR4175029,NC_005777.1,1,100,3
SRR5172164,NC_005777.1,1,97,1
SRR4175031,NC_005777.1,1,100,2
SRR4175048,NC_005777.1,1,96,1
SRR4175049,NC_005777.1,1,96,2
SRR4175050,NC_005777.1,1,100,1
SRR4408054,NC_005777.1,1,97,1
SRR507110,NC_005777.1,1,97,1
SRR5227388,NC_005777.1,1,93,1
SRR501035,NC_005777.1,1,88,1
SRR5595740,NC_005777.1,2,84,1
SRR5934432,NC_005777.1,1,97,1
SRR4836641,NC_005777.1,1,100,1
SRR627674,NC_005777.1,1,94,1
SRR5877131,NC_005777.1,1,100,1
SRR6237200,NC_005777.1,1,100,1
SRR498260,NC_005777.1,1,99,3
SRR498262,NC_005777.1,1,100,2
SRR6334446,NC_005777.1,1,100,2
SRR5369048,NC_005777.1,4,96,12
SRR6662194,NC_005777.1,1,100,1
SRR7026333,NC_005777.1,1,100,1
SRR7072002,NC_005777.1,1,93,1
SRR797553,NC_005777.1,1,96,1
SRR815632,NC_005777.1,1,94,1
SRR7946391,NC_005777.1,83,83,888
SRR836196,NC_005777.1,4,100,13
SRR8090748,NC_005777.1,1,97,5
SRR9672728,NC_005777.1,93,95,3987
SRR9672732,NC_005777.1,2,94,2
SRR9672733,NC_005777.1,1,96,2
SRR9672736,NC_005777.1,6,94,8
SRR9672737,NC_005777.1,2,96,3
SRR9672740,NC_005777.1,53,95,270
SRR9672747,NC_005777.1,100,95,15090
SRR9672748,NC_005777.1,89,95,2675
SRR9672749,NC_005777.1,51,95,268
SRR8614718,NC_005777.1,2,84,1
SRR9262917,NC_005777.1,1,100,6
SRR9916668,NC_005777.1,1,96,1
SRR9849774,NC_005777.1,1,97,1
