run_id,sequence_accession,score,percent_identity,n_reads
DRR035990,NC_011500.2,1,97,2
DRR049387,NC_011500.2,5,90,16
DRR036857,NC_011500.2,1,97,1
DRR098288,NC_011500.2,1,97,1
DRR124687,NC_011500.2,1,90,1
DRR140991,NC_011500.2,1,92,1
DRR088969,NC_011500.2,1,100,7
DRR199891,NC_011500.2,1,97,1
DRR082812,NC_011500.2,1,97,1
DRR082806,NC_011500.2,1,97,1
ERR1101640,NC_011500.2,1,97,1
DRR082816,NC_011500.2,1,97,1
ERR1046554,NC_011500.2,1,97,1
ERR1101642,NC_011500.2,1,97,1
ERR1046556,NC_011500.2,1,97,1
DRR184356,NC_011500.2,1,97,1
DRR184360,NC_011500.2,1,92,1
DRR106475,NC_011500.2,1,97,1
DRR184364,NC_011500.2,1,97,1
DRR061029,NC_011500.2,1,97,1
ERR1024369,NC_011500.2,1,94,1
ERR1097474,NC_011500.2,1,91,3
DRR041311,NC_011500.2,1,97,1
ERR1084802,NC_011500.2,1,92,1
DRR061195,NC_011500.2,1,97,1
DRR061196,NC_011500.2,1,97,1
ERR1144676,NC_011500.2,1,97,1
ERR1144678,NC_011500.2,1,97,1
ERR1009168,NC_011500.2,1,97,1
DRR148607,NC_011500.2,1,97,1
ERR1233431,NC_011500.2,1,92,1
ERR1069805,NC_011500.2,1,97,1
DRR031678,NC_011500.2,1,96,1
DRR089589,NC_011500.2,1,100,1
DRR044994,NC_011500.2,1,97,1
ERR1215674,NC_011500.2,1,97,1
ERR1066501,NC_011500.2,1,97,1
ERR1148435,NC_011500.2,1,92,1
DRR179055,NC_011500.2,1,97,1
DRR179059,NC_011500.2,1,97,1
ERR1034345,NC_011500.2,1,92,1
ERR1041355,NC_011500.2,1,91,1
ERR1395959,NC_011500.2,1,97,1
ERR1395962,NC_011500.2,1,97,1
DRR188303,NC_011500.2,1,92,1
DRR188307,NC_011500.2,1,97,1
DRR028975,NC_011500.2,1,89,1
ERR1247138,NC_011500.2,1,97,1
ERR1200742,NC_011500.2,1,97,1
ERR1200754,NC_011500.2,1,97,1
ERR1094830,NC_011500.2,1,97,1
ERR1354968,NC_011500.2,1,92,1
ERR1094839,NC_011500.2,1,97,1
ERR1247156,NC_011500.2,1,97,2
ERR1594704,NC_011500.2,1,100,1
ERR1328600,NC_011500.2,1,97,1
ERR1475853,NC_011500.2,1,97,1
ERR1328603,NC_011500.2,2,94,2
ERR1594773,NC_011500.2,1,97,1
DRR180721,NC_011500.2,1,97,1
ERR1594783,NC_011500.2,1,97,1
ERR1363695,NC_011500.2,1,97,1
DRR028998,NC_011500.2,1,97,1
ERR1363704,NC_011500.2,1,97,1
ERR1611378,NC_011500.2,1,100,1
DRR127872,NC_011500.2,1,97,1
ERR1611397,NC_011500.2,1,100,1
ERR1773974,NC_011500.2,1,94,1
ERR1516169,NC_011500.2,1,97,1
ERR1301604,NC_011500.2,5,92,17
ERR1654726,NC_011500.2,1,97,1
ERR1611405,NC_011500.2,1,100,1
ERR1695784,NC_011500.2,1,97,1
ERR1654736,NC_011500.2,1,97,1
ERR1300953,NC_011500.2,1,88,1
ERR1300954,NC_011500.2,5,93,25
ERR1301610,NC_011500.2,1,92,3
ERR1695799,NC_011500.2,1,97,1
ERR1300957,NC_011500.2,6,89,27
ERR1300963,NC_011500.2,1,91,4
ERR1389180,NC_011500.2,1,97,1
ERR1417799,NC_011500.2,1,97,1
ERR1389184,NC_011500.2,1,94,1
ERR1839478,NC_011500.2,1,97,1
DRR029124,NC_011500.2,1,90,1
ERR1095754,NC_011500.2,1,100,1
ERR1779324,NC_011500.2,1,92,1
ERR1779325,NC_011500.2,1,97,1
ERR1389194,NC_011500.2,1,97,1
ERR1300977,NC_011500.2,6,89,62
ERR1300980,NC_011500.2,6,89,9
ERR1822631,NC_011500.2,1,97,1
ERR1779337,NC_011500.2,1,94,1
ERR1417831,NC_011500.2,1,97,2
ERR1749318,NC_011500.2,1,97,1
ERR1211351,NC_011500.2,1,97,5
ERR1300983,NC_011500.2,6,89,54
ERR1300984,NC_011500.2,6,89,58
ERR1211360,NC_011500.2,1,92,1
ERR1300987,NC_011500.2,6,89,49
DRR168941,NC_011500.2,1,100,1
ERR1301649,NC_011500.2,1,88,2
