run_id,sequence_accession,score,percent_identity,n_reads
DRR049387,NC_011505.2,73,95,966
DRR140160,NC_011505.2,100,93,7932
DRR140163,NC_011505.2,1,91,1
DRR140171,NC_011505.2,2,97,3
DRR140173,NC_011505.2,4,93,3
ERR1097474,NC_011505.2,5,84,10
DRR053758,NC_011505.2,1,96,1
DRR079289,NC_011505.2,12,90,14
DRR079290,NC_011505.2,1,91,1
ERR1341871,NC_011505.2,1,100,2
DRR155097,NC_011505.2,1,92,2
DRR031676,NC_011505.2,2,85,1
ERR1107868,NC_011505.2,1,100,2
ERR1025369,NC_011505.2,3,98,3
ERR1108130,NC_011505.2,1,100,2
ERR1108156,NC_011505.2,1,100,2
ERR1198915,NC_011505.2,4,98,6
ERR1108176,NC_011505.2,1,100,2
ERR1108184,NC_011505.2,1,100,1
ERR1108189,NC_011505.2,1,100,1
ERR1108206,NC_011505.2,1,100,2
ERR1373629,NC_011505.2,1,100,4
ERR1122755,NC_011505.2,1,100,2
ERR1122789,NC_011505.2,1,100,1
ERR1352904,NC_011505.2,2,87,1
ERR1122792,NC_011505.2,1,100,3
ERR1122802,NC_011505.2,1,100,2
ERR1122810,NC_011505.2,1,100,2
ERR1122813,NC_011505.2,1,100,2
ERR1122818,NC_011505.2,1,100,2
ERR1122829,NC_011505.2,1,100,2
ERR1122835,NC_011505.2,1,100,2
ERR1122839,NC_011505.2,1,100,2
ERR1352908,NC_011505.2,1,90,1
ERR1108456,NC_011505.2,2,86,1
ERR1352912,NC_011505.2,2,87,1
ERR1036312,NC_011505.2,2,93,4
ERR1036316,NC_011505.2,1,98,1
ERR1036317,NC_011505.2,1,97,2
ERR1301593,NC_011505.2,5,95,13
ERR1356693,NC_011505.2,1,89,1
DRR013971,NC_011505.2,1,91,1
ERR1301604,NC_011505.2,65,94,1026
ERR1356697,NC_011505.2,6,87,6
ERR1300951,NC_011505.2,1,94,2
ERR1301610,NC_011505.2,52,94,233
ERR1300952,NC_011505.2,100,92,18990
ERR1300953,NC_011505.2,10,90,14
ERR1300954,NC_011505.2,96,91,1616
ERR1300955,NC_011505.2,100,93,18640
ERR1108719,NC_011505.2,1,92,1
ERR1300957,NC_011505.2,100,88,62136
ERR1300958,NC_011505.2,24,91,42
ERR1300959,NC_011505.2,12,92,24
ERR1301616,NC_011505.2,10,93,18
ERR1301617,NC_011505.2,3,92,2
ERR1300960,NC_011505.2,1,92,2
ERR1756647,NC_011505.2,2,94,2
ERR1300961,NC_011505.2,4,89,4
ERR1108724,NC_011505.2,1,100,2
ERR1300962,NC_011505.2,4,90,4
ERR1300963,NC_011505.2,100,89,60964
ERR1300964,NC_011505.2,1,91,4
ERR1108729,NC_011505.2,1,100,2
ERR1300965,NC_011505.2,1,91,2
ERR1301620,NC_011505.2,1,88,2
ERR1301621,NC_011505.2,7,81,6
ERR1301623,NC_011505.2,5,90,5
ERR1300967,NC_011505.2,6,87,6
ERR1301624,NC_011505.2,3,90,2
ERR1301625,NC_011505.2,3,90,2
ERR1300968,NC_011505.2,88,89,1679
ERR1108733,NC_011505.2,1,100,2
ERR1301626,NC_011505.2,4,88,5
ERR1108735,NC_011505.2,1,100,2
ERR1300969,NC_011505.2,11,89,16
ERR1108736,NC_011505.2,1,93,2
ERR1756671,NC_011505.2,2,93,2
ERR1301629,NC_011505.2,11,86,8
ERR1301630,NC_011505.2,1,89,1
ERR1301631,NC_011505.2,2,83,2
ERR1300971,NC_011505.2,10,92,14
ERR1301632,NC_011505.2,7,85,7
ERR1301633,NC_011505.2,8,85,6
ERR1300972,NC_011505.2,1,92,2
ERR1300973,NC_011505.2,97,92,1230
ERR1301634,NC_011505.2,5,87,4
ERR1301635,NC_011505.2,1,91,4
ERR1300975,NC_011505.2,4,81,2
ERR1300976,NC_011505.2,100,93,9308
ERR1301637,NC_011505.2,3,90,2
ERR1300977,NC_011505.2,100,89,10270
ERR1300978,NC_011505.2,100,93,38257
ERR1301638,NC_011505.2,3,90,4
ERR1301640,NC_011505.2,3,86,2
ERR1300979,NC_011505.2,5,94,6
ERR1300980,NC_011505.2,98,89,9377
ERR1300981,NC_011505.2,5,91,6
ERR1300982,NC_011505.2,4,89,4
ERR1108768,NC_011505.2,1,100,1
ERR1301641,NC_011505.2,5,85,4
DRR090548,NC_011505.2,1,97,2
DRR090549,NC_011505.2,10,91,40
ERR1108771,NC_011505.2,4,100,9
ERR1108774,NC_011505.2,1,100,2
ERR1301643,NC_011505.2,1,88,1
ERR1300983,NC_011505.2,99,89,21480
ERR1300984,NC_011505.2,100,89,19611
ERR1300985,NC_011505.2,3,89,4
ERR1352930,NC_011505.2,6,89,10
ERR1301645,NC_011505.2,6,88,5
ERR1301647,NC_011505.2,8,86,7
ERR1300986,NC_011505.2,3,91,3
ERR1300987,NC_011505.2,100,89,28648
ERR1301648,NC_011505.2,3,91,2
ERR1301649,NC_011505.2,100,87,8040
ERR1300988,NC_011505.2,2,85,2
ERR1301650,NC_011505.2,3,87,4
ERR1300991,NC_011505.2,4,90,6
ERR1300992,NC_011505.2,11,91,11
ERR1301652,NC_011505.2,7,83,6
ERR1300993,NC_011505.2,19,84,23
ERR1352932,NC_011505.2,3,92,4
ERR1301653,NC_011505.2,3,90,2
ERR1301654,NC_011505.2,2,87,2
ERR1301655,NC_011505.2,2,81,2
ERR1301656,NC_011505.2,4,88,3
ERR2034749,NC_011505.2,100,90,3943
ERR1301657,NC_011505.2,1,91,1
ERR1301658,NC_011505.2,6,89,5
ERR2034750,NC_011505.2,7,88,11
ERR2034751,NC_011505.2,100,93,128003
ERR1301659,NC_011505.2,2,81,2
ERR1301660,NC_011505.2,3,85,3
ERR1301661,NC_011505.2,64,90,174
ERR1108817,NC_011505.2,1,100,2
ERR1302678,NC_011505.2,4,81,2
ERR1300994,NC_011505.2,4,90,4
ERR1301662,NC_011505.2,3,86,3
ERR1108819,NC_011505.2,1,100,4
ERR1300995,NC_011505.2,1,90,2
ERR1300996,NC_011505.2,3,90,4
ERR1300997,NC_011505.2,4,93,4
ERR1300998,NC_011505.2,11,90,20
ERR1300999,NC_011505.2,2,87,2
ERR1108831,NC_011505.2,1,100,2
ERR1301001,NC_011505.2,10,90,14
ERR1301664,NC_011505.2,2,86,1
ERR1301665,NC_011505.2,6,90,6
ERR1301002,NC_011505.2,1,94,2
ERR1301003,NC_011505.2,100,89,23224
ERR1301666,NC_011505.2,3,86,4
ERR1301004,NC_011505.2,9,86,12
ERR1301667,NC_011505.2,4,88,3
ERR1301005,NC_011505.2,100,88,18216
ERR1301670,NC_011505.2,1,91,2
ERR1301671,NC_011505.2,5,87,4
ERR1301672,NC_011505.2,1,91,2
ERR1301006,NC_011505.2,3,93,2
ERR1301673,NC_011505.2,4,88,4
ERR1749801,NC_011505.2,1,95,1
ERR1749802,NC_011505.2,4,89,3
ERR1301674,NC_011505.2,11,85,9
ERR1301675,NC_011505.2,100,89,36573
ERR1301676,NC_011505.2,4,89,4
ERR1301008,NC_011505.2,100,89,14007
ERR1301677,NC_011505.2,6,81,4
ERR1301678,NC_011505.2,6,90,6
ERR1301679,NC_011505.2,17,90,28
ERR1301009,NC_011505.2,2,95,4
ERR1301680,NC_011505.2,12,90,15
ERR1301010,NC_011505.2,2,86,2
ERR1301011,NC_011505.2,100,90,33500
ERR1301681,NC_011505.2,6,89,7
ERR1301012,NC_011505.2,100,89,8572
ERR1301682,NC_011505.2,100,88,29064
ERR1750003,NC_011505.2,1,99,1
ERR1301683,NC_011505.2,6,85,9
ERR1301684,NC_011505.2,100,89,48299
ERR1301013,NC_011505.2,4,90,6
ERR1301014,NC_011505.2,100,93,7668
ERR1301015,NC_011505.2,6,90,6
ERR1301016,NC_011505.2,3,92,4
ERR1301017,NC_011505.2,1,93,2
ERR1301018,NC_011505.2,1,95,1
ERR1301019,NC_011505.2,97,89,4779
ERR1301020,NC_011505.2,100,89,19194
ERR1301685,NC_011505.2,17,87,16
ERR1301021,NC_011505.2,100,88,12195
ERR1301686,NC_011505.2,5,86,3
ERR1301687,NC_011505.2,100,89,50605
ERR1356739,NC_011505.2,3,90,2
ERR1301688,NC_011505.2,1,92,2
ERR1301689,NC_011505.2,4,82,2
ERR1301690,NC_011505.2,4,80,2
ERR1301022,NC_011505.2,4,88,9
ERR1301023,NC_011505.2,100,93,23070
ERR1301691,NC_011505.2,1,88,1
ERR1301024,NC_011505.2,100,89,9490
ERR1301692,NC_011505.2,8,85,6
ERR1301693,NC_011505.2,6,86,4
ERR1301025,NC_011505.2,3,91,2
ERR1301027,NC_011505.2,100,92,19185
ERR2077485,NC_011505.2,2,96,2
ERR1301694,NC_011505.2,7,89,8
ERR1301028,NC_011505.2,9,87,12
ERR1301695,NC_011505.2,9,89,7
ERR1301029,NC_011505.2,96,91,1644
ERR1301030,NC_011505.2,100,93,19442
ERR1301696,NC_011505.2,8,92,7
ERR1301697,NC_011505.2,5,92,5
ERR1301698,NC_011505.2,4,82,3
ERR1301699,NC_011505.2,4,88,7
ERR1301701,NC_011505.2,3,85,2
ERR1301702,NC_011505.2,1,94,2
ERR1301703,NC_011505.2,6,89,7
ERR1301704,NC_011505.2,5,85,4
ERR1301705,NC_011505.2,4,92,3
ERR1301031,NC_011505.2,2,84,2
ERR1301032,NC_011505.2,100,88,64663
ERR1301033,NC_011505.2,20,91,49
ERR1301034,NC_011505.2,16,90,26
ERR1301035,NC_011505.2,2,94,3
ERR1301036,NC_011505.2,16,92,30
ERR1301706,NC_011505.2,3,91,2
ERR1301707,NC_011505.2,3,87,3
ERR1301037,NC_011505.2,3,89,4
ERR1301708,NC_011505.2,4,89,5
ERR1301038,NC_011505.2,6,88,6
ERR1301709,NC_011505.2,3,87,4
ERR1301039,NC_011505.2,100,89,63565
ERR1777681,NC_011505.2,2,87,1
ERR1301710,NC_011505.2,3,89,3
ERR1301040,NC_011505.2,3,90,3
ERR1301713,NC_011505.2,1,99,2
ERR1301714,NC_011505.2,1,90,2
ERR1301041,NC_011505.2,5,83,3
ERR1757562,NC_011505.2,7,94,8
ERR1757564,NC_011505.2,9,93,9
ERR1757565,NC_011505.2,3,91,2
ERR1301042,NC_011505.2,2,85,2
ERR1301043,NC_011505.2,4,89,6
ERR1301715,NC_011505.2,2,86,2
ERR1301716,NC_011505.2,3,89,3
ERR1757568,NC_011505.2,11,92,10
ERR1301717,NC_011505.2,6,90,6
ERR1301044,NC_011505.2,86,89,1807
ERR1757570,NC_011505.2,1,92,1
ERR1757571,NC_011505.2,11,96,15
ERR1301045,NC_011505.2,9,87,8
ERR1757573,NC_011505.2,2,95,2
ERR1301718,NC_011505.2,2,81,2
ERR1960624,NC_011505.2,1,90,4
ERR1301719,NC_011505.2,1,88,2
ERR1301046,NC_011505.2,5,90,8
ERR1757581,NC_011505.2,5,93,5
ERR2029782,NC_011505.2,100,89,112619
ERR1960625,NC_011505.2,7,90,14
ERR2029783,NC_011505.2,100,89,156751
ERR2029784,NC_011505.2,100,89,27611
ERR2029785,NC_011505.2,100,89,348159
ERR1301047,NC_011505.2,10,88,20
ERR2029786,NC_011505.2,56,89,130
ERR2029787,NC_011505.2,34,93,76
ERR2029788,NC_011505.2,31,88,58
ERR2029789,NC_011505.2,12,90,25
ERR1301721,NC_011505.2,3,89,4
ERR2029790,NC_011505.2,19,88,37
ERR1301722,NC_011505.2,3,85,2
ERR1621579,NC_011505.2,1,94,1
ERR1301724,NC_011505.2,6,86,5
ERR1757587,NC_011505.2,2,98,2
ERR1757588,NC_011505.2,5,90,4
ERR1301049,NC_011505.2,88,93,1194
ERR1960626,NC_011505.2,6,94,7
ERR1301725,NC_011505.2,100,87,8112
