run_id,sequence_accession,score,percent_identity,n_reads
DRR066263,NC_001545.2,1,89,1
DRR207887,NC_001545.2,1,90,2
DRR059683,NC_001545.2,1,97,1
DRR039896,NC_001545.2,1,90,1
DRR059688,NC_001545.2,2,83,1
DRR039901,NC_001545.2,1,89,1
DRR059993,NC_001545.2,2,86,1
DRR039903,NC_001545.2,1,100,1
DRR059998,NC_001545.2,1,91,1
DRR039907,NC_001545.2,2,81,2
DRR060002,NC_001545.2,2,82,1
DRR039908,NC_001545.2,2,98,2
DRR060010,NC_001545.2,1,94,1
DRR039915,NC_001545.2,1,88,1
DRR039918,NC_001545.2,1,93,1
DRR095006,NC_001545.2,1,88,1
DRR093102,NC_001545.2,2,84,1
DRR027316,NC_001545.2,1,88,1
ERR1022687,NC_001545.2,2,84,1
DRR106678,NC_001545.2,4,97,13
DRR028835,NC_001545.2,2,86,1
DRR019055,NC_001545.2,2,84,1
DRR061033,NC_001545.2,1,93,1
DRR027327,NC_001545.2,1,100,1
DRR051064,NC_001545.2,2,87,1
DRR019103,NC_001545.2,2,87,1
ERR1142052,NC_001545.2,2,82,1
DRR129468,NC_001545.2,2,79,1
DRR000750,NC_001545.2,1,88,1
ERR1201177,NC_001545.2,1,97,1
ERR1314961,NC_001545.2,2,82,1
DRR091730,NC_001545.2,2,85,1
DRR000761,NC_001545.2,1,91,1
ERR1201749,NC_001545.2,2,78,1
DRR031680,NC_001545.2,1,96,1
DRR093575,NC_001545.2,1,96,1
DRR013897,NC_001545.2,2,82,1
DRR131766,NC_001545.2,1,90,1
ERR1190269,NC_001545.2,1,89,1
DRR001032,NC_001545.2,1,88,1
SRR2193640,NC_001545.2,1,100,1
ERR1110331,NC_001545.2,2,98,3
DRR233864,NC_001545.2,1,98,2
ERR1110333,NC_001545.2,8,99,23
ERR1110335,NC_001545.2,1,100,2
ERR1110337,NC_001545.2,2,99,7
DRR031702,NC_001545.2,1,91,1
ERR1110338,NC_001545.2,8,100,39
DRR031703,NC_001545.2,1,88,1
ERR1110339,NC_001545.2,2,100,3
ERR1110340,NC_001545.2,2,100,8
ERR1346805,NC_001545.2,1,97,1
DRR013952,NC_001545.2,1,91,1
DRR001049,NC_001545.2,2,83,1
DRR001051,NC_001545.2,1,89,1
DRR001053,NC_001545.2,3,92,2
ERR1380250,NC_001545.2,2,86,1
DRR021486,NC_001545.2,1,89,1
ERR1307262,NC_001545.2,1,97,1
DRR149934,NC_001545.2,2,84,1
DRR001152,NC_001545.2,1,96,1
DRR149939,NC_001545.2,1,94,1
ERR1352909,NC_001545.2,1,97,1
ERR1346822,NC_001545.2,1,100,1
ERR1035437,NC_001545.2,2,82,1
ERR1679396,NC_001545.2,1,97,1
SRR2132422,NC_001545.2,2,82,1
DRR001361,NC_001545.2,1,100,1
DRR001362,NC_001545.2,1,100,1
ERR1551406,NC_001545.2,2,76,1
DRR001364,NC_001545.2,1,88,1
ERR1331693,NC_001545.2,1,89,1
ERR1560013,NC_001545.2,1,100,1
ERR1743375,NC_001545.2,1,93,1
DRR001371,NC_001545.2,1,90,1
ERR1560014,NC_001545.2,1,100,1
ERR1560015,NC_001545.2,1,100,1
ERR1346836,NC_001545.2,2,84,1
ERR185153,NC_001545.2,1,94,1
ERR185154,NC_001545.2,3,88,2
SRR2432827,NC_001545.2,1,88,1
ERR1346837,NC_001545.2,1,100,1
ERR1560019,NC_001545.2,2,100,2
ERR1111174,NC_001545.2,2,87,1
DRR001374,NC_001545.2,2,80,2
ERR1366267,NC_001545.2,1,100,1
ERR1368855,NC_001545.2,2,84,1
ERR1368856,NC_001545.2,2,75,1
ERR165905,NC_001545.2,2,82,1
ERR1366299,NC_001545.2,1,100,1
DRR001455,NC_001545.2,3,86,2
ERR1366329,NC_001545.2,2,82,1
ERR1737197,NC_001545.2,1,96,2
DRR022985,NC_001545.2,2,83,1
DRR001458,NC_001545.2,1,97,1
ERR1682085,NC_001545.2,2,80,1
ERR1939167,NC_001545.2,2,85,1
ERR1663017,NC_001545.2,1,94,1
ERR2071891,NC_001545.2,1,100,1
ERR034495,NC_001545.2,1,100,1
ERR1356728,NC_001545.2,1,94,1
ERR1939271,NC_001545.2,1,100,1
SRR5097101,NC_001545.2,1,89,1
ERR1633032,NC_001545.2,1,98,1
ERR1700694,NC_001545.2,2,82,1
ERR1719151,NC_001545.2,1,100,1
DRR001626,NC_001545.2,2,81,1
ERR1656138,NC_001545.2,2,82,1
ERR1960508,NC_001545.2,2,75,1
ERR1700698,NC_001545.2,1,89,1
ERR2088951,NC_001545.2,1,89,1
DRR001635,NC_001545.2,2,78,1
ERR1633164,NC_001545.2,1,98,1
DRR029447,NC_001545.2,1,89,1
ERR2041001,NC_001545.2,1,94,1
ERR2041007,NC_001545.2,1,89,1
DRR001640,NC_001545.2,2,83,1
ERR1276785,NC_001545.2,1,90,1
ERR2281802,NC_001545.2,1,100,1
ERR2059981,NC_001545.2,1,91,1
ERR1137929,NC_001545.2,1,96,1
ERR1740117,NC_001545.2,1,100,1
ERR1633304,NC_001545.2,1,98,1
ERR198990,NC_001545.2,1,100,1
ERR2098384,NC_001545.2,2,79,1
ERR162215,NC_001545.2,2,86,1
ERR1137931,NC_001545.2,2,99,3
ERR1744946,NC_001545.2,3,90,7
ERR209443,NC_001545.2,1,100,1
ERR1137932,NC_001545.2,1,96,1
ERR209444,NC_001545.2,1,100,1
ERR1633315,NC_001545.2,1,100,1
SRR5290150,NC_001545.2,1,96,1
DRR014701,NC_001545.2,1,96,1
ERR2208895,NC_001545.2,1,92,1
ERR1137937,NC_001545.2,5,99,20
ERR1357151,NC_001545.2,1,94,1
ERR1457255,NC_001545.2,1,91,1
DRR014705,NC_001545.2,1,96,1
ERR1137938,NC_001545.2,3,100,4
ERR2191368,NC_001545.2,1,97,1
ERR1725803,NC_001545.2,1,100,6
ERR1357153,NC_001545.2,1,100,1
ERR1137940,NC_001545.2,2,100,4
ERR1995232,NC_001545.2,1,100,1
ERR1137942,NC_001545.2,5,99,13
DRR057224,NC_001545.2,1,97,1
ERR045179,NC_001545.2,3,84,2
ERR2624987,NC_001545.2,1,100,1
DRR132797,NC_001545.2,1,88,1
ERR209071,NC_001545.2,1,100,1
ERR1137943,NC_001545.2,1,100,1
ERR1719204,NC_001545.2,1,100,1
ERR2486632,NC_001545.2,1,100,1
ERR1712122,NC_001545.2,1,100,2
ERR1137945,NC_001545.2,2,99,2
ERR1121527,NC_001545.2,1,94,1
ERR1110285,NC_001545.2,1,100,1
ERR1110295,NC_001545.2,2,97,2
ERR1137948,NC_001545.2,2,98,2
ERR210322,NC_001545.2,1,100,1
ERR1740326,NC_001545.2,1,100,1
ERR162248,NC_001545.2,1,96,1
ERR1110296,NC_001545.2,3,99,7
ERR2356967,NC_001545.2,2,79,1
ERR1137953,NC_001545.2,1,98,1
ERR1110297,NC_001545.2,3,99,4
ERR1727560,NC_001545.2,1,100,1
ERR2583786,NC_001545.2,1,88,1
ERR2583787,NC_001545.2,2,78,1
ERR1712138,NC_001545.2,1,100,1
ERR2431961,NC_001545.2,1,100,1
ERR1712139,NC_001545.2,1,100,1
ERR1110300,NC_001545.2,3,97,3
ERR2247749,NC_001545.2,1,97,3
ERR2247754,NC_001545.2,1,100,1
ERR2247750,NC_001545.2,1,93,1
ERR2247751,NC_001545.2,4,97,10
ERR2247761,NC_001545.2,1,100,1
ERR1110301,NC_001545.2,9,99,19
SRR6378327,NC_001545.2,2,87,1
ERR1137960,NC_001545.2,1,100,1
ERR2192493,NC_001545.2,1,97,1
ERR1137961,NC_001545.2,8,99,19
ERR1742256,NC_001545.2,1,100,1
ERR2247833,NC_001545.2,1,97,1
ERR2247839,NC_001545.2,1,93,1
DRR014983,NC_001545.2,1,100,1
ERR2247843,NC_001545.2,2,96,2
ERR2247849,NC_001545.2,1,100,2
ERR1110302,NC_001545.2,2,99,12
ERR2210107,NC_001545.2,2,79,1
ERR1137962,NC_001545.2,1,100,3
ERR1110303,NC_001545.2,4,99,5
ERR1137964,NC_001545.2,4,99,6
ERR1414263,NC_001545.2,1,97,2
ERR1712147,NC_001545.2,1,100,1
ERR1110304,NC_001545.2,1,100,2
ERR2247939,NC_001545.2,1,96,2
ERR1110305,NC_001545.2,8,100,19
ERR1742260,NC_001545.2,1,100,1
ERR1742261,NC_001545.2,1,97,1
ERR1137965,NC_001545.2,4,99,5
ERR1711682,NC_001545.2,1,100,1
ERR2247955,NC_001545.2,1,97,1
ERR2247985,NC_001545.2,1,95,1
ERR1110306,NC_001545.2,1,100,2
ERR1110307,NC_001545.2,2,99,4
ERR2248001,NC_001545.2,1,98,1
ERR1110308,NC_001545.2,7,100,15
ERR2570355,NC_001545.2,1,97,1
ERR2570356,NC_001545.2,1,97,1
ERR2570357,NC_001545.2,1,97,1
ERR1137969,NC_001545.2,1,100,1
ERR1137971,NC_001545.2,1,98,1
ERR2000777,NC_001545.2,2,80,1
ERR2248041,NC_001545.2,1,100,1
DRR001962,NC_001545.2,1,88,1
DRR029952,NC_001545.2,1,100,1
ERR2248067,NC_001545.2,1,100,1
ERR1137972,NC_001545.2,3,98,7
