run_id,sequence_accession,score,percent_identity,n_reads
DRR049647,NC_006447.1,1,100,2
DRR049656,NC_006447.1,1,100,2
DRR049658,NC_006447.1,1,100,1
DRR142744,NC_006447.1,1,90,1
DRR050273,NC_006447.1,1,100,2
DRR075373,NC_006447.1,1,96,1
ERR1279321,NC_006447.1,1,100,1
ERR1279325,NC_006447.1,4,100,23
ERR1149390,NC_006447.1,2,84,1
ERR1368809,NC_006447.1,1,97,1
ERR1868843,NC_006447.1,1,100,2
ERR1802079,NC_006447.1,1,100,1
DRR084271,NC_006447.1,1,100,1
ERR1719186,NC_006447.1,1,100,1
ERR1276861,NC_006447.1,1,88,1
ERR1712125,NC_006447.1,1,100,1
ERR2356974,NC_006447.1,2,87,1
ERR2591779,NC_006447.1,1,97,2
ERR2953232,NC_006447.1,1,100,1
ERR2953234,NC_006447.1,1,100,1
ERR1993119,NC_006447.1,1,100,1
ERR2953240,NC_006447.1,1,100,1
ERR2953242,NC_006447.1,1,100,2
ERR3079301,NC_006447.1,1,100,1
SRR10095965,NC_006447.1,1,100,1
ERR2598076,NC_006447.1,2,83,1
SRR10256948,NC_006447.1,1,100,2
SRR10310097,NC_006447.1,1,100,1
SRR10153191,NC_006447.1,1,100,1
SRR10123736,NC_006447.1,1,100,1
SRR10123737,NC_006447.1,1,100,1
SRR10123738,NC_006447.1,1,100,1
SRR10103780,NC_006447.1,2,87,2
SRR074470,NC_006447.1,1,97,1
SRR1047272,NC_006447.1,2,79,1
SRR1047498,NC_006447.1,1,100,3
SRR11113473,NC_006447.1,1,100,1
SRR10668806,NC_006447.1,1,100,1
SRR10668807,NC_006447.1,1,100,1
SRR11396162,NC_006447.1,1,100,4
SRR10668808,NC_006447.1,1,100,1
SRR1043866,NC_006447.1,1,91,1
SRR11113485,NC_006447.1,1,96,1
SRR11276879,NC_006447.1,1,100,1
SRR10668810,NC_006447.1,1,100,3
SRR094419,NC_006447.1,1,100,1
SRR10916655,NC_006447.1,1,100,1
SRR10668815,NC_006447.1,1,100,1
SRR11036033,NC_006447.1,1,96,1
SRR1055987,NC_006447.1,1,100,1
SRR10545118,NC_006447.1,1,100,1
SRR10545119,NC_006447.1,1,100,1
SRR10545123,NC_006447.1,1,100,1
SRR10545128,NC_006447.1,1,100,1
SRR10545129,NC_006447.1,1,100,1
SRR11349587,NC_006447.1,1,100,1
SRR032364,NC_006447.1,1,100,1
SRR10545139,NC_006447.1,1,100,1
SRR10401565,NC_006447.1,1,100,1
