run_id,sequence_accession,score,percent_identity,n_reads
DRR049387,NC_011506.2,100,85,24428
DRR062903,NC_011506.2,2,86,1
DRR062910,NC_011506.2,2,85,1
DRR140160,NC_011506.2,100,84,10525
DRR140168,NC_011506.2,7,82,4
DRR140171,NC_011506.2,4,82,2
DRR140173,NC_011506.2,2,85,1
DRR191200,NC_011506.2,1,100,1
DRR027324,NC_011506.2,1,96,1
DRR131649,NC_011506.2,1,100,1
ERR1097474,NC_011506.2,60,83,2667
DRR079289,NC_011506.2,8,86,7
DRR079290,NC_011506.2,15,84,11
ERR1189580,NC_011506.2,2,84,2
ERR1198915,NC_011506.2,9,87,20
ERR1373628,NC_011506.2,1,100,1
ERR1352904,NC_011506.2,13,86,19
DRR133222,NC_011506.2,1,100,1
ERR1352906,NC_011506.2,10,85,12
ERR1352908,NC_011506.2,17,87,26
ERR1352910,NC_011506.2,3,87,4
DRR022394,NC_011506.2,1,88,1
ERR1352912,NC_011506.2,9,86,16
ERR1759761,NC_011506.2,2,79,1
ERR1352914,NC_011506.2,7,85,6
ERR1036312,NC_011506.2,2,85,2
ERR1301593,NC_011506.2,4,83,4
DRR001365,NC_011506.2,2,86,1
ERR1356693,NC_011506.2,31,85,44
ERR1356695,NC_011506.2,9,86,15
ERR1794059,NC_011506.2,2,85,2
ERR1301604,NC_011506.2,86,84,1320
ERR1356697,NC_011506.2,25,87,51
ERR1300950,NC_011506.2,8,86,12
ERR1356699,NC_011506.2,26,85,32
ERR1301606,NC_011506.2,1,91,2
ERR1300951,NC_011506.2,9,83,14
ERR1301610,NC_011506.2,55,84,147
ERR1300952,NC_011506.2,100,84,104256
ERR1300953,NC_011506.2,16,86,25
ERR1300954,NC_011506.2,100,84,2057
ERR1300955,NC_011506.2,100,84,134800
ERR1356701,NC_011506.2,5,86,7
ERR1300956,NC_011506.2,8,84,8
ERR1352922,NC_011506.2,2,83,2
ERR1300957,NC_011506.2,100,86,29788
ERR1300958,NC_011506.2,9,86,16
ERR1300959,NC_011506.2,14,83,28
ERR1356703,NC_011506.2,11,87,16
ERR1300960,NC_011506.2,7,84,12
ERR1301616,NC_011506.2,14,83,22
ERR1756644,NC_011506.2,4,88,3
ERR1756645,NC_011506.2,6,88,6
ERR1352924,NC_011506.2,6,86,8
ERR1300961,NC_011506.2,10,85,16
ERR1756646,NC_011506.2,5,86,3
ERR1300962,NC_011506.2,23,85,29
ERR1356705,NC_011506.2,2,87,2
ERR1300963,NC_011506.2,100,85,28390
ERR1300964,NC_011506.2,12,83,18
ERR1356707,NC_011506.2,3,86,6
ERR1300965,NC_011506.2,10,85,12
ERR1300966,NC_011506.2,8,81,4
ERR1301621,NC_011506.2,7,83,8
ERR1301623,NC_011506.2,2,83,1
ERR1300967,NC_011506.2,10,85,15
ERR1356709,NC_011506.2,6,86,8
ERR1301624,NC_011506.2,3,84,4
ERR1300968,NC_011506.2,67,86,431
ERR1301626,NC_011506.2,4,83,3
ERR1756666,NC_011506.2,1,89,2
ERR1301627,NC_011506.2,4,82,2
ERR1756668,NC_011506.2,5,86,5
ERR1300969,NC_011506.2,14,84,22
ERR1301628,NC_011506.2,2,82,1
ERR1756670,NC_011506.2,3,86,2
ERR1756671,NC_011506.2,1,90,1
ERR1352926,NC_011506.2,3,87,2
ERR1301630,NC_011506.2,2,82,1
ERR1301631,NC_011506.2,3,85,4
ERR1300970,NC_011506.2,16,83,16
ERR1300971,NC_011506.2,22,85,26
ERR1301632,NC_011506.2,3,86,6
ERR032049,NC_011506.2,1,100,1
ERR1300972,NC_011506.2,5,86,4
ERR1301633,NC_011506.2,5,86,4
ERR1300973,NC_011506.2,100,84,2931
ERR1301635,NC_011506.2,1,90,2
ERR1300974,NC_011506.2,11,86,17
ERR1300975,NC_011506.2,8,85,9
ERR1352928,NC_011506.2,6,86,6
ERR1300976,NC_011506.2,100,84,151553
ERR1301637,NC_011506.2,1,88,2
ERR1300977,NC_011506.2,100,86,33381
ERR1300978,NC_011506.2,100,84,70741
ERR1301638,NC_011506.2,2,85,1
ERR1301639,NC_011506.2,2,83,1
ERR1300979,NC_011506.2,6,86,8
ERR1300980,NC_011506.2,100,85,7645
ERR1356717,NC_011506.2,6,86,4
ERR1300981,NC_011506.2,5,86,7
ERR1300982,NC_011506.2,9,83,8
ERR1356719,NC_011506.2,3,86,5
ERR1301642,NC_011506.2,5,86,4
ERR1248505,NC_011506.2,1,100,1
ERR1301643,NC_011506.2,2,84,1
ERR1300983,NC_011506.2,100,85,47287
ERR1300984,NC_011506.2,100,86,58330
ERR1301644,NC_011506.2,3,85,4
ERR1300985,NC_011506.2,7,84,8
ERR1301645,NC_011506.2,2,85,2
ERR1300986,NC_011506.2,5,86,8
ERR1301646,NC_011506.2,2,84,2
ERR1301647,NC_011506.2,3,83,3
ERR1300987,NC_011506.2,100,86,30062
ERR1301648,NC_011506.2,3,83,3
ERR1301649,NC_011506.2,100,86,29162
ERR1300988,NC_011506.2,3,87,2
ERR1300989,NC_011506.2,7,81,6
ERR1301650,NC_011506.2,3,83,4
ERR1300990,NC_011506.2,5,86,8
ERR1300991,NC_011506.2,10,83,12
ERR1300992,NC_011506.2,7,83,7
ERR1356725,NC_011506.2,6,87,4
ERR1300993,NC_011506.2,21,81,20
ERR1301652,NC_011506.2,3,87,4
ERR1352932,NC_011506.2,3,85,8
ERR1301653,NC_011506.2,2,85,2
ERR1300994,NC_011506.2,15,84,18
ERR1301655,NC_011506.2,3,84,4
ERR1301657,NC_011506.2,3,84,4
ERR2034749,NC_011506.2,100,85,1433
ERR1301658,NC_011506.2,5,85,7
ERR2034751,NC_011506.2,100,85,137740
