run_id,sequence_accession,score,percent_identity,n_reads
DRR084197,NC_004219.1,1,100,1
ERR1137933,NC_004219.1,1,100,1
ERR1137937,NC_004219.1,1,100,1
ERR1725803,NC_004219.1,2,99,2
ERR1137940,NC_004219.1,1,100,1
ERR1137943,NC_004219.1,1,100,1
ERR1110296,NC_004219.1,3,96,3
ERR1110306,NC_004219.1,2,99,2
ERR1137974,NC_004219.1,1,99,2
ERR1137984,NC_004219.1,1,100,1
ERR1137985,NC_004219.1,1,100,1
ERR1137993,NC_004219.1,1,100,1
ERR1137995,NC_004219.1,1,100,1
ERR2737759,NC_004219.1,2,85,1
ERR3179229,NC_004219.1,2,85,1
SRR10095964,NC_004219.1,1,100,1
ERR969462,NC_004219.1,3,100,4
ERR969489,NC_004219.1,2,100,2
ERR969490,NC_004219.1,1,100,2
ERR969496,NC_004219.1,1,98,1
ERR969497,NC_004219.1,4,99,4
ERR969498,NC_004219.1,10,98,12
ERR969503,NC_004219.1,1,98,1
ERR969508,NC_004219.1,1,100,1
ERR883837,NC_004219.1,1,100,1
SRR10317670,NC_004219.1,1,100,1
SRR10008505,NC_004219.1,1,96,1
SRR10084544,NC_004219.1,1,100,1
SRR10269921,NC_004219.1,1,100,1
SRR10668806,NC_004219.1,1,100,1
ERR653551,NC_004219.1,2,87,1
SRR10668816,NC_004219.1,1,100,1
SRR10668817,NC_004219.1,1,100,1
SRR10668820,NC_004219.1,1,100,1
SRR11393319,NC_004219.1,1,100,1
SRR10401578,NC_004219.1,1,100,4
SRR11742305,NC_004219.1,1,100,2
SRR11928513,NC_004219.1,89,90,539
SRR10868434,NC_004219.1,1,100,1
SRR10868436,NC_004219.1,1,100,1
SRR10401610,NC_004219.1,1,100,1
SRR11587826,NC_004219.1,1,100,1
SRR11393407,NC_004219.1,1,100,1
DRR013407,NC_004219.1,1,100,1
ERR1137568,NC_004219.1,2,99,2
ERR868452,NC_004219.1,1,100,3
SRR11393570,NC_004219.1,1,100,1
SRR2094831,NC_004219.1,1,92,1
SRR2094851,NC_004219.1,1,97,1
SRR1294920,NC_004219.1,1,100,1
SRR2042647,NC_004219.1,1,100,1
SRR2029384,NC_004219.1,9,87,20
SRR2029386,NC_004219.1,8,87,11
SRR1313187,NC_004219.1,2,85,1
SRR1732735,NC_004219.1,1,88,1
SRR1786304,NC_004219.1,1,100,1
ERR1136754,NC_004219.1,2,100,2
ERR1136756,NC_004219.1,2,100,2
SRR3400834,NC_004219.1,11,87,11
SRR3400838,NC_004219.1,10,89,15
SRR3400839,NC_004219.1,6,86,4
SRR3401072,NC_004219.1,100,87,23214
SRR3401144,NC_004219.1,1,96,1
SRR392604,NC_004219.1,1,100,1
SRR4228441,NC_004219.1,1,100,1
SRR349767,NC_004219.1,1,96,1
SRR3208658,NC_004219.1,2,87,1
SRR5323553,NC_004219.1,1,94,1
SRR5323554,NC_004219.1,1,94,1
SRR5323555,NC_004219.1,1,94,1
SRR5195146,NC_004219.1,4,91,4
SRR5195148,NC_004219.1,7,83,5
SRR5195109,NC_004219.1,10,85,9
SRR5195115,NC_004219.1,5,85,3
SRR3184718,NC_004219.1,1,94,2
SRR5171040,NC_004219.1,1,100,1
SRR3184719,NC_004219.1,1,94,1
SRR5376387,NC_004219.1,2,87,1
SRR496259,NC_004219.1,1,100,1
SRR4444412,NC_004219.1,1,96,1
SRR5195138,NC_004219.1,3,90,2
SRR5839259,NC_004219.1,4,80,2
SRR5839345,NC_004219.1,33,86,284
SRR5839346,NC_004219.1,3,89,5
SRR5839349,NC_004219.1,1,92,2
SRR5839377,NC_004219.1,5,82,4
SRR5750740,NC_004219.1,1,100,1
SRR5675740,NC_004219.1,1,100,1
SRR5515943,NC_004219.1,1,94,1
SRR643893,NC_004219.1,1,90,1
SRR639752,NC_004219.1,1,90,1
SRR653831,NC_004219.1,1,96,1
SRR5944937,NC_004219.1,1,100,1
SRR6652325,NC_004219.1,1,94,1
SRR6994607,NC_004219.1,42,89,78
SRR7300499,NC_004219.1,1,100,1
SRR7286977,NC_004219.1,3,87,2
SRR7857736,NC_004219.1,1,100,1
SRR768588,NC_004219.1,1,100,1
SRR7863956,NC_004219.1,1,100,1
SRR7726319,NC_004219.1,1,97,1
SRR8239846,NC_004219.1,1,100,2
SRR8571685,NC_004219.1,1,100,1
SRR8571687,NC_004219.1,1,100,2
SRR8571692,NC_004219.1,1,100,1
SRR8571694,NC_004219.1,1,100,1
SRR916720,NC_004219.1,1,100,1
SRR9609653,NC_004219.1,1,100,1
SRR9262954,NC_004219.1,4,100,10
SRR8350704,NC_004219.1,1,97,1
SRR942841,NC_004219.1,1,96,1
