run_id,sequence_accession,score,percent_identity,n_reads
DRR140160,NC_001617.1,5,85,8
DRR046817,NC_001617.1,1,100,1
DRR140169,NC_001617.1,17,84,34
DRR140172,NC_001617.1,27,88,116
ERR1022499,NC_001617.1,7,88,298
ERR1022503,NC_001617.1,36,90,8500
DRR204692,NC_001617.1,1,100,1
ERR1022512,NC_001617.1,59,89,40646
ERR1000641,NC_001617.1,1,100,2
ERR1313182,NC_001617.1,1,97,1
DRR147448,NC_001617.1,1,90,1
DRR028840,NC_001617.1,1,93,1
DRR093280,NC_001617.1,1,100,1
DRR019415,NC_001617.1,1,89,1
ERR1370946,NC_001617.1,2,85,1
ERR1370954,NC_001617.1,16,88,31
ERR1370955,NC_001617.1,1,88,2
ERR1204633,NC_001617.1,1,97,1
ERR1512543,NC_001617.1,1,100,1
ERR1301595,NC_001617.1,7,85,219
ERR1368703,NC_001617.1,1,97,1
ERR1735726,NC_001617.1,1,97,1
ERR1218370,NC_001617.1,1,94,1
ERR1300953,NC_001617.1,3,87,8
ERR1301614,NC_001617.1,2,85,1
ERR1204438,NC_001617.1,1,97,1
ERR1108722,NC_001617.1,1,100,1
ERR1526301,NC_001617.1,1,100,2
ERR1767364,NC_001617.1,1,92,1
ERR1767365,NC_001617.1,1,92,1
ERR1397025,NC_001617.1,1,97,1
ERR1108738,NC_001617.1,1,94,1
ERR1562187,NC_001617.1,2,84,2
ERR2034727,NC_001617.1,3,87,7
ERR2034728,NC_001617.1,3,85,5
ERR2034735,NC_001617.1,1,95,2
ERR2034738,NC_001617.1,1,88,2
ERR2034740,NC_001617.1,2,85,2
ERR2034741,NC_001617.1,5,87,8
ERR2034742,NC_001617.1,3,91,3
ERR1300994,NC_001617.1,2,85,1
ERR1905032,NC_001617.1,1,96,2
ERR1749786,NC_001617.1,10,89,9
ERR1749787,NC_001617.1,72,89,570
ERR1301667,NC_001617.1,8,84,14
ERR1450565,NC_001617.1,1,100,1
ERR1749789,NC_001617.1,100,85,1664
ERR1944517,NC_001617.1,1,100,2
ERR1749790,NC_001617.1,9,83,8
ERR1827504,NC_001617.1,9,94,50
ERR1944549,NC_001617.1,1,100,5
ERR1944550,NC_001617.1,1,100,6
ERR1301678,NC_001617.1,2,87,1
ERR1301009,NC_001617.1,3,85,4
ERR1301010,NC_001617.1,12,83,17
ERR1706726,NC_001617.1,1,100,1
ERR1868846,NC_001617.1,1,100,4
ERR1472819,NC_001617.1,1,91,1
ERR1301028,NC_001617.1,9,87,16
ERR1724899,NC_001617.1,1,96,1
ERR1399350,NC_001617.1,1,95,2
ERR1042428,NC_001617.1,1,98,1
ERR1399353,NC_001617.1,6,87,12
ERR1399354,NC_001617.1,2,87,3
ERR1399359,NC_001617.1,21,89,147
ERR1399360,NC_001617.1,19,88,2801
ERR1399361,NC_001617.1,16,86,6503
ERR1399362,NC_001617.1,18,87,299
ERR1399363,NC_001617.1,8,87,19
ERR1399364,NC_001617.1,20,85,509
ERR1399368,NC_001617.1,1,94,2
ERR1399366,NC_001617.1,1,89,6
ERR1399369,NC_001617.1,1,90,2
ERR1301737,NC_001617.1,2,84,2
DRR001703,NC_001617.1,1,93,1
ERR1301743,NC_001617.1,13,85,24
ERR1663888,NC_001617.1,1,100,1
