run_id,sequence_accession,score,percent_identity,n_reads
DRR066261,NC_005179.1,6,88,9
DRR066263,NC_005179.1,6,89,16
DRR066264,NC_005179.1,5,90,15
DRR066265,NC_005179.1,5,91,28
DRR066266,NC_005179.1,6,89,11
DRR066267,NC_005179.1,4,97,10
DRR066268,NC_005179.1,6,88,11
DRR071075,NC_005179.1,1,100,1
DRR066283,NC_005179.1,6,88,9
DRR066284,NC_005179.1,6,87,257
DRR066285,NC_005179.1,6,88,316
DRR066286,NC_005179.1,6,87,9
DRR062386,NC_005179.1,1,91,1
DRR062387,NC_005179.1,1,89,1
DRR062388,NC_005179.1,1,91,2
DRR062389,NC_005179.1,1,91,1
DRR062578,NC_005179.1,1,93,1
DRR062579,NC_005179.1,2,84,1
DRR035701,NC_005179.1,1,97,1
DRR035902,NC_005179.1,2,84,1
DRR035909,NC_005179.1,2,86,1
DRR072217,NC_005179.1,7,91,10
DRR072218,NC_005179.1,1,92,2
DRR072219,NC_005179.1,1,92,1
DRR035924,NC_005179.1,2,80,3
DRR035925,NC_005179.1,2,83,1
DRR035926,NC_005179.1,2,80,3
DRR058975,NC_005179.1,2,86,2
DRR058981,NC_005179.1,1,88,3
DRR058992,NC_005179.1,1,89,2
DRR058997,NC_005179.1,1,89,1
DRR138914,NC_005179.1,5,90,9
DRR110704,NC_005179.1,1,97,1
DRR138915,NC_005179.1,1,90,1
DRR138916,NC_005179.1,1,90,3
DRR138917,NC_005179.1,1,90,3
DRR138918,NC_005179.1,1,90,3
DRR073105,NC_005179.1,1,88,2
DRR073106,NC_005179.1,1,88,3
DRR073107,NC_005179.1,1,89,1
DRR139981,NC_005179.1,1,87,5
DRR139982,NC_005179.1,2,86,2
DRR139983,NC_005179.1,7,88,9
DRR139984,NC_005179.1,3,88,7
DRR139985,NC_005179.1,1,88,5
DRR139986,NC_005179.1,8,87,12
DRR073108,NC_005179.1,1,89,1
DRR110803,NC_005179.1,2,83,1
DRR139987,NC_005179.1,3,87,2
DRR139988,NC_005179.1,3,87,6
DRR049542,NC_005179.1,2,85,3
DRR110805,NC_005179.1,2,87,1
DRR062908,NC_005179.1,1,100,2
DRR098260,NC_005179.1,1,89,1
DRR098271,NC_005179.1,1,100,2
DRR049641,NC_005179.1,1,94,1
DRR049646,NC_005179.1,2,98,2
DRR049648,NC_005179.1,1,100,1
DRR036853,NC_005179.1,1,100,1
DRR049653,NC_005179.1,1,100,1
DRR036856,NC_005179.1,1,100,1
DRR049656,NC_005179.1,1,96,1
DRR207892,NC_005179.1,1,90,1
DRR046817,NC_005179.1,1,95,4
DRR049657,NC_005179.1,1,96,1
DRR046818,NC_005179.1,2,83,3
DRR160901,NC_005179.1,1,89,2
DRR092705,NC_005179.1,1,90,1
DRR092718,NC_005179.1,1,89,1
DRR092719,NC_005179.1,2,79,2
DRR092728,NC_005179.1,2,84,2
DRR092729,NC_005179.1,2,84,4
DRR100290,NC_005179.1,1,97,1
DRR208982,NC_005179.1,1,90,1
DRR049683,NC_005179.1,1,100,1
DRR049957,NC_005179.1,1,100,2
DRR046819,NC_005179.1,2,84,2
DRR037140,NC_005179.1,1,88,1
DRR037142,NC_005179.1,2,86,1
DRR092730,NC_005179.1,2,84,1
DRR049959,NC_005179.1,1,100,2
