run_id,sequence_accession,score,percent_identity,n_reads
DRR086523,NC_006318.1,1,100,1
DRR061035,NC_006318.1,2,86,1
DRR013948,NC_006318.1,1,100,1
ERR1377147,NC_006318.1,1,89,1
ERR1739451,NC_006318.1,1,97,1
ERR1719285,NC_006318.1,1,100,1
DRR002312,NC_006318.1,1,90,1
ERR1993140,NC_006318.1,1,100,1
ERR1993147,NC_006318.1,4,100,13
ERR2955746,NC_006318.1,1,100,1
ERR1719373,NC_006318.1,1,100,1
ERR2576570,NC_006318.1,1,94,1
ERR3928744,NC_006318.1,1,100,1
ERR673389,NC_006318.1,2,83,1
SRR10216383,NC_006318.1,1,100,2
SRR10153189,NC_006318.1,1,100,1
SRR10198632,NC_006318.1,1,100,1
SRR10205423,NC_006318.1,1,100,1
SRR10241148,NC_006318.1,1,92,1
SRR10916595,NC_006318.1,1,100,1
SRR10916602,NC_006318.1,1,100,1
SRR10401518,NC_006318.1,1,100,1
SRR031859,NC_006318.1,1,100,1
SRR11357077,NC_006318.1,1,100,1
SRR10272546,NC_006318.1,1,100,4
SRR10401542,NC_006318.1,1,100,1
SRR10545141,NC_006318.1,1,100,1
SRR097777,NC_006318.1,1,94,1
SRR11015403,NC_006318.1,95,99,112718
SRR11015404,NC_006318.1,94,99,158195
SRR10668853,NC_006318.1,1,100,1
SRR10668854,NC_006318.1,1,100,1
SRR10668857,NC_006318.1,1,100,1
SRR10668860,NC_006318.1,1,100,1
SRR10668861,NC_006318.1,1,100,1
SRR10913879,NC_006318.1,1,100,1
SRR10913880,NC_006318.1,1,100,1
SRR10668866,NC_006318.1,1,100,1
SRR10668867,NC_006318.1,1,100,1
SRR10868442,NC_006318.1,1,100,1
SRR10668868,NC_006318.1,1,100,1
SRR10401615,NC_006318.1,1,100,1
SRR11365068,NC_006318.1,1,96,1
SRR10401641,NC_006318.1,1,100,2
SRR1727702,NC_006318.1,2,87,1
SRR10668921,NC_006318.1,1,100,1
SRR10668923,NC_006318.1,1,100,1
SRR10668930,NC_006318.1,1,100,1
SRR1703268,NC_006318.1,2,85,1
SRR2762385,NC_006318.1,2,83,1
SRR3063733,NC_006318.1,1,95,2
SRR3198322,NC_006318.1,1,96,2
SRR2832541,NC_006318.1,1,94,1
SRR1557113,NC_006318.1,1,100,1
SRR1840418,NC_006318.1,2,83,1
SRR038446,NC_006318.1,1,91,1
SRR1296037,NC_006318.1,1,100,1
SRR2878942,NC_006318.1,2,86,1
SRR3161705,NC_006318.1,1,100,1
SRR2182352,NC_006318.1,2,82,1
SRR3306827,NC_006318.1,1,94,1
SRR3509733,NC_006318.1,1,88,1
SRR2969543,NC_006318.1,1,100,2
SRR3363041,NC_006318.1,1,89,1
SRR3235956,NC_006318.1,1,100,1
SRR2094394,NC_006318.1,1,97,1
SRR3231257,NC_006318.1,1,96,2
SRR3231263,NC_006318.1,1,94,2
SRR332463,NC_006318.1,2,86,1
SRR3231328,NC_006318.1,1,97,2
SRR5027582,NC_006318.1,1,100,1
SRR3342116,NC_006318.1,1,100,1
SRR3342117,NC_006318.1,1,100,3
SRR404203,NC_006318.1,2,81,1
SRR4473785,NC_006318.1,1,100,1
SRR4473786,NC_006318.1,1,100,1
SRR4473787,NC_006318.1,1,100,2
SRR4473789,NC_006318.1,1,100,1
SRR4473790,NC_006318.1,1,100,2
SRR4473791,NC_006318.1,1,100,1
SRR502797,NC_006318.1,1,89,1
SRR1740079,NC_006318.1,1,94,1
SRR4421493,NC_006318.1,1,97,1
SRR068565,NC_006318.1,1,90,1
SRR5062105,NC_006318.1,1,100,1
SRR4380057,NC_006318.1,2,80,1
SRR5953674,NC_006318.1,1,94,1
SRR5218229,NC_006318.1,1,97,1
SRR5236505,NC_006318.1,1,100,1
SRR5942277,NC_006318.1,1,97,1
SRR5944326,NC_006318.1,2,86,1
SRR6207354,NC_006318.1,1,100,1
SRR642083,NC_006318.1,1,94,1
SRR6334446,NC_006318.1,1,100,1
SRR669833,NC_006318.1,1,91,1
SRR6515901,NC_006318.1,1,100,1
SRR6323946,NC_006318.1,1,100,1
SRR6811830,NC_006318.1,1,100,1
SRR6327133,NC_006318.1,1,100,1
SRR7072035,NC_006318.1,2,85,1
SRR7209786,NC_006318.1,2,83,1
SRR787300,NC_006318.1,1,88,1
SRR797946,NC_006318.1,1,96,1
SRR7993643,NC_006318.1,1,100,1
SRR8068384,NC_006318.1,1,100,2
SRR8281308,NC_006318.1,1,100,1
SRR786791,NC_006318.1,1,96,1
SRR8526560,NC_006318.1,1,100,1
SRR8501850,NC_006318.1,1,100,1
SRR9005450,NC_006318.1,1,100,1
SRR9005452,NC_006318.1,1,100,1
SRR9005453,NC_006318.1,1,100,1
SRR9290863,NC_006318.1,1,100,2
SRR9029604,NC_006318.1,1,100,1
SRR8696090,NC_006318.1,1,100,3
SRR9888029,NC_006318.1,5,98,12
