run_id,sequence_accession,score,percent_identity,n_reads
DRR100343,NC_001449.1,1,93,1
DRR059994,NC_001449.1,2,75,1
DRR092900,NC_001449.1,1,96,1
DRR075389,NC_001449.1,1,90,1
DRR186401,NC_001449.1,1,96,1
DRR174980,NC_001449.1,1,100,2
DRR019414,NC_001449.1,1,94,1
DRR061893,NC_001449.1,1,100,1
DRR053774,NC_001449.1,1,96,1
DRR089585,NC_001449.1,1,100,1
ERR1224290,NC_001449.1,1,98,1
ERR1346588,NC_001449.1,1,100,2
ERR1353547,NC_001449.1,1,99,1
ERR1353569,NC_001449.1,1,93,1
DRR166159,NC_001449.1,1,96,1
ERR1717470,NC_001449.1,1,97,1
ERR1735730,NC_001449.1,1,100,1
ERR1042166,NC_001449.1,1,100,1
ERR1701760,NC_001449.1,1,100,1
ERR1157956,NC_001449.1,1,100,1
ERR1346863,NC_001449.1,1,97,1
ERR1823152,NC_001449.1,1,100,2
ERR1450565,NC_001449.1,1,98,4
ERR1719146,NC_001449.1,1,100,1
DRR001631,NC_001449.1,2,86,1
ERR1719158,NC_001449.1,1,100,1
DRR014321,NC_001449.1,1,93,1
DRR029578,NC_001449.1,1,90,1
ERR2433116,NC_001449.1,1,94,2
ERR1815668,NC_001449.1,1,100,1
ERR2433121,NC_001449.1,6,97,10
ERR2433123,NC_001449.1,5,97,8
ERR2433128,NC_001449.1,3,97,4
ERR2433129,NC_001449.1,2,97,2
ERR1357152,NC_001449.1,1,97,1
ERR1357154,NC_001449.1,1,100,1
ERR1740132,NC_001449.1,1,100,1
ERR162241,NC_001449.1,1,100,1
ERR1740324,NC_001449.1,1,100,1
DRR170770,NC_001449.1,1,100,1
ERR210399,NC_001449.1,1,96,1
ERR2437232,NC_001449.1,1,100,1
ERR1193298,NC_001449.1,1,94,1
ERR2596896,NC_001449.1,1,100,1
ERR266223,NC_001449.1,1,88,1
ERR1726576,NC_001449.1,1,100,1
ERR2767292,NC_001449.1,1,100,1
ERR1726579,NC_001449.1,1,96,1
ERR2949954,NC_001449.1,1,100,2
ERR2949955,NC_001449.1,1,100,1
ERR2949957,NC_001449.1,1,100,2
ERR1712197,NC_001449.1,1,100,2
ERR2953237,NC_001449.1,1,100,1
ERR2953238,NC_001449.1,1,100,2
ERR2731370,NC_001449.1,1,97,4
ERR2731373,NC_001449.1,1,96,2
ERR2337168,NC_001449.1,1,100,1
ERR2955735,NC_001449.1,1,100,1
