run_id,sequence_accession,score,percent_identity,n_reads
DRR196848,NC_007551.1,1,92,1
DRR094966,NC_007551.1,1,100,1
DRR095069,NC_007551.1,1,100,1
ERR1719153,NC_007551.1,1,100,1
ERR1302772,NC_007551.1,2,83,4
ERR1302786,NC_007551.1,2,81,2
ERR1302794,NC_007551.1,7,85,10
ERR2360036,NC_007551.1,1,94,1
ERR1758952,NC_007551.1,1,100,1
ERR1758984,NC_007551.1,1,100,1
ERR174301,NC_007551.1,1,100,1
DRR015377,NC_007551.1,1,97,1
ERR276865,NC_007551.1,1,93,3
ERR276871,NC_007551.1,1,93,1
ERR1302875,NC_007551.1,4,81,4
ERR1302883,NC_007551.1,4,83,9
ERR266395,NC_007551.1,1,97,1
ERR266400,NC_007551.1,1,97,1
ERR348232,NC_007551.1,1,94,2
ERR2721189,NC_007551.1,1,97,1
ERR3928744,NC_007551.1,1,100,1
ERR663233,NC_007551.1,1,94,1
ERR2603659,NC_007551.1,2,87,1
SRR10340955,NC_007551.1,4,100,10
SRR032086,NC_007551.1,1,100,1
ERR668377,NC_007551.1,1,100,1
ERR923271,NC_007551.1,1,97,1
ERR776119,NC_007551.1,2,87,1
SRR1038376,NC_007551.1,1,100,1
SRR1055001,NC_007551.1,2,85,1
SRR020795,NC_007551.1,2,83,1
SRR10007902,NC_007551.1,1,100,1
SRR10401467,NC_007551.1,1,100,1
SRR10401469,NC_007551.1,1,100,1
ERR1302442,NC_007551.1,3,83,6
SRR10401472,NC_007551.1,1,100,1
SRR059885,NC_007551.1,2,76,1
SRR1043689,NC_007551.1,1,97,1
ERR636390,NC_007551.1,1,100,1
SRR10119582,NC_007551.1,1,97,1
SRR1044403,NC_007551.1,1,100,1
SRR1044404,NC_007551.1,1,100,1
SRR10894944,NC_007551.1,1,100,2
SRR10894946,NC_007551.1,1,100,2
SRR10894947,NC_007551.1,1,100,1
ERR1302522,NC_007551.1,9,83,10
SRR10401521,NC_007551.1,1,100,1
SRR032349,NC_007551.1,1,96,1
SRR10401528,NC_007551.1,1,100,1
SRR10972806,NC_007551.1,23,83,33
SRR10272546,NC_007551.1,1,100,1
SRR10972807,NC_007551.1,15,81,19
SRR10401538,NC_007551.1,1,100,2
SRR10972808,NC_007551.1,19,81,52
SRR10259047,NC_007551.1,1,97,1
SRR10972809,NC_007551.1,14,82,18
SRR10972810,NC_007551.1,7,82,11
SRR10972811,NC_007551.1,15,82,23
SRR1031974,NC_007551.1,2,82,1
SRR10338125,NC_007551.1,4,100,10
SRR11349588,NC_007551.1,1,100,1
SRR10401568,NC_007551.1,1,100,1
SRR11014441,NC_007551.1,1,97,1
SRR10401570,NC_007551.1,1,100,1
SRR10163814,NC_007551.1,1,100,1
SRR10868424,NC_007551.1,1,100,1
SRR118441,NC_007551.1,1,96,1
SRR11742313,NC_007551.1,1,100,1
SRR035253,NC_007551.1,1,90,1
SRR11195981,NC_007551.1,1,100,2
SRR035254,NC_007551.1,1,100,2
SRR10668870,NC_007551.1,1,100,2
SRR10401618,NC_007551.1,1,100,1
SRR10668872,NC_007551.1,1,100,1
SRR1146560,NC_007551.1,1,91,2
SRR10668875,NC_007551.1,1,100,1
SRR10668876,NC_007551.1,1,100,1
SRR10401629,NC_007551.1,1,100,5
SRR10668878,NC_007551.1,1,100,1
SRR10668880,NC_007551.1,1,100,1
SRR10668882,NC_007551.1,1,100,1
SRR10668883,NC_007551.1,1,100,3
SRR112689,NC_007551.1,1,100,1
SRR10401643,NC_007551.1,1,100,1
SRR10401652,NC_007551.1,1,100,1
SRR11249292,NC_007551.1,1,100,1
SRR1959046,NC_007551.1,1,91,1
SRR1425357,NC_007551.1,2,81,1
SRR2105798,NC_007551.1,1,88,1
SRR11471120,NC_007551.1,1,100,1
SRR2157171,NC_007551.1,2,81,1
SRR2042616,NC_007551.1,1,96,1
SRR1267978,NC_007551.1,1,94,1
SRR2096025,NC_007551.1,1,91,1
SRR2226532,NC_007551.1,2,81,1
SRR1462396,NC_007551.1,1,96,1
SRR2045039,NC_007551.1,1,88,1
SRR1501077,NC_007551.1,1,96,3
SRR2084764,NC_007551.1,2,82,1
SRR1765988,NC_007551.1,2,79,1
SRR1284625,NC_007551.1,2,80,1
SRR2669242,NC_007551.1,2,80,1
SRR1285424,NC_007551.1,1,88,1
SRR2878945,NC_007551.1,1,97,1
SRR1640010,NC_007551.1,2,81,1
SRR3189697,NC_007551.1,2,81,1
SRR1657528,NC_007551.1,2,85,1
SRR3590623,NC_007551.1,1,97,1
SRR3590624,NC_007551.1,1,100,1
SRR351337,NC_007551.1,1,93,1
SRR351341,NC_007551.1,1,93,1
SRR2120388,NC_007551.1,1,93,1
SRR3188786,NC_007551.1,1,100,1
SRR3188897,NC_007551.1,1,100,1
SRR3101649,NC_007551.1,1,100,1
SRR3493716,NC_007551.1,2,86,1
SRR3156506,NC_007551.1,1,94,1
SRR2753090,NC_007551.1,1,100,1
SRR1542622,NC_007551.1,1,100,2
SRR1542660,NC_007551.1,1,100,1
SRR3191945,NC_007551.1,1,97,1
SRR5180534,NC_007551.1,1,94,1
SRR2071929,NC_007551.1,1,100,1
SRR4035451,NC_007551.1,1,98,5
SRR4035452,NC_007551.1,1,100,3
SRR2648299,NC_007551.1,1,91,1
SRR2648301,NC_007551.1,1,97,1
SRR3083977,NC_007551.1,2,86,1
SRR3189352,NC_007551.1,1,96,1
SRR2072575,NC_007551.1,1,97,1
SRR334216,NC_007551.1,1,100,1
SRR389079,NC_007551.1,1,96,1
SRR334222,NC_007551.1,1,96,3
SRR334223,NC_007551.1,1,96,3
SRR334224,NC_007551.1,1,96,1
SRR334225,NC_007551.1,1,97,2
SRR334226,NC_007551.1,1,96,3
SRR334227,NC_007551.1,1,93,1
SRR334229,NC_007551.1,1,96,1
SRR334230,NC_007551.1,1,96,2
SRR334236,NC_007551.1,1,96,1
SRR334237,NC_007551.1,1,96,1
SRR334238,NC_007551.1,1,96,1
SRR334243,NC_007551.1,1,96,1
SRR334244,NC_007551.1,1,96,4
SRR334245,NC_007551.1,1,96,1
SRR334246,NC_007551.1,1,93,1
SRR334249,NC_007551.1,1,96,3
SRR334250,NC_007551.1,1,93,1
SRR334251,NC_007551.1,1,100,1
SRR334252,NC_007551.1,1,96,1
SRR334254,NC_007551.1,1,96,2
SRR334255,NC_007551.1,1,96,2
SRR334256,NC_007551.1,1,96,3
SRR334259,NC_007551.1,1,96,1
SRR334260,NC_007551.1,1,96,1
SRR334262,NC_007551.1,1,97,1
SRR334263,NC_007551.1,1,96,3
SRR334264,NC_007551.1,1,96,1
SRR334269,NC_007551.1,1,96,1
SRR334273,NC_007551.1,1,96,3
SRR334274,NC_007551.1,1,96,1
SRR334275,NC_007551.1,1,96,1
SRR334276,NC_007551.1,1,98,2
SRR334278,NC_007551.1,1,96,1
SRR334279,NC_007551.1,1,96,2
SRR334280,NC_007551.1,1,100,6
SRR334281,NC_007551.1,1,96,1
SRR334282,NC_007551.1,1,96,2
SRR334283,NC_007551.1,1,96,1
SRR334284,NC_007551.1,1,100,1
SRR334285,NC_007551.1,1,93,1
SRR334288,NC_007551.1,1,100,2
SRR334290,NC_007551.1,1,96,1
SRR334291,NC_007551.1,4,99,10
SRR334292,NC_007551.1,1,96,4
SRR334293,NC_007551.1,1,96,1
SRR334294,NC_007551.1,1,93,1
SRR334296,NC_007551.1,4,100,11
SRR334300,NC_007551.1,1,94,1
SRR334302,NC_007551.1,4,100,8
SRR334305,NC_007551.1,1,100,2
SRR334307,NC_007551.1,1,96,1
SRR334308,NC_007551.1,1,100,3
SRR334309,NC_007551.1,1,100,4
SRR334310,NC_007551.1,1,100,2
SRR334311,NC_007551.1,1,100,2
SRR334314,NC_007551.1,1,99,3
SRR334316,NC_007551.1,1,95,2
SRR334321,NC_007551.1,1,96,1
SRR334326,NC_007551.1,1,96,1
SRR334329,NC_007551.1,1,96,1
SRR334332,NC_007551.1,1,96,1
SRR334334,NC_007551.1,1,96,1
SRR334335,NC_007551.1,1,96,1
SRR3474238,NC_007551.1,1,93,1
SRR5587015,NC_007551.1,1,96,1
SRR4784919,NC_007551.1,1,100,1
SRR5278038,NC_007551.1,1,97,1
SRR5009844,NC_007551.1,1,100,1
SRR5638636,NC_007551.1,1,96,1
SRR5272883,NC_007551.1,2,81,1
SRR5509702,NC_007551.1,1,97,1
SRR5664344,NC_007551.1,1,100,1
SRR4785645,NC_007551.1,1,94,1
SRR5032468,NC_007551.1,1,100,1
SRR5920839,NC_007551.1,1,97,1
