run_id,sequence_accession,score,percent_identity,n_reads
ERR1719173,NC_007553.1,1,100,1
ERR1302769,NC_007553.1,1,91,2
ERR1302771,NC_007553.1,1,91,2
ERR1302858,NC_007553.1,1,91,2
ERR1302861,NC_007553.1,2,85,6
ERR1302875,NC_007553.1,2,82,2
ERR1302883,NC_007553.1,2,79,2
ERR2756794,NC_007553.1,4,83,2
ERR2756796,NC_007553.1,19,80,39
ERR1302906,NC_007553.1,1,88,2
SRR1044051,NC_007553.1,1,100,1
SRR10386771,NC_007553.1,1,96,1
ERR4181794,NC_007553.1,1,100,1
SRR10401468,NC_007553.1,1,100,4
ERR1302442,NC_007553.1,2,81,3
SRR10027201,NC_007553.1,1,100,1
SRR10027207,NC_007553.1,1,100,3
SRR10401488,NC_007553.1,1,100,2
SRR10401500,NC_007553.1,1,100,1
SRR10401505,NC_007553.1,1,100,1
ERR1302522,NC_007553.1,4,80,8
SRR10972807,NC_007553.1,1,89,3
SRR10401551,NC_007553.1,1,100,3
SRR096881,NC_007553.1,1,100,1
SRR10399874,NC_007553.1,1,93,1
SRR11742301,NC_007553.1,1,100,1
SRR10401596,NC_007553.1,1,100,4
SRR11597420,NC_007553.1,1,96,1
SRR11597460,NC_007553.1,1,96,1
SRR10401617,NC_007553.1,1,100,2
DRR012601,NC_007553.1,1,93,1
SRR1167550,NC_007553.1,2,78,1
SRR2102401,NC_007553.1,1,89,1
SRR2099416,NC_007553.1,1,88,1
SRR2099531,NC_007553.1,1,97,1
SRR2099535,NC_007553.1,1,94,1
SRR3436823,NC_007553.1,1,96,1
SRR3436824,NC_007553.1,1,100,1
SRR2976574,NC_007553.1,2,84,4
SRR2193805,NC_007553.1,1,100,2
SRR326285,NC_007553.1,1,89,1
SRR326290,NC_007553.1,2,87,1
SRR2921198,NC_007553.1,1,100,1
SRR4014814,NC_007553.1,1,88,1
SRR2097565,NC_007553.1,2,87,2
SRR445812,NC_007553.1,1,93,1
SRR5100833,NC_007553.1,1,96,1
SRR3719563,NC_007553.1,1,93,1
SRR5489295,NC_007553.1,2,80,1
SRR6126851,NC_007553.1,1,96,1
SRR5947148,NC_007553.1,2,82,1
SRR5947153,NC_007553.1,4,82,2
SRR6814853,NC_007553.1,1,100,1
SRR7858507,NC_007553.1,1,100,1
SRR7352168,NC_007553.1,1,94,1
SRR7615607,NC_007553.1,1,93,1
SRR7822206,NC_007553.1,1,97,1
SRR8441019,NC_007553.1,1,100,1
SRR8280397,NC_007553.1,1,100,1
SRR7827281,NC_007553.1,1,100,1
SRR8381837,NC_007553.1,3,91,5
SRR8381849,NC_007553.1,3,85,8
SRR847766,NC_007553.1,1,100,1
SRR8381851,NC_007553.1,26,90,748
SRR8381867,NC_007553.1,5,83,5
SRR8381868,NC_007553.1,2,86,1
SRR8842250,NC_007553.1,1,100,1
SRR7827617,NC_007553.1,1,100,1
SRR7827625,NC_007553.1,1,100,1
SRR869773,NC_007553.1,1,97,1
SRR7827917,NC_007553.1,1,100,1
SRR9621750,NC_007553.1,1,100,2
SRR934017,NC_007553.1,1,96,1
