run_id,sequence_accession,score,percent_identity,n_reads
DRR049387,NC_011508.2,54,85,7482
DRR140160,NC_011508.2,79,84,3179
DRR140173,NC_011508.2,1,89,1
DRR118901,NC_011508.2,1,94,1
DRR131625,NC_011508.2,1,100,2
ERR1097474,NC_011508.2,24,83,153
DRR079289,NC_011508.2,3,84,2
DRR079290,NC_011508.2,5,86,6
DRR000231,NC_011508.2,1,100,1
ERR1096416,NC_011508.2,1,91,1
ERR1198915,NC_011508.2,4,88,5
DRR021355,NC_011508.2,1,100,1
DRR168604,NC_011508.2,1,100,1
DRR021358,NC_011508.2,1,100,1
ERR1352904,NC_011508.2,3,88,3
DRR133218,NC_011508.2,1,100,1
ERR1425344,NC_011508.2,2,87,1
ERR1352906,NC_011508.2,5,87,3
ERR1346813,NC_011508.2,1,100,2
ERR1352908,NC_011508.2,5,86,11
ERR1352910,NC_011508.2,4,88,6
ERR1404156,NC_011508.2,1,88,2
ERR1352912,NC_011508.2,1,88,2
ERR1036312,NC_011508.2,3,84,2
ERR1352914,NC_011508.2,2,85,2
DRR108233,NC_011508.2,1,97,1
DRR001364,NC_011508.2,1,97,1
ERR1331692,NC_011508.2,1,97,1
ERR1356693,NC_011508.2,28,86,60
ERR1356695,NC_011508.2,2,87,2
ERR1794059,NC_011508.2,2,83,3
ERR1301604,NC_011508.2,84,84,1264
ERR1356697,NC_011508.2,14,86,27
ERR1300950,NC_011508.2,5,85,6
ERR1356699,NC_011508.2,21,86,34
ERR1300951,NC_011508.2,5,84,5
ERR1301610,NC_011508.2,58,84,186
ERR1300952,NC_011508.2,100,84,55560
ERR1300953,NC_011508.2,20,85,31
ERR1356701,NC_011508.2,18,87,27
ERR1300954,NC_011508.2,57,84,11006
ERR1300955,NC_011508.2,100,84,72059
ERR1300956,NC_011508.2,2,85,4
ERR1300957,NC_011508.2,100,86,22839
ERR1300958,NC_011508.2,10,79,12
ERR1852736,NC_011508.2,1,97,1
ERR1300959,NC_011508.2,15,85,21
ERR1356703,NC_011508.2,9,86,10
ERR1300960,NC_011508.2,5,84,6
ERR1301616,NC_011508.2,9,83,12
ERR1612258,NC_011508.2,1,100,1
ERR1300961,NC_011508.2,9,84,6
ERR1756646,NC_011508.2,1,90,2
ERR1756647,NC_011508.2,3,86,4
ERR1300962,NC_011508.2,6,88,7
ERR1356705,NC_011508.2,3,89,4
ERR1352924,NC_011508.2,2,87,1
ERR1300963,NC_011508.2,100,85,28014
ERR1300964,NC_011508.2,8,85,18
ERR1356707,NC_011508.2,1,88,1
ERR1300965,NC_011508.2,2,83,2
ERR1301621,NC_011508.2,3,86,4
ERR1301623,NC_011508.2,7,85,8
ERR1300966,NC_011508.2,2,84,2
ERR1300967,NC_011508.2,6,82,5
DRR133479,NC_011508.2,1,100,1
ERR1356709,NC_011508.2,5,86,9
ERR1301625,NC_011508.2,2,84,2
ERR1301626,NC_011508.2,4,83,5
