run_id,sequence_accession,score,percent_identity,n_reads
DRR159222,NC_001477.1,1,100,1
DRR159226,NC_001477.1,1,100,2
DRR159227,NC_001477.1,1,93,3
DRR159229,NC_001477.1,1,100,6
DRR159230,NC_001477.1,1,100,1
DRR159231,NC_001477.1,1,100,1
DRR159237,NC_001477.1,1,100,2
DRR159238,NC_001477.1,1,93,3
DRR159241,NC_001477.1,1,100,1
DRR098691,NC_001477.1,1,96,4
DRR098692,NC_001477.1,1,98,2
DRR098695,NC_001477.1,1,97,2
DRR098697,NC_001477.1,1,92,2
DRR140170,NC_001477.1,1,100,1
DRR088289,NC_001477.1,29,82,52
DRR084314,NC_001477.1,1,96,1
DRR084318,NC_001477.1,1,96,1
DRR100348,NC_001477.1,1,96,1
DRR024810,NC_001477.1,4,99,10
DRR024811,NC_001477.1,4,98,13
DRR024812,NC_001477.1,1,99,6
DRR024813,NC_001477.1,1,100,2
DRR024814,NC_001477.1,1,97,4
DRR091387,NC_001477.1,1,100,7
DRR091388,NC_001477.1,1,100,2
DRR075387,NC_001477.1,1,100,1
DRR075388,NC_001477.1,1,100,1
DRR091389,NC_001477.1,1,100,1
DRR075390,NC_001477.1,1,100,1
DRR162419,NC_001477.1,6,89,1048
DRR162420,NC_001477.1,7,89,718
DRR162421,NC_001477.1,6,90,837
DRR191192,NC_001477.1,1,100,2
DRR162418,NC_001477.1,6,89,851
DRR191193,NC_001477.1,1,100,1
DRR200606,NC_001477.1,1,97,1
DRR191194,NC_001477.1,1,100,1
DRR111617,NC_001477.1,1,90,1
DRR191197,NC_001477.1,1,100,1
DRR191198,NC_001477.1,1,100,2
DRR191199,NC_001477.1,1,100,2
DRR191200,NC_001477.1,1,100,1
DRR075397,NC_001477.1,1,100,5
DRR075398,NC_001477.1,1,98,7
DRR075399,NC_001477.1,4,100,42
DRR075400,NC_001477.1,1,100,4
DRR075401,NC_001477.1,1,100,7
DRR075402,NC_001477.1,4,100,10
DRR191202,NC_001477.1,1,100,4
DRR191204,NC_001477.1,1,100,4
DRR191205,NC_001477.1,1,100,1
DRR191207,NC_001477.1,1,100,1
DRR205180,NC_001477.1,2,95,2
DRR089560,NC_001477.1,1,100,1
DRR134027,NC_001477.1,1,97,1
DRR108551,NC_001477.1,1,100,1
DRR000752,NC_001477.1,1,91,1
DRR031588,NC_001477.1,1,96,1
DRR134084,NC_001477.1,1,94,1
DRR131709,NC_001477.1,1,97,1
ERR1337876,NC_001477.1,1,100,1
DRR031611,NC_001477.1,1,100,1
DRR031612,NC_001477.1,1,100,1
DRR093572,NC_001477.1,1,96,1
DRR051496,NC_001477.1,1,100,2
DRR061891,NC_001477.1,1,100,1
DRR031698,NC_001477.1,1,93,1
DRR131792,NC_001477.1,1,100,1
DRR031700,NC_001477.1,1,96,1
DRR108142,NC_001477.1,1,97,1
DRR031702,NC_001477.1,1,93,1
DRR053792,NC_001477.1,1,96,1
DRR089603,NC_001477.1,1,100,1
DRR092250,NC_001477.1,1,97,2
DRR092252,NC_001477.1,4,97,8
DRR092257,NC_001477.1,1,97,2
DRR179033,NC_001477.1,5,94,201
DRR179034,NC_001477.1,5,96,196
DRR179035,NC_001477.1,5,94,175
DRR179036,NC_001477.1,5,95,171
DRR179038,NC_001477.1,4,96,240
DRR179037,NC_001477.1,5,96,336
DRR165448,NC_001477.1,80,94,262
DRR165451,NC_001477.1,100,94,845
DRR001151,NC_001477.1,1,96,1
DRR086995,NC_001477.1,1,100,6
DRR086996,NC_001477.1,1,100,1
ERR1328272,NC_001477.1,1,100,1
DRR086998,NC_001477.1,1,100,1
DRR089641,NC_001477.1,1,100,1
DRR087000,NC_001477.1,1,100,6
DRR087001,NC_001477.1,1,100,4
DRR013962,NC_001477.1,1,100,1
DRR134422,NC_001477.1,1,100,1
ERR1755234,NC_001477.1,1,100,2
SRR3465896,NC_001477.1,1,91,1
DRR087280,NC_001477.1,1,100,1
ERR1735728,NC_001477.1,4,99,12
DRR022939,NC_001477.1,1,100,1
DRR054084,NC_001477.1,1,98,2
DRR168293,NC_001477.1,1,97,1
ERR1852737,NC_001477.1,1,100,1
ERR1560093,NC_001477.1,1,100,3
ERR1518717,NC_001477.1,2,80,1
ERR1737197,NC_001477.1,2,100,3
DRR022985,NC_001477.1,1,96,1
DRR108875,NC_001477.1,1,100,1
DRR134562,NC_001477.1,1,92,1
DRR055037,NC_001477.1,1,100,1
ERR033740,NC_001477.1,1,100,1
DRR108344,NC_001477.1,1,100,1
ERR1663033,NC_001477.1,1,97,1
DRR023308,NC_001477.1,1,100,1
ERR1663734,NC_001477.1,1,96,1
DRR134658,NC_001477.1,1,100,1
SRR5204374,NC_001477.1,6,92,20
ERR2116782,NC_001477.1,1,100,1
DRR001631,NC_001477.1,1,91,1
ERR2116783,NC_001477.1,1,100,1
ERR2116784,NC_001477.1,1,94,3
ERR2059854,NC_001477.1,1,100,1
DRR109885,NC_001477.1,1,100,1
SRR5713108,NC_001477.1,2,79,1
ERR1663087,NC_001477.1,1,100,1
ERR2433116,NC_001477.1,26,95,62
ERR1824292,NC_001477.1,1,91,1
ERR038240,NC_001477.1,1,100,1
ERR2433119,NC_001477.1,95,98,376
ERR1815668,NC_001477.1,1,100,1
ERR2433120,NC_001477.1,100,98,436
ERR1815669,NC_001477.1,1,100,1
ERR2433123,NC_001477.1,2,84,1
ERR2433125,NC_001477.1,8,95,11
ERR2433128,NC_001477.1,1,100,3
ERR1816833,NC_001477.1,1,100,1
ERR1725803,NC_001477.1,1,99,2
ERR039165,NC_001477.1,1,100,1
ERR2598980,NC_001477.1,19,100,47
ERR162238,NC_001477.1,1,96,1
SRR6001003,NC_001477.1,1,100,1
ERR162242,NC_001477.1,1,96,1
ERR2564007,NC_001477.1,1,93,1
DRR170770,NC_001477.1,1,93,1
ERR1110295,NC_001477.1,1,98,1
ERR1988818,NC_001477.1,1,100,1
ERR1457391,NC_001477.1,2,81,1
ERR162250,NC_001477.1,1,96,2
ERR1988822,NC_001477.1,1,97,1
ERR1988823,NC_001477.1,1,99,3
ERR1988824,NC_001477.1,1,100,2
ERR1988825,NC_001477.1,1,99,3
ERR1110296,NC_001477.1,1,98,1
ERR2143826,NC_001477.1,1,100,1
ERR2103479,NC_001477.1,1,100,1
ERR055722,NC_001477.1,1,100,1
ERR162264,NC_001477.1,1,96,1
ERR1110301,NC_001477.1,2,99,4
DRR029950,NC_001477.1,1,93,1
DRR001922,NC_001477.1,1,89,1
ERR2596840,NC_001477.1,1,100,1
ERR1110307,NC_001477.1,2,97,2
ERR1110308,NC_001477.1,1,99,2
ERR2596863,NC_001477.1,1,100,1
ERR2795080,NC_001477.1,1,100,2
ERR2451357,NC_001477.1,1,100,1
ERR1110315,NC_001477.1,1,100,2
ERR2040484,NC_001477.1,1,98,1
ERR1137982,NC_001477.1,1,100,1
DRR109249,NC_001477.1,1,100,1
ERR2276410,NC_001477.1,1,93,1
ERR1663235,NC_001477.1,1,97,1
ERR1137984,NC_001477.1,1,89,2
ERR2040596,NC_001477.1,1,88,3
ERR1663245,NC_001477.1,1,97,1
ERR1992828,NC_001477.1,1,100,2
ERR2205069,NC_001477.1,1,100,2
