run_id,sequence_accession,score,percent_identity,n_reads
DRR065493,NC_001611.1,1,100,1
DRR065496,NC_001611.1,2,100,2
DRR118301,NC_001611.1,1,89,3
DRR118302,NC_001611.1,1,90,1
DRR118303,NC_001611.1,1,91,3
DRR066261,NC_001611.1,1,90,7
DRR066262,NC_001611.1,7,90,42
DRR066263,NC_001611.1,6,89,26
DRR066264,NC_001611.1,5,91,9
DRR066265,NC_001611.1,7,89,17
DRR066266,NC_001611.1,7,90,14
DRR071072,NC_001611.1,1,100,1
DRR066268,NC_001611.1,1,91,7
DRR066283,NC_001611.1,1,100,5
DRR066284,NC_001611.1,4,98,8
DRR066285,NC_001611.1,4,100,18
DRR066286,NC_001611.1,1,100,1
DRR066340,NC_001611.1,6,86,11
DRR035702,NC_001611.1,1,100,1
DRR035905,NC_001611.1,2,81,1
DRR058701,NC_001611.1,1,92,2
DRR059012,NC_001611.1,1,97,1
DRR090924,NC_001611.1,1,100,1
DRR139176,NC_001611.1,1,100,2
DRR139177,NC_001611.1,1,100,2
DRR139180,NC_001611.1,1,100,3
DRR139184,NC_001611.1,1,100,2
DRR139185,NC_001611.1,1,100,1
DRR139186,NC_001611.1,1,100,1
DRR059021,NC_001611.1,2,79,1
DRR062899,NC_001611.1,1,100,1
DRR139985,NC_001611.1,1,100,1
DRR073108,NC_001611.1,1,94,1
DRR049388,NC_001611.1,1,96,1
DRR049391,NC_001611.1,1,100,1
DRR140126,NC_001611.1,1,100,1
DRR124496,NC_001611.1,1,97,2
DRR073110,NC_001611.1,1,100,2
DRR140131,NC_001611.1,1,100,1
DRR140133,NC_001611.1,1,100,1
DRR140134,NC_001611.1,1,100,2
DRR140135,NC_001611.1,1,100,1
DRR036841,NC_001611.1,1,100,1
DRR140138,NC_001611.1,1,100,2
DRR140145,NC_001611.1,1,100,1
DRR140146,NC_001611.1,1,100,1
DRR049635,NC_001611.1,1,97,1
DRR140155,NC_001611.1,1,100,1
DRR098259,NC_001611.1,1,100,1
DRR098261,NC_001611.1,1,100,2
DRR049648,NC_001611.1,1,94,1
DRR098265,NC_001611.1,1,100,3
DRR098266,NC_001611.1,1,100,2
DRR098267,NC_001611.1,1,100,1
DRR098268,NC_001611.1,4,100,8
DRR098269,NC_001611.1,1,100,1
DRR098270,NC_001611.1,1,100,4
DRR098271,NC_001611.1,1,100,7
DRR098272,NC_001611.1,1,100,1
DRR098275,NC_001611.1,1,100,1
DRR059297,NC_001611.1,1,94,1
DRR059299,NC_001611.1,3,91,2
DRR049649,NC_001611.1,1,94,1
DRR098276,NC_001611.1,1,100,1
DRR098277,NC_001611.1,1,89,1
DRR046994,NC_001611.1,2,84,1
DRR059301,NC_001611.1,1,100,1
DRR098278,NC_001611.1,1,100,3
DRR207908,NC_001611.1,1,97,1
DRR036857,NC_001611.1,2,81,1
DRR098283,NC_001611.1,1,100,2
DRR036939,NC_001611.1,1,97,1
DRR036940,NC_001611.1,1,93,1
DRR207917,NC_001611.1,1,90,1
DRR046818,NC_001611.1,8,95,29
DRR095965,NC_001611.1,1,100,1
DRR095966,NC_001611.1,1,95,2
DRR095970,NC_001611.1,1,100,1
DRR095972,NC_001611.1,1,91,1
DRR095974,NC_001611.1,2,85,2
DRR095975,NC_001611.1,2,78,1
DRR096279,NC_001611.1,1,97,1
DRR096281,NC_001611.1,1,100,1
DRR142738,NC_001611.1,1,97,1
DRR142744,NC_001611.1,1,90,1
DRR092708,NC_001611.1,2,85,2
ERR1100843,NC_001611.1,1,95,1
DRR100293,NC_001611.1,1,97,1
DRR100294,NC_001611.1,3,89,2
DRR090914,NC_001611.1,4,100,11
DRR039892,NC_001611.1,1,90,1
DRR096596,NC_001611.1,1,100,1
DRR076262,NC_001611.1,1,96,1
DRR096597,NC_001611.1,1,95,2
DRR049956,NC_001611.1,1,100,1
DRR161384,NC_001611.1,2,85,2
DRR124547,NC_001611.1,3,87,5
DRR049958,NC_001611.1,1,100,2
DRR161385,NC_001611.1,2,85,1
DRR161386,NC_001611.1,2,85,1
DRR096603,NC_001611.1,1,94,1
DRR049959,NC_001611.1,1,100,2
DRR196654,NC_001611.1,1,94,1
DRR100295,NC_001611.1,1,91,1
DRR196824,NC_001611.1,2,97,2
DRR196827,NC_001611.1,1,95,2
DRR196828,NC_001611.1,1,94,1
DRR196831,NC_001611.1,4,92,3
DRR196833,NC_001611.1,1,96,1
DRR124676,NC_001611.1,1,92,1
DRR100296,NC_001611.1,2,81,1
DRR124678,NC_001611.1,1,94,1
DRR100298,NC_001611.1,2,76,1
DRR088570,NC_001611.1,1,92,1
DRR050186,NC_001611.1,1,100,4
DRR050173,NC_001611.1,1,100,1
DRR092895,NC_001611.1,1,96,1
DRR100299,NC_001611.1,2,81,1
DRR050174,NC_001611.1,1,100,1
DRR084303,NC_001611.1,1,100,1
DRR050175,NC_001611.1,1,97,1
DRR050176,NC_001611.1,1,100,1
DRR050183,NC_001611.1,4,100,9
DRR050184,NC_001611.1,1,100,7
DRR050185,NC_001611.1,1,100,6
DRR092896,NC_001611.1,1,93,1
DRR050187,NC_001611.1,1,100,4
DRR050188,NC_001611.1,1,100,1
DRR050189,NC_001611.1,4,100,12
DRR100338,NC_001611.1,1,91,1
DRR050192,NC_001611.1,1,100,5
DRR050193,NC_001611.1,1,100,5
DRR050195,NC_001611.1,1,100,5
DRR050196,NC_001611.1,1,100,1
DRR217144,NC_001611.1,2,83,1
DRR050197,NC_001611.1,4,100,12
DRR050198,NC_001611.1,4,100,15
DRR050199,NC_001611.1,1,100,4
DRR050200,NC_001611.1,1,100,3
DRR050201,NC_001611.1,1,100,5
DRR050202,NC_001611.1,4,100,15
DRR067102,NC_001611.1,1,100,3
DRR067103,NC_001611.1,1,100,3
DRR050203,NC_001611.1,4,100,9
DRR050204,NC_001611.1,1,100,7
DRR050205,NC_001611.1,4,100,14
DRR050206,NC_001611.1,4,100,13
DRR067104,NC_001611.1,1,100,5
DRR050207,NC_001611.1,1,100,4
DRR050208,NC_001611.1,1,100,2
DRR050210,NC_001611.1,1,100,4
DRR050213,NC_001611.1,4,100,19
DRR050215,NC_001611.1,4,100,26
DRR100341,NC_001611.1,1,91,1
DRR050216,NC_001611.1,1,100,7
DRR050273,NC_001611.1,1,96,1
DRR067106,NC_001611.1,1,97,1
DRR140175,NC_001611.1,1,93,1
DRR050274,NC_001611.1,1,96,1
DRR217147,NC_001611.1,2,78,1
DRR059882,NC_001611.1,1,93,1
DRR067107,NC_001611.1,1,100,3
DRR067108,NC_001611.1,1,100,2
DRR067109,NC_001611.1,1,100,2
DRR075373,NC_001611.1,2,96,2
DRR075374,NC_001611.1,1,96,1
DRR075376,NC_001611.1,2,100,3
DRR067110,NC_001611.1,1,100,2
DRR196847,NC_001611.1,1,100,1
DRR067111,NC_001611.1,1,100,1
DRR144879,NC_001611.1,1,100,1
DRR050277,NC_001611.1,1,96,2
DRR067112,NC_001611.1,1,100,1
DRR144880,NC_001611.1,1,100,3
DRR067113,NC_001611.1,1,99,6
DRR067114,NC_001611.1,4,100,13
DRR140419,NC_001611.1,1,89,3
DRR140420,NC_001611.1,1,89,5
DRR144882,NC_001611.1,1,100,2
DRR140421,NC_001611.1,1,89,5
DRR140422,NC_001611.1,1,89,1
DRR046913,NC_001611.1,1,100,1
DRR144884,NC_001611.1,1,100,1
DRR100343,NC_001611.1,1,100,1
DRR144885,NC_001611.1,1,100,1
DRR100344,NC_001611.1,1,88,1
DRR144887,NC_001611.1,1,97,1
DRR092900,NC_001611.1,1,94,1
DRR100345,NC_001611.1,1,97,1
DRR144889,NC_001611.1,1,100,1
DRR075377,NC_001611.1,1,91,1
DRR144892,NC_001611.1,1,100,3
DRR100346,NC_001611.1,1,100,1
DRR091120,NC_001611.1,1,97,1
DRR086507,NC_001611.1,2,78,5
DRR046995,NC_001611.1,2,79,2
DRR125069,NC_001611.1,1,96,1
DRR088591,NC_001611.1,1,97,1
DRR144893,NC_001611.1,1,100,1
DRR067115,NC_001611.1,1,100,2
DRR213134,NC_001611.1,1,97,1
DRR140423,NC_001611.1,1,89,1
DRR140424,NC_001611.1,1,89,1
DRR144894,NC_001611.1,1,100,1
DRR144895,NC_001611.1,1,100,4
DRR046998,NC_001611.1,2,81,1
DRR128725,NC_001611.1,1,100,4
DRR067116,NC_001611.1,1,100,5
DRR067117,NC_001611.1,4,100,16
DRR144896,NC_001611.1,1,100,4
DRR100349,NC_001611.1,1,100,1
DRR140511,NC_001611.1,2,87,1
DRR067118,NC_001611.1,1,100,7
DRR047000,NC_001611.1,3,85,2
DRR050346,NC_001611.1,1,97,1
DRR075379,NC_001611.1,1,96,2
DRR067119,NC_001611.1,1,100,5
DRR130767,NC_001611.1,1,97,1
DRR140513,NC_001611.1,1,90,3
DRR067120,NC_001611.1,1,100,3
DRR197148,NC_001611.1,1,100,2
DRR140515,NC_001611.1,1,89,1
DRR067121,NC_001611.1,1,100,2
DRR100351,NC_001611.1,1,100,2
DRR197150,NC_001611.1,1,100,6
DRR067122,NC_001611.1,1,100,5
DRR100352,NC_001611.1,1,100,1
DRR140516,NC_001611.1,1,90,1
DRR151097,NC_001611.1,1,90,2
DRR197151,NC_001611.1,1,100,1
DRR067123,NC_001611.1,1,100,1
DRR151110,NC_001611.1,1,100,1
DRR151111,NC_001611.1,1,100,1
DRR125071,NC_001611.1,1,100,1
DRR151112,NC_001611.1,1,100,2
DRR151115,NC_001611.1,1,92,2
DRR067124,NC_001611.1,1,100,3
DRR189740,NC_001611.1,4,100,96
DRR189741,NC_001611.1,4,100,55
DRR189742,NC_001611.1,4,100,52
DRR189743,NC_001611.1,4,100,44
DRR189744,NC_001611.1,4,100,74
DRR189745,NC_001611.1,4,100,80
DRR189746,NC_001611.1,4,100,66
DRR189747,NC_001611.1,4,100,58
SRR11346965,NC_001611.1,1,100,2
DRR189912,NC_001611.1,1,100,2
DRR189913,NC_001611.1,1,100,1
DRR189914,NC_001611.1,1,100,4
DRR100354,NC_001611.1,2,84,1
DRR140518,NC_001611.1,1,89,3
DRR140519,NC_001611.1,1,90,1
DRR197397,NC_001611.1,1,100,2
DRR128740,NC_001611.1,1,94,1
DRR197399,NC_001611.1,1,100,1
DRR086514,NC_001611.1,1,100,1
DRR125072,NC_001611.1,1,96,1
DRR140523,NC_001611.1,1,90,1
DRR146889,NC_001611.1,1,90,4
DRR050648,NC_001611.1,1,90,1
DRR047005,NC_001611.1,2,82,3
DRR128746,NC_001611.1,1,97,1
DRR047006,NC_001611.1,2,80,1
