run_id,sequence_accession,score,percent_identity,n_reads
DRR071080,NC_005078.1,1,100,1
DRR046818,NC_005078.1,2,86,1
DRR185213,NC_005078.1,1,100,2
DRR185214,NC_005078.1,1,100,2
DRR185215,NC_005078.1,1,100,4
DRR185216,NC_005078.1,1,100,6
DRR075466,NC_005078.1,1,96,1
DRR185231,NC_005078.1,1,100,1
ERR1313179,NC_005078.1,1,97,1
DRR075484,NC_005078.1,1,96,2
DRR075492,NC_005078.1,1,96,2
ERR1717321,NC_005078.1,1,100,1
ERR1755304,NC_005078.1,1,99,2
ERR1526990,NC_005078.1,1,96,1
ERR1663016,NC_005078.1,1,92,1
ERR1663698,NC_005078.1,1,96,1
ERR1663701,NC_005078.1,1,96,1
ERR1663703,NC_005078.1,1,96,1
ERR1663704,NC_005078.1,1,96,1
ERR1663039,NC_005078.1,1,91,1
DRR123238,NC_005078.1,1,100,1
ERR1663867,NC_005078.1,1,97,1
ERR1137930,NC_005078.1,1,98,1
ERR1137931,NC_005078.1,1,100,1
ERR1121467,NC_005078.1,1,91,1
ERR1663113,NC_005078.1,1,91,1
ERR1137937,NC_005078.1,1,96,5
ERR1121502,NC_005078.1,1,91,1
DRR057223,NC_005078.1,1,96,1
DRR023791,NC_005078.1,1,93,1
ERR1137942,NC_005078.1,1,99,4
ERR1121526,NC_005078.1,1,92,1
ERR1110294,NC_005078.1,1,99,2
ERR1121530,NC_005078.1,1,91,1
ERR1121531,NC_005078.1,1,91,2
ERR1121533,NC_005078.1,1,96,1
ERR1137948,NC_005078.1,1,98,1
ERR1137949,NC_005078.1,1,100,1
ERR1110296,NC_005078.1,4,97,12
ERR1137950,NC_005078.1,1,100,2
ERR1110297,NC_005078.1,1,98,2
ERR1137957,NC_005078.1,1,100,1
ERR1137961,NC_005078.1,4,99,9
ERR1137962,NC_005078.1,1,100,1
ERR1293846,NC_005078.1,1,100,2
DRR034617,NC_005078.1,2,81,2
ERR1137970,NC_005078.1,1,96,1
ERR1137972,NC_005078.1,1,100,1
ERR1137974,NC_005078.1,4,98,14
ERR1110316,NC_005078.1,1,95,2
ERR2539161,NC_005078.1,2,80,1
ERR1110317,NC_005078.1,1,96,4
ERR1137981,NC_005078.1,1,99,3
ERR1137982,NC_005078.1,1,98,6
ERR1137984,NC_005078.1,4,99,18
ERR2596921,NC_005078.1,1,94,1
ERR1137985,NC_005078.1,1,99,2
ERR1137988,NC_005078.1,1,100,1
ERR188043,NC_005078.1,1,97,1
ERR1137989,NC_005078.1,1,100,3
ERR1137993,NC_005078.1,1,98,1
ERR2596968,NC_005078.1,1,91,1
ERR1137995,NC_005078.1,1,100,1
ERR2953450,NC_005078.1,1,100,4
ERR3089065,NC_005078.1,1,100,1
ERR332386,NC_005078.1,1,89,1
ERR2898109,NC_005078.1,1,89,1
ERR2587542,NC_005078.1,1,88,1
ERR3517685,NC_005078.1,1,89,1
ERR1663426,NC_005078.1,1,91,1
ERR1663427,NC_005078.1,1,91,2
ERR1663429,NC_005078.1,1,96,1
ERR1663434,NC_005078.1,1,94,2
ERR1663445,NC_005078.1,1,91,1
ERR1663463,NC_005078.1,1,91,1
ERR1663482,NC_005078.1,1,91,1
ERR450641,NC_005078.1,1,96,1
ERR3140247,NC_005078.1,2,82,4
ERR3140248,NC_005078.1,28,80,56
ERR411516,NC_005078.1,1,100,1
ERR538180,NC_005078.1,1,100,1
ERR2031575,NC_005078.1,1,100,1
ERR2031576,NC_005078.1,2,100,8
ERR3863722,NC_005078.1,1,100,1
ERR3863725,NC_005078.1,1,100,2
ERR1663697,NC_005078.1,1,96,1
ERR2592514,NC_005078.1,1,100,1
ERR868347,NC_005078.1,1,96,1
ERR969462,NC_005078.1,1,100,4
ERR915332,NC_005078.1,1,92,1
ERR969489,NC_005078.1,4,99,28
ERR1712054,NC_005078.1,1,92,1
ERR969490,NC_005078.1,4,99,24
ERR969491,NC_005078.1,5,98,21
SRR070249,NC_005078.1,1,94,1
ERR2592597,NC_005078.1,1,100,1
ERR969497,NC_005078.1,1,98,2
SRR1045013,NC_005078.1,1,93,1
ERR969498,NC_005078.1,4,98,9
SRR10173116,NC_005078.1,1,96,1
SRR072202,NC_005078.1,1,93,1
SRR10216384,NC_005078.1,1,100,1
SRR10277038,NC_005078.1,1,97,1
ERR969503,NC_005078.1,1,100,3
ERR2598133,NC_005078.1,1,100,1
ERR969506,NC_005078.1,1,100,1
ERR969507,NC_005078.1,1,100,1
ERR969508,NC_005078.1,1,98,5
