run_id,sequence_accession,score,percent_identity,n_reads
DRR075376,NC_001925.1,1,96,1
DRR075373,NC_001925.1,1,96,3
DRR075374,NC_001925.1,1,96,1
DRR075378,NC_001925.1,1,98,2
DRR086514,NC_001925.1,1,96,1
DRR086517,NC_001925.1,1,96,1
DRR091384,NC_001925.1,1,96,1
DRR086519,NC_001925.1,1,96,1
DRR100366,NC_001925.1,1,95,2
DRR075389,NC_001925.1,1,96,1
DRR060387,NC_001925.1,1,96,1
DRR075486,NC_001925.1,1,96,1
DRR027567,NC_001925.1,1,100,1
DRR027569,NC_001925.1,1,96,1
DRR075498,NC_001925.1,1,96,1
DRR048662,NC_001925.1,1,94,1
DRR048664,NC_001925.1,1,94,1
ERR1099538,NC_001925.1,1,96,1
ERR1016786,NC_001925.1,1,100,1
DRR013949,NC_001925.1,2,86,1
ERR1373720,NC_001925.1,1,96,1
DRR168812,NC_001925.1,1,100,1
ERR1389075,NC_001925.1,1,96,1
ERR1759772,NC_001925.1,1,94,1
ERR1611383,NC_001925.1,1,100,1
ERR1396921,NC_001925.1,1,97,1
ERR1611404,NC_001925.1,1,100,1
ERR1735730,NC_001925.1,1,100,1
ERR1560017,NC_001925.1,1,100,3
ERR1437538,NC_001925.1,4,100,61
ERR1437547,NC_001925.1,1,100,2
ERR1801655,NC_001925.1,1,97,1
ERR034495,NC_001925.1,1,100,1
ERR1663044,NC_001925.1,2,82,1
ERR1702022,NC_001925.1,1,91,1
ERR2116131,NC_001925.1,1,96,1
ERR1663804,NC_001925.1,1,96,1
ERR1663083,NC_001925.1,1,89,2
ERR1663086,NC_001925.1,1,96,1
ERR1663089,NC_001925.1,2,86,1
DRR056682,NC_001925.1,1,96,1
ERR202429,NC_001925.1,1,100,1
ERR2017462,NC_001925.1,1,100,1
ERR209065,NC_001925.1,1,100,1
ERR1726537,NC_001925.1,1,100,1
ERR1818777,NC_001925.1,1,100,1
ERR1663149,NC_001925.1,1,97,1
ERR1663155,NC_001925.1,2,82,1
ERR1663166,NC_001925.1,1,96,1
ERR2451325,NC_001925.1,1,96,1
ERR2451343,NC_001925.1,1,96,1
ERR2019368,NC_001925.1,1,97,1
ERR2019369,NC_001925.1,1,97,1
ERR2019370,NC_001925.1,1,97,1
ERR2320520,NC_001925.1,1,97,1
ERR1663213,NC_001925.1,1,93,1
ERR2752143,NC_001925.1,1,100,1
ERR2752144,NC_001925.1,1,100,1
ERR2019385,NC_001925.1,1,97,1
ERR2701703,NC_001925.1,1,100,1
ERR2734408,NC_001925.1,1,96,1
ERR1663254,NC_001925.1,1,93,1
ERR2949955,NC_001925.1,1,100,1
ERR2762100,NC_001925.1,1,96,1
ERR2762109,NC_001925.1,1,100,1
ERR2019401,NC_001925.1,1,97,1
ERR2762113,NC_001925.1,1,100,1
ERR2019402,NC_001925.1,1,97,1
ERR2019404,NC_001925.1,1,97,1
ERR2762119,NC_001925.1,1,97,1
ERR2019406,NC_001925.1,1,97,2
ERR2762122,NC_001925.1,1,96,1
DRR002313,NC_001925.1,1,94,1
ERR1712209,NC_001925.1,1,100,1
ERR2019409,NC_001925.1,1,97,1
ERR2019411,NC_001925.1,1,97,2
ERR2762126,NC_001925.1,1,100,1
ERR2136585,NC_001925.1,1,100,1
ERR2762127,NC_001925.1,1,96,2
ERR2019413,NC_001925.1,1,97,3
ERR2437998,NC_001925.1,1,97,1
ERR2019415,NC_001925.1,1,97,1
ERR296589,NC_001925.1,1,96,1
ERR1993145,NC_001925.1,1,96,1
ERR2762137,NC_001925.1,1,100,1
ERR2762145,NC_001925.1,1,100,1
ERR2762150,NC_001925.1,1,100,1
ERR3244839,NC_001925.1,4,100,12
ERR3244840,NC_001925.1,4,100,10
ERR3244841,NC_001925.1,4,100,9
ERR3244842,NC_001925.1,1,100,6
ERR3244843,NC_001925.1,1,100,2
ERR3244844,NC_001925.1,1,100,4
ERR2094217,NC_001925.1,2,79,1
ERR1663341,NC_001925.1,1,96,1
ERR3245361,NC_001925.1,1,100,1
ERR2762166,NC_001925.1,1,97,1
ERR3299377,NC_001925.1,1,100,1
ERR1663354,NC_001925.1,2,86,1
ERR2762186,NC_001925.1,1,100,1
ERR2897167,NC_001925.1,2,76,1
ERR273844,NC_001925.1,1,94,1
ERR3299195,NC_001925.1,1,100,1
ERR2898370,NC_001925.1,1,94,1
ERR3299205,NC_001925.1,1,100,1
ERR3357565,NC_001925.1,1,100,1
ERR1711915,NC_001925.1,1,100,1
ERR3299486,NC_001925.1,2,82,1
ERR3498977,NC_001925.1,1,100,1
ERR3299245,NC_001925.1,1,100,1
ERR3153953,NC_001925.1,1,97,1
ERR3299251,NC_001925.1,1,100,1
ERR4029740,NC_001925.1,85,100,981
ERR4029746,NC_001925.1,79,100,787
ERR3490909,NC_001925.1,1,100,1
ERR1663446,NC_001925.1,1,96,1
ERR3589562,NC_001925.1,1,100,1
ERR3650316,NC_001925.1,1,100,1
ERR1663481,NC_001925.1,1,96,1
ERR1719447,NC_001925.1,1,100,1
DRR017594,NC_001925.1,1,100,2
ERR4065058,NC_001925.1,1,100,1
DRR017595,NC_001925.1,1,100,1
DRR017596,NC_001925.1,1,100,1
ERR3994038,NC_001925.1,1,100,1
DRR017597,NC_001925.1,1,100,1
ERR1719462,NC_001925.1,1,100,1
ERR519456,NC_001925.1,1,100,1
ERR3775122,NC_001925.1,1,97,1
ERR4050133,NC_001925.1,1,97,1
ERR2897933,NC_001925.1,1,94,1
ERR1726688,NC_001925.1,1,100,2
ERR2030984,NC_001925.1,1,89,1
ERR3586808,NC_001925.1,1,94,2
ERR476916,NC_001925.1,1,100,1
ERR476920,NC_001925.1,1,100,1
ERR908274,NC_001925.1,2,87,1
ERR2200476,NC_001925.1,1,97,2
SRR10042180,NC_001925.1,1,100,1
ERR633418,NC_001925.1,1,100,1
ERR414138,NC_001925.1,1,96,1
ERR633446,NC_001925.1,1,94,1
ERR762491,NC_001925.1,1,97,1
ERR663162,NC_001925.1,1,100,1
SRR10051030,NC_001925.1,1,93,1
ERR663185,NC_001925.1,1,100,1
ERR663188,NC_001925.1,1,93,1
ERR844301,NC_001925.1,1,100,1
ERR663198,NC_001925.1,1,88,1
SRR10095967,NC_001925.1,1,100,1
SRR10180914,NC_001925.1,1,100,1
ERR663223,NC_001925.1,1,100,1
SRR069580,NC_001925.1,1,96,1
ERR719077,NC_001925.1,1,90,1
ERR922342,NC_001925.1,2,84,1
DRR006413,NC_001925.1,1,90,1
SRR1017124,NC_001925.1,1,93,1
SRR1020323,NC_001925.1,1,100,4
ERR2200518,NC_001925.1,1,94,1
SRR1020357,NC_001925.1,1,100,1
ERR1712059,NC_001925.1,1,100,1
SRR10108665,NC_001925.1,1,97,1
SRR10379761,NC_001925.1,1,97,1
SRR1041195,NC_001925.1,1,100,1
SRR10085064,NC_001925.1,1,97,1
SRR1017130,NC_001925.1,1,96,1
SRR10379764,NC_001925.1,1,100,1
ERR1726742,NC_001925.1,1,96,1
ERR476650,NC_001925.1,1,100,4
SRR072989,NC_001925.1,1,96,1
ERR709161,NC_001925.1,1,100,1
ERR514726,NC_001925.1,1,96,1
SRR1003015,NC_001925.1,1,96,1
SRR10348721,NC_001925.1,1,100,1
SRR10004862,NC_001925.1,1,100,1
SRR10004863,NC_001925.1,1,100,1
SRR10032952,NC_001925.1,1,100,1
SRR10340961,NC_001925.1,1,100,1
SRR10004870,NC_001925.1,1,100,1
SRR10225412,NC_001925.1,1,100,1
SRR1041243,NC_001925.1,1,96,1
DRR006440,NC_001925.1,2,86,1
SRR1046036,NC_001925.1,2,81,1
SRR10145254,NC_001925.1,1,100,1
SRR10145255,NC_001925.1,1,100,1
SRR1029078,NC_001925.1,1,93,1
SRR10145256,NC_001925.1,1,100,2
SRR1029079,NC_001925.1,1,94,3
SRR10145258,NC_001925.1,1,100,3
SRR10145259,NC_001925.1,1,100,2
ERR2750828,NC_001925.1,1,100,1
SRR10145260,NC_001925.1,1,100,5
SRR1022651,NC_001925.1,1,94,3
SRR10145261,NC_001925.1,1,100,2
SRR1022652,NC_001925.1,1,93,1
SRR020721,NC_001925.1,1,100,1
SRR10581498,NC_001925.1,1,100,1
SRR020725,NC_001925.1,1,100,1
SRR10341007,NC_001925.1,1,100,4
SRR10090340,NC_001925.1,1,100,1
SRR10090342,NC_001925.1,1,100,2
SRR020728,NC_001925.1,1,100,2
SRR10090349,NC_001925.1,1,100,2
SRR10090350,NC_001925.1,1,100,1
SRR10090361,NC_001925.1,1,100,1
SRR020731,NC_001925.1,1,100,1
SRR10596336,NC_001925.1,1,96,1
SRR1043140,NC_001925.1,2,80,1
ERR977608,NC_001925.1,2,85,1
SRR10366052,NC_001925.1,1,100,1
ERR517967,NC_001925.1,1,100,1
SRR10758280,NC_001925.1,1,97,1
SRR10397558,NC_001925.1,1,100,6
SRR1066628,NC_001925.1,2,87,1
SRR10317673,NC_001925.1,1,100,1
DRR006470,NC_001925.1,1,100,2
SRR10363602,NC_001925.1,1,100,1
SRR10241189,NC_001925.1,1,96,1
SRR10401480,NC_001925.1,1,100,2
SRR10700473,NC_001925.1,1,100,1
SRR10997417,NC_001925.1,1,94,1
SRR1061614,NC_001925.1,1,100,1
SRR1106879,NC_001925.1,1,100,1
SRR1106880,NC_001925.1,1,100,2
SRR1106881,NC_001925.1,1,100,1
SRR1106884,NC_001925.1,1,100,1
SRR1106892,NC_001925.1,1,100,2
SRR1106893,NC_001925.1,1,100,1
SRR10767957,NC_001925.1,1,96,1
SRR1066808,NC_001925.1,1,92,2
SRR10839726,NC_001925.1,1,100,1
SRR10916594,NC_001925.1,1,100,3
DRR006489,NC_001925.1,1,100,1
SRR10241396,NC_001925.1,1,94,1
SRR10338068,NC_001925.1,1,100,4
SRR10916606,NC_001925.1,1,100,2
SRR1055051,NC_001925.1,2,85,1
SRR10916607,NC_001925.1,1,100,5
SRR10916608,NC_001925.1,1,100,1
SRR1055062,NC_001925.1,1,94,1
SRR090238,NC_001925.1,1,100,1
SRR11316867,NC_001925.1,1,96,1
SRR11317229,NC_001925.1,1,96,1
SRR10546827,NC_001925.1,1,88,1
SRR11050207,NC_001925.1,1,100,1
SRR11038989,NC_001925.1,1,100,3
SRR10401530,NC_001925.1,1,100,1
SRR10540281,NC_001925.1,2,82,2
SRR11219622,NC_001925.1,1,100,1
SRR10401536,NC_001925.1,1,100,1
SRR10604762,NC_001925.1,1,93,1
SRR1139733,NC_001925.1,1,100,1
SRR10668822,NC_001925.1,1,100,1
SRR10338119,NC_001925.1,1,100,1
SRR11197653,NC_001925.1,1,100,1
SRR10668825,NC_001925.1,1,100,3
SRR10401548,NC_001925.1,1,97,1
SRR10668826,NC_001925.1,1,100,1
SRR11197794,NC_001925.1,2,81,1
SRR11349588,NC_001925.1,1,96,1
SRR11312025,NC_001925.1,1,100,1
SRR11312026,NC_001925.1,1,100,1
SRR11349589,NC_001925.1,1,96,1
SRR10208166,NC_001925.1,1,100,5
SRR10208167,NC_001925.1,1,100,6
SRR11036576,NC_001925.1,1,100,1
SRR10895440,NC_001925.1,1,96,1
SRR10668834,NC_001925.1,1,100,1
SRR11312046,NC_001925.1,1,100,1
SRR11201741,NC_001925.1,1,100,1
SRR11201742,NC_001925.1,1,100,2
SRR10574038,NC_001925.1,1,100,1
ERR3563037,NC_001925.1,1,94,2
SRR10401573,NC_001925.1,1,96,1
SRR10574070,NC_001925.1,1,100,1
SRR10545185,NC_001925.1,1,100,1
SRR10319955,NC_001925.1,1,100,1
SRR10319957,NC_001925.1,1,100,1
SRR034784,NC_001925.1,1,100,1
SRR10812147,NC_001925.1,1,100,1
SRR10748559,NC_001925.1,1,100,1
SRR11620552,NC_001925.1,1,94,1
SRR10668857,NC_001925.1,1,100,2
SRR11776555,NC_001925.1,1,100,7
SRR1167476,NC_001925.1,2,82,1
SRR1195194,NC_001925.1,1,100,1
SRR11928900,NC_001925.1,1,100,1
SRR10668860,NC_001925.1,1,100,2
SRR1058057,NC_001925.1,1,100,1
SRR1163940,NC_001925.1,1,93,1
SRR11574721,NC_001925.1,1,97,1
SRR10868436,NC_001925.1,2,100,3
SRR1205359,NC_001925.1,1,96,1
SRR10868441,NC_001925.1,1,100,1
SRR10668867,NC_001925.1,1,100,1
SRR1199250,NC_001925.1,1,100,5
SRR1199252,NC_001925.1,1,100,1
SRR1199254,NC_001925.1,1,100,4
SRR1048609,NC_001925.1,1,96,2
SRR1199255,NC_001925.1,1,100,2
SRR1409936,NC_001925.1,1,93,1
SRR1192055,NC_001925.1,1,100,1
SRR11574741,NC_001925.1,1,97,1
SRR11614697,NC_001925.1,1,100,1
SRR11729806,NC_001925.1,1,96,1
SRR1425929,NC_001925.1,1,88,1
SRR1513208,NC_001925.1,1,96,1
SRR1146566,NC_001925.1,1,91,1
SRR10036058,NC_001925.1,1,97,1
SRR1505801,NC_001925.1,1,93,1
ERR594353,NC_001925.1,1,97,1
ERR594355,NC_001925.1,1,96,1
SRR11587845,NC_001925.1,1,100,1
SRR11393422,NC_001925.1,1,100,1
ERR648149,NC_001925.1,1,100,1
SRR11587850,NC_001925.1,1,100,1
SRR1166479,NC_001925.1,2,82,1
SRR11518680,NC_001925.1,1,100,1
ERR594377,NC_001925.1,1,96,1
SRR1166494,NC_001925.1,2,81,2
SRR11271749,NC_001925.1,1,100,3
SRR11393469,NC_001925.1,1,100,1
SRR1176634,NC_001925.1,1,100,1
SRR1118420,NC_001925.1,1,93,1
ERR594389,NC_001925.1,1,96,1
SRR11271754,NC_001925.1,1,100,1
SRR1118421,NC_001925.1,1,93,1
SRR1813228,NC_001925.1,1,100,1
SRR1236023,NC_001925.1,1,98,2
SRR1202074,NC_001925.1,1,97,2
ERR594396,NC_001925.1,1,100,1
SRR1202077,NC_001925.1,2,86,1
SRR11025870,NC_001925.1,1,94,1
SRR11744443,NC_001925.1,1,97,1
SRR1505871,NC_001925.1,1,91,1
SRR1580570,NC_001925.1,2,75,1
SRR11212672,NC_001925.1,1,94,1
ERR594405,NC_001925.1,1,96,1
SRR1233028,NC_001925.1,2,87,1
SRR1821685,NC_001925.1,1,94,1
ERR594415,NC_001925.1,1,100,2
SRR1512230,NC_001925.1,1,100,1
SRR11393541,NC_001925.1,1,100,1
ERR594465,NC_001925.1,1,100,1
SRR11792028,NC_001925.1,1,97,1
SRR1296723,NC_001925.1,1,92,1
SRR1551134,NC_001925.1,1,91,1
SRR2026321,NC_001925.1,1,90,1
SRR11608666,NC_001925.1,1,100,1
SRR11792045,NC_001925.1,1,100,1
SRR11792065,NC_001925.1,1,100,1
SRR11348312,NC_001925.1,1,100,3
SRR11348313,NC_001925.1,1,100,6
SRR1662293,NC_001925.1,3,84,2
SRR223506,NC_001925.1,1,100,1
ERR321072,NC_001925.1,1,100,1
SRR2177023,NC_001925.1,1,96,1
SRR1551200,NC_001925.1,1,93,1
SRR1618866,NC_001925.1,1,96,2
SRR1694055,NC_001925.1,1,89,1
SRR1204536,NC_001925.1,1,100,1
SRR1724092,NC_001925.1,1,100,1
SRR1255013,NC_001925.1,2,79,1
SRR037215,NC_001925.1,1,96,1
SRR2044690,NC_001925.1,1,96,1
SRR1724093,NC_001925.1,1,100,3
SRR1204543,NC_001925.1,1,100,2
SRR1724095,NC_001925.1,1,100,1
SRR2085475,NC_001925.1,1,97,1
SRR1724096,NC_001925.1,1,100,1
SRR1724098,NC_001925.1,1,100,2
SRR037219,NC_001925.1,1,100,1
SRR1724099,NC_001925.1,1,100,1
SRR2089249,NC_001925.1,1,96,1
SRR1724102,NC_001925.1,1,100,1
SRR1724103,NC_001925.1,1,100,1
SRR2163149,NC_001925.1,1,96,1
SRR10402095,NC_001925.1,1,96,1
SRR1724107,NC_001925.1,1,100,1
SRR1724108,NC_001925.1,1,100,1
SRR1724109,NC_001925.1,1,100,1
SRR1724110,NC_001925.1,1,100,1
SRR2042636,NC_001925.1,1,100,1
SRR1294097,NC_001925.1,1,89,1
SRR1512560,NC_001925.1,1,100,1
SRR1811596,NC_001925.1,2,79,1
SRR2084740,NC_001925.1,1,93,1
SRR1543197,NC_001925.1,1,91,1
SRR2084746,NC_001925.1,1,96,1
SRR1257320,NC_001925.1,1,97,1
SRR1926989,NC_001925.1,1,100,1
SRR1170052,NC_001925.1,1,94,1
SRR1805633,NC_001925.1,1,96,1
SRR1205146,NC_001925.1,1,89,1
SRR1295233,NC_001925.1,1,96,1
SRR3094676,NC_001925.1,2,86,1
SRR2125956,NC_001925.1,1,100,1
SRR1776519,NC_001925.1,1,100,1
SRR2135727,NC_001925.1,1,100,1
SRR2135728,NC_001925.1,2,80,1
SRR2831838,NC_001925.1,1,97,1
SRR2040112,NC_001925.1,1,94,1
SRR11462691,NC_001925.1,2,82,1
SRR2135735,NC_001925.1,1,89,1
SRR3105626,NC_001925.1,1,88,1
SRR1766206,NC_001925.1,1,100,1
SRR2086261,NC_001925.1,1,94,1
SRR1766271,NC_001925.1,1,96,1
SRR1170107,NC_001925.1,1,94,1
SRR1557114,NC_001925.1,1,88,1
SRR1531405,NC_001925.1,1,96,1
SRR1170114,NC_001925.1,1,94,1
SRR1557116,NC_001925.1,1,100,2
SRR1170121,NC_001925.1,1,94,1
SRR2182265,NC_001925.1,1,89,1
SRR2240759,NC_001925.1,1,93,1
SRR1170135,NC_001925.1,1,94,1
SRR1297234,NC_001925.1,1,93,1
SRR1296006,NC_001925.1,1,93,1
SRR1511763,NC_001925.1,1,100,2
SRR3085989,NC_001925.1,1,100,1
SRR1156946,NC_001925.1,1,96,1
SRR1665019,NC_001925.1,2,86,1
SRR3053172,NC_001925.1,1,100,1
SRR1556048,NC_001925.1,1,93,1
SRR3490407,NC_001925.1,1,96,1
SRR1602577,NC_001925.1,1,100,2
SRR1602578,NC_001925.1,1,100,3
SRR1602581,NC_001925.1,1,100,3
SRR1736005,NC_001925.1,1,93,1
SRR2225706,NC_001925.1,1,89,1
SRR2046293,NC_001925.1,1,94,1
SRR1586325,NC_001925.1,1,100,2
SRR1170191,NC_001925.1,1,94,1
SRR2927671,NC_001925.1,2,86,1
SRR1745799,NC_001925.1,3,90,5
SRR1974601,NC_001925.1,1,97,1
SRR1650544,NC_001925.1,1,96,1
SRR1654635,NC_001925.1,1,97,1
SRR3393279,NC_001925.1,1,89,1
SRR3067480,NC_001925.1,1,100,1
SRR1512046,NC_001925.1,1,96,1
SRR2124134,NC_001925.1,1,89,1
SRR3175109,NC_001925.1,1,100,1
SRR3678332,NC_001925.1,13,89,758
SRR2078813,NC_001925.1,1,89,1
SRR1531574,NC_001925.1,2,79,1
SRR3033621,NC_001925.1,1,89,1
SRR2033346,NC_001925.1,1,93,1
SRR2033347,NC_001925.1,1,96,1
SRR2139841,NC_001925.1,1,96,1
SRR2070781,NC_001925.1,1,96,1
SRR3393357,NC_001925.1,1,97,1
SRR2919649,NC_001925.1,1,91,1
ERR599340,NC_001925.1,1,100,1
SRR2969544,NC_001925.1,1,96,1
SRR1513125,NC_001925.1,1,96,1
SRR3407348,NC_001925.1,1,100,1
SRR1944385,NC_001925.1,1,100,1
SRR3666880,NC_001925.1,1,96,1
SRR392301,NC_001925.1,1,100,1
SRR3437579,NC_001925.1,1,89,1
SRR3193105,NC_001925.1,1,91,1
SRR1654739,NC_001925.1,1,93,1
SRR207093,NC_001925.1,1,93,1
ERR599369,NC_001925.1,1,97,1
SRR351335,NC_001925.1,1,93,1
SRR3020313,NC_001925.1,1,100,1
